account	component	year	tot_emp	labor	gfcf
213	11-3031	2023	0.0006548521957897074	70.30068017242917	154.26680664963888
213	11-3051	2000	0.00013312919803323934	2.878554659752857	4.797217443252315
213	11-3051	2002	0.00012643907632927398	3.0069044239552625	5.327564409404199
213	11-3051	2003	6.417249566835655e-5	1.7771661492162054	3.2240757043822703
213	11-3051	2004	7.726138119576845e-5	2.4405811716785815	4.499184214551088
213	11-3051	2005	4.2256496936403976e-5	1.5405379874750136	2.876061160657092
213	11-3051	2006	4.864458497324547e-5	2.130295577372904	4.025593719076964
213	11-3051	2007	8.214472406840414e-5	5.1472960365155656	9.821821242908392
213	11-3051	2008	9.80392156862745e-5	6.658467036622715	12.84504057444554
213	11-3051	2009	0.00011991229272303685	6.677426492021718	12.970175879942975
213	11-3051	2010	9.380863039399626e-5	5.1269861057415405	10.002251048997776
213	11-3051	2011	0.00012931591878960298	8.612458429547848	17.16928981509267
213	11-3051	2012	0.0001602477049269379	12.391460896254957	25.00026663387052
213	11-3051	2013	0.00020129551730367238	17.458407415334715	35.74287320130028
213	11-3051	2014	0.00014791805339841728	14.235402981069027	29.648491116069376
213	11-3051	2015	0.00011572035923624563	8.88793844292548	18.73592953576395
213	11-3051	2016	0.00010417441773941513	5.6142470511123745	12.013926301201035
213	11-3051	2017	0.00011376564277588168	7.903468622991163	17.095228680234715
213	11-3051	2018	0.00017572976666992092	14.170387947685006	30.88408439543121
213	11-3051	2019	0.0002178649237472767	17.106165777100795	37.423994340732406
213	11-3051	2020	0.0002840801484792243	13.585582041297048	29.69814477714389
213	11-3051	2021	0.00030902045421101685	15.973671453099941	34.7668161910103
213	11-3051	2022	0.00018892480792644526	13.390114216952288	29.246365314691396
213	11-3051	2023	0.00027747974397868954	19.79517452698699	43.43824773616041
213	13-1081	2005	0.00010564124234100993	2.9221563796034307	5.455432152321451
213	13-1081	2006	0.00012382257993189756	4.218407083906741	7.971472711043494
213	13-1081	2007	0.00017922485251288178	7.040302317605422	13.43396423462053
213	13-1081	2008	0.0002434077079107505	11.450256572238878	22.08901980730102
213	13-1081	2009	0.00019871179936960395	7.620055591064513	14.801130547694855
213	13-1081	2010	0.00015634771732332708	7.08578422476981	13.823675592919304
213	13-1081	2011	7.112375533428166e-5	4.358646694384336	8.689141307287462
213	13-1081	2012	0.00010864251181487317	7.903818773429617	15.946269646160232
213	13-1081	2013	0.00012387416449456763	9.062946594883133	18.554713684051887
213	13-1081	2014	0.00028597490323694003	18.293076758008418	38.099527246727675
213	13-1081	2015	0.0002918165580740107	15.158304973554413	31.95397174382939
213	13-1081	2016	0.00031996428305677507	11.671670878937572	24.976206510835215
213	13-1081	2017	0.0002578687902919985	12.541419775402579	27.127132308925813
213	13-1081	2018	0.0002798659246965407	15.069786227383426	32.84430541957399
213	13-1081	2019	0.00031796502384737684	18.353632536189526	40.15313829623433
213	13-1081	2020	0.0002878678837922806	10.88029614590884	23.784377377220707
213	13-1081	2021	0.0005003188306273605	13.963476718554325	30.391612215563484
213	13-1081	2022	0.00038624627398295484	13.677162574931764	29.873329431981865
213	13-1081	2023	0.00026638055421954193	11.531914200807845	25.305467514010505
213	13-1161	2000	4.6305808011561513e-5	0.790029180327788	1.3166127492858464
213	13-1161	2001	4.7611942017763926e-5	1.0906622333625664	1.8619664920693137
213	13-1161	2002	3.992812936713915e-5	0.808503002211536	1.4324871070603438
213	13-1161	2003	4.492074696784958e-5	0.9383821260547418	1.702381634589423
213	13-1161	2004	1.78295495067158e-5	0.41214290386433833	0.759780854135789
213	13-1161	2005	1.5846186351151487e-5	0.44908177786144987	0.8383997472098041
213	13-1161	2006	1.3266704992703312e-5	0.38949958741405566	0.7360326469863491
213	13-1161	2007	1.1201553282055112e-5	0.4019897508105872	0.7670573920624231
213	13-1161	2008	1.0141987829614604e-5	0.3562124603869448	0.6871797189393585
213	13-1161	2009	1.0278196519117445e-5	0.3591303977640591	0.6975718008126559
213	13-1161	2010	2.736085053158224e-5	0.9651861444024522	1.8829842574600144
213	13-1161	2011	2.2630285788180527e-5	0.9781634754417352	1.9500090866945565
213	13-1161	2012	5.1605193112064755e-5	3.3639706763197244	6.7869450229175365
213	13-1161	2013	6.451779400758729e-5	4.927199890873462	10.08753414599898
213	13-1161	2014	7.642432758918226e-5	6.184246020722169	12.88011048572363
213	13-1161	2015	4.276621971774295e-5	2.5237980731704597	5.320210436319629
213	13-1161	2016	4.464617903117792e-5	1.6890633925249774	3.614426463799999
213	13-1161	2017	3.792188092529389e-5	1.5461225574989828	3.3442681876696314
213	13-1161	2018	4.555956913664616e-5	2.1884230013546255	4.769625285931623
213	13-1161	2019	5.888241182358829e-5	3.0642681440822956	6.703849078566469
213	13-1161	2020	6.817923563501383e-5	2.517445039427895	5.503146425539122
213	13-1161	2021	7.848138519644872e-5	2.7303270792368153	5.942577445884723
213	13-1161	2022	8.396658130064235e-5	3.9399980943146873	8.605649043652654
213	13-1161	2023	9.619297791261238e-5	4.296314132075559	9.427770256182283
213	13-2011	1997	0.002990894575034607	35.78983328553506	54.388291736965805
213	13-2011	1998	0.002990894575034607	37.873942158700146	58.98793578469398
213	13-2011	1999	0.002990894575034607	35.751940396932056	57.28266872588364
213	13-2011	2000	0.0023504897682642832	33.30247110315442	55.49979561380812
213	13-2011	2001	0.0023128798379711065	43.228753910946445	73.79965017027898
213	13-2011	2002	0.001956478338989818	29.796910107396425	52.79348306973101
213	13-2011	2003	0.0017904126291471475	28.803051370450085	52.25353756400245
213	13-2011	2004	0.0020503981932723167	38.84571008350263	71.61163399884671
213	13-2011	2005	0.0027730826114515106	61.402781853720114	114.63408074424312
213	13-2011	2006	0.002931941803387432	86.42109979230275	163.3089042735777
213	13-2011	2007	0.0023859308490777388	88.24131836827404	168.37781411897535
213	13-2011	2008	0.0020892494929006084	84.62862807320022	163.25952435912208
213	13-2011	2009	0.0019014663560367275	61.41976474608861	119.30122363957268
213	13-2011	2010	0.002134146341463415	75.58040631435266	147.4500189292149
213	13-2011	2011	0.0020464244148454677	92.9894972607267	185.3783842661754
213	13-2011	2012	0.0022814927481123364	120.83942847731186	243.79836704567725
213	13-2011	2013	0.0021755400139358435	126.86954205161945	259.7420169422211
213	13-2011	2014	0.002329709341025072	157.0901194213082	327.17619699833557
213	13-2011	2015	0.002007496666750522	110.60489398534806	233.1570491095826
213	13-2011	2016	0.002288116675347868	81.3097848781792	173.99479470704944
213	13-2011	2017	0.002593856655290102	107.63462138295854	232.81404079969292
213	13-2011	2018	0.0028702528556087082	140.51934740575146	306.25917938817855
213	13-2011	2019	0.002791026320438085	140.88458286671266	308.2200827819812
213	13-2011	2020	0.0026021741600696945	85.27408506258571	186.40954183847185
213	13-2011	2021	0.0025898857114828077	89.85376039122575	195.56738604302393
213	13-2011	2022	0.0023804525798732106	103.3892850818851	225.82038899275503
213	13-2011	2023	0.0028080950090643387	139.08772092403123	305.21210461262945
213	15-1242 | 15-1243	1997	0.0005950875511050767	10.089201826605436	15.33213211586328
213	15-1242 | 15-1243	1998	0.0005950875511050767	10.676714902797388	16.628777919095615
213	15-1242 | 15-1243	1999	0.0005950875511050767	10.078519770674673	16.148060856589684
213	15-1242 | 15-1243	2000	0.00040517582010116327	6.550634835620719	10.916874408253898
213	15-1242 | 15-1243	2002	0.00027949690556997405	4.7305522508488345	8.38148416280495
213	15-1242 | 15-1243	2014	0.0001035426373788921	7.908281123130686	16.47080893560426
213	15-1242 | 15-1243	2015	0.00012326733918643557	7.5889346498515104	15.997606842598103
213	15-1242 | 15-1243	2016	0.0001823052310439765	7.285772245472157	15.590822777757106
213	15-1242 | 15-1243	2017	0.00018581721653394007	8.367888518360605	18.099770444580525
213	15-1242 | 15-1243	2018	0.00015945849197826156	8.608586826708926	18.762247234375142
213	15-1242 | 15-1243	2019	0.00016487075310604724	9.94151846083406	21.749545483452984
213	15-1242 | 15-1243	2020	0.00013257073595697132	5.09655977360993	11.141103087224435
213	15-1242 | 15-1243	2021	0.00013734242409378528	3.770687676728754	8.20693011969363
213	15-1252 | 15-1253	2007	2.2403106564110223e-5	1.0579639350878638	2.018755590927923
213	15-1252 | 15-1253	2008	5.070993914807302e-5	3.1639917480820468	6.103747628063479
213	15-1252 | 15-1253	2009	0.00011819925996985063	5.415531174927378	10.519081251743694
213	15-1252 | 15-1253	2010	0.00010553470919324576	5.371835870620074	10.479929116987966
213	15-1252 | 15-1253	2011	8.24388982283719e-5	5.117367500948587	10.201682415404765
213	15-1252 | 15-1253	2012	2.037047096528872e-5	1.5761232236384075	3.1798914727402767
213	15-1252 | 15-1253	2013	1.935533820227619e-5	1.516077035755156	3.1038884569048655
213	15-1252 | 15-1253	2014	5.5469270024406474e-5	5.231119239988755	10.895005397469902
213	15-1252 | 15-1253	2015	4.905536967623457e-5	3.6303631064551016	7.6528688613859925
213	15-1252 | 15-1253	2016	8.371158568345859e-5	4.032099212786762	8.628288413484222
213	15-1252 | 15-1253	2017	6.257110352673492e-5	3.342573686403377	7.2299979003364205
213	15-1252 | 15-1253	2018	6.833935370496924e-5	4.5498722945232934	9.916358003130602
213	15-1252 | 15-1253	2019	8.832361773538245e-5	6.025978064457077	13.183326522154193
213	15-1252 | 15-1253	2020	0.0001590848831483656	6.374790053909371	13.93532035428514
213	15-1252 | 15-1253	2021	0.00024280178545151322	10.666459999093336	23.21563050085613
213	15-1252 | 15-1253	2022	0.0001574373399387044	9.047210897280863	19.760700371468374
213	15-1252 | 15-1253	2023	0.0001498390617484924	9.167811244065405	20.117713813290887
213	15-2031	2019	2.355296472943532e-5	1.480270027352557	3.238459035662804
213	15-2051 | 15-2099	2023	0.00014798919678863444	8.38596602856086	18.40204385968086
213	17-1021	2001	5.95149275222049e-5	0.689871368727136	1.1777407643865048
213	17-1021	2013	1.935533820227619e-5	0.7722725611617356	1.5810858100494223
213	17-1021	2014	3.697951334960432e-5	1.8014779475082994	3.7519909336970327
213	17-1021	2015	1.8867449875474832e-5	0.7985955544281026	1.6834533825162685
213	17-1021	2016	2.79038618944862e-5	0.8372803258672635	1.7916960256356822
213	17-1021	2017	2.844141069397042e-5	1.0558784168264874	2.2838684956202897
213	17-1021	2018	4.0678186729148365e-5	1.7260324464579297	3.761854082080228
213	17-1021	2019	2.2080904433845612e-5	1.3580190648723078	2.9710046342717904
213	17-1022	1997	0.00037869207797595796	2.847634157844757	4.327428856719642
213	17-1022	1998	0.00037869207797595796	3.0134572162687503	4.693401600983077
213	17-1022	1999	0.00037869207797595796	2.844619193146139	4.557721261648319
213	17-1022	2000	0.00019101145804769127	1.8507746458943435	3.0843841664537837
213	17-1022	2001	0.00014878731880551226	1.9842120235576306	3.387424803034497
213	17-1022	2002	0.00017302189392426966	1.89072001543069	3.349934431606187
213	17-1022	2003	8.342424436886349e-5	1.108778880402278	2.0115097574944074
213	17-1022	2005	9.507711810690895e-5	2.3324575440617057	4.354511609514143
213	17-1022	2006	8.844469995135542e-5	2.40636688541969	4.547282322055255
213	17-1022	2007	3.7338510940183704e-5	1.043802932502491	1.9917342509802696
213	17-1022	2008	3.380662609871535e-5	0.8863169313239299	1.7098195248329242
213	17-1022	2009	3.76867205700973e-5	0.8533756701289379	1.6575895738367528
213	17-1022	2010	3.517823639774859e-5	1.0069635009428526	1.9644878152349454
213	17-1022	2011	8.405534721324194e-5	2.5537973752563743	5.091100017896006
213	17-1022	2012	0.00013308707697321962	5.627886894500655	11.354486297116505
213	17-1022	2013	0.00013419701153578157	6.2508649656385185	12.797494556635323
213	17-1022	2014	0.00010354263737889209	5.87364637460005	12.233215497155179
213	17-1022	2015	4.276621971774295e-5	1.935856340807975	4.080818991451263
213	17-1022	2016	8.185132822382618e-5	2.4937968698741377	5.336475493877235
213	17-1022	2017	7.963594994311719e-5	2.905644116679123	6.284917800965342
213	17-1022	2018	0.0001366787074099385	5.024954264467474	10.951789898762
213	17-1022	2019	0.00015015015015015014	5.912501094499334	12.935067412729042
213	17-1022	2020	0.00012499526533085866	3.1772478450372312	6.945478390837903
213	17-1022	2021	8.82915583460048e-5	2.3963747584588972	5.215727705226385
213	17-1022	2022	8.816491036567446e-5	3.4298820364595937	7.4914658231665765
213	17-1022	2023	0.00014058973694920272	6.0953250383758935	13.375494047219902
213	17-3031	1997	0.0003477784389575124	4.376166159359266	6.650274111806627
213	17-3031	1998	0.0003477784389575124	4.630998492619995	7.212690998920255
213	17-3031	1999	0.0003477784389575124	4.371532844209071	7.004181170559249
213	17-3031	2000	0.00013891742403468455	1.136237777053802	1.8935821368883503
213	17-3031	2002	0.00011978438810141745	0.956221674818822	1.6942116688779152
213	17-3031	2003	0.0001058846178527883	0.9503818974876669	1.7241512207094922
213	17-3031	2004	0.00017829549506715798	2.1488535138227998	3.9613875256296707
213	17-3031	2005	8.715402493133319e-5	1.4704526603137338	2.7452174625338923
213	17-3031	2006	7.960022995621989e-5	1.7204070223866323	3.2510322873205713
213	17-3031	2007	9.521320289746846e-5	2.1282616466210524	4.061045897294125
213	17-3031	2008	8.113590263691683e-5	2.1226358940865886	4.094838051213984
213	17-3031	2009	7.708647389338084e-5	1.5123693666154432	2.9376132712022156
213	17-3031	2010	3.517823639774859e-5	0.7267967954837742	1.4179098324247097
213	17-3031	2011	5.819216345532134e-5	1.4359279901750268	2.8625814590100607
213	17-3031	2012	0.00010185235482644359	3.7103531723664407	7.485785525338901
213	17-3031	2013	8.903455573047047e-5	3.8674198455040636	7.917829723267106
213	17-3031	2014	0.00015161600473337773	6.148009395341254	12.804639403723975
213	17-3031	2015	0.00013207214912832382	4.035648242102564	8.507217008838284
213	17-3031	2016	0.00016184239898801994	3.324331734908634	7.113736909034483
213	17-3031	2017	8.532423208191126e-5	2.556600285002359	5.529934842649839
213	17-3031	2018	7.322073611246705e-5	2.7165973909141172	5.92077107550936
213	17-3031	2019	7.949125596184421e-5	2.849207838475094	6.2333511443809995
213	17-3031	2020	0.00018749289799628802	3.340546679615794	7.302450393694397
213	17-3031	2021	0.0003973120125570216	7.062176646587825	15.370880645771363
213	17-3031	2022	0.0002833872118896679	7.009124325452182	15.3091607163992
213	17-3031	2023	0.00016093825150763995	4.257564962902386	9.342739633804088
213	19-2041	1997	4.637045852766832e-5	0.707365495139108	1.074953342401799
213	19-2041	1998	4.637045852766832e-5	0.7485567097845828	1.165862664703669
213	19-2041	1999	4.637045852766832e-5	0.7066165639637357	1.132159040890274
213	19-2041	2000	3.472935600867113e-5	0.6304107485726163	1.0506027492720784
213	19-2041	2002	3.992812936713915e-5	0.6643390570199332	1.177060729885441
213	19-2041	2006	2.6533409985406625e-5	0.764000394085332	1.4437222798889884
213	19-2041	2007	3.7338510940183704e-5	1.2050556393617378	2.299428863932582
213	19-2041	2008	2.704530087897228e-5	0.9013994016267395	1.738915552783034
213	19-2041	2009	2.7408524050979853e-5	0.869956346646532	1.6897957375284962
213	19-2041	2011	4.5260571576361054e-5	1.946554200447631	3.8805357937763607
213	19-2041	2012	3.8024879135205606e-5	1.847097090162992	3.7265920571703877
213	19-2041	2013	3.0968541123641906e-5	1.5255663979445944	3.1233161779695253
213	19-2041	2014	2.958361067968346e-5	1.6722684947214972	3.482882618452556
213	19-2041	2015	5.031319966793288e-5	2.386847790130202	5.031516846751897
213	19-2041	2016	5.2087208869707565e-5	1.7538198165195453	3.7529987243929708
213	19-2041	2017	9.101251422070534e-5	4.005257142486589	8.66338439995452
213	19-2041	2018	0.000123661687656611	6.206948052556556	13.527922326539489
213	19-2041	2019	9.421185891774128e-5	5.173925901715945	11.319250391247124
213	19-2041	2020	9.090564751335177e-5	2.8946999578473487	6.327827410943623
213	19-2041	2021	7.848138519644872e-5	2.5023550611715235	5.446394632056313
213	19-2041	2022	2.51899743901927e-5	0.9692205099246798	2.116948118923552
213	19-2042	1997	0.003593710535894295	57.07975345600287	86.74168047868162
213	19-2042	1998	0.003593710535894295	60.403614165457775	94.07746620685397
213	19-2042	1999	0.003593710535894295	57.01931962492187	91.35780494112582
213	19-2042	2000	0.0023268668525809662	44.216731625096166	73.688813070421
213	19-2042	2002	0.0015771611100019963	34.887279766654984	61.812483478032775
213	19-2042	2003	0.001617146890842585	39.23085274566199	71.17130790234272
213	19-2042	2004	0.0017294663021514322	49.514252601003	91.27897333753036
213	19-2042	2005	0.00223431227551236	87.84280632783128	163.9954909107337
213	19-2042	2006	0.0024941405386282225	123.98179646740837	234.28689729270894
213	19-2042	2007	0.002296318422821298	126.70214458361197	241.766901760675
213	19-2042	2008	0.0018559837728194725	111.46699677291446	215.03419456528658
213	19-2042	2009	0.0016342332465396738	77.92882685234073	151.36828411366878
213	19-2042	2010	0.0015126641651031893	85.24002025752901	166.29498587536094
213	19-2042	2011	0.0011735419630156472	86.41421308112245	172.27028503763194
213	19-2042	2012	0.0013933402140257484	143.60123326537692	289.72121613780655
213	19-2042	2013	0.00130067872719296	134.0568253541647	274.45665554774774
213	19-2042	2014	0.0011241772058279715	124.76912024584031	259.86030448790217
213	19-2042	2015	0.0009735604135745013	81.75830702712949	172.34793976807208
213	19-2042	2016	0.001238931468115187	73.51978943545768	157.32498479602936
213	19-2042	2017	0.0013651877133105802	103.1786895079251	223.17584546787995
213	19-2042	2018	0.0014351264278043541	101.1924595981104	220.54699376948741
213	19-2042	2019	0.0014573396926338103	95.8775108232662	209.7559131138942
213	19-2042	2020	0.0014317639483352905	59.68147638091771	130.46398164513013
213	19-2042	2021	0.0012213665571197331	44.71873183129239	97.3306565393208
213	19-2042	2022	0.0018010831688987782	73.77445411293319	161.1363877051288
213	19-2042	2023	0.0012542084427836768	62.395849661101856	136.92055968448722
213	19-4031	1997	2.7853223142314675e-6	0.025175747504160535	0.03825851573625181
213	19-4031	1998	2.7853223142314675e-6	0.026641778327589682	0.04149405685293596
213	19-4031	1999	2.7853223142314675e-6	0.025149092398280004	0.04029451583922794
213	19-4031	2000	2.0860792263272987e-6	0.021742825775162324	0.03623522058919667
213	19-4031	2001	3.217380953925649e-6	0.04501721024239191	0.07685288302259291
213	19-4031	2003	0.0001989347365719053	2.7231481305117997	4.940244743514404
213	19-4031	2008	3.0425963488843814e-5	0.8699036548179311	1.678156200298981
213	19-4031	2009	3.4260655063724815e-5	0.8057503226847849	1.56508250791366
213	19-4031	2011	6.465795939480149e-5	2.150893527742453	4.287894640224814
213	19-4031	2012	6.518550708892389e-5	2.4371074662042886	4.916961525409651
213	19-4031	2013	4.3872099925159363e-5	1.7347361687585965	3.551552752926702
213	19-4031	2014	7.888962847915588e-5	3.8708998564046144	8.062036610865785
213	19-4031	2015	0.00011068903926945235	3.978979159465216	8.38775759246543
213	19-4031	2016	0.00012277699233573925	3.0742437745337794	6.578573725546524
213	19-4031	2017	0.0001478953356086462	3.956940812564745	8.558876019089842
213	19-4031	2018	0.00017572976666992092	5.8503192897222345	12.750656887521442
213	19-4031	2019	0.00018547959724430314	6.66004525741684	14.570506288220505
213	19-4031	2020	0.00014014620658308398	3.3399173970162614	7.301074779039843
213	19-4031	2021	0.00010791190464511699	2.5622072465164245	5.576663364114943
213	19-4031	2022	5.877660691044964e-5	1.7880000129565008	3.9053066101105314
213	19-4031	2023	0.00011839135743090756	3.7974185789709565	8.333000993063033
213	19-4042	2015	7.546979950189931e-5	2.007704642008898	4.232276465781132
213	19-4042	2016	6.138849616786964e-5	1.1635919936523904	2.4899703075299513
213	19-4042	2017	8.532423208191126e-5	2.337927240097465	5.056944325805399
213	19-4042	2019	3.532944709415298e-5	1.3272126022377313	2.9036078313694293
213	19-4042	2020	3.97712207870914e-5	0.8438679659724555	1.8446992517555219
213	19-4042	2021	3.678814931083534e-5	0.7902775810189777	1.7200451054620263
213	19-4042	2022	3.148746798774088e-5	1.0569777639455136	2.308625401769886
213	19-4042	2023	9.434311295275445e-5	2.4968995885963365	5.479160729494889
213	23-2011	2018	4.0678186729148365e-5	1.746127186949781	3.8056501773985647
213	23-2011	2021	4.905086574778045e-5	1.5820800584798635	3.4434091595115333
213	23-2011	2023	3.699729919715861e-5	1.5792304623962443	3.4654407297363004
213	27-3042	2005	3.697443481935347e-5	0.9731593198190467	1.816810585404944
213	27-3042	2009	1.3704262025489926e-5	0.36936102795576603	0.7174436890479868
213	27-3042	2015	7.546979950189933e-6	0.322474065483956	0.6797809645979102
213	27-3042	2018	1.3017019753327477e-5	0.5922660355492898	1.2908322830667454
213	27-3042	2021	1.962034629911218e-5	0.4879668614106567	1.0620635479939187
213	43-3031	1997	0.0035776777392398456	25.187843242713413	38.27689711712999
213	43-3031	1998	0.0035776777392398456	26.654578423601965	41.51399275605496
213	43-3031	1999	0.0035776777392398456	25.161175330333624	40.31387542045291
213	43-3031	2000	0.0030067387441378114	24.57370243062906	40.952980880907354
213	43-3031	2001	0.003432832935706534	34.4404822757796	58.796410113607664
213	43-3031	2002	0.003260797231649697	26.88163865682322	47.62827186444894
213	43-3031	2003	0.003320926650837451	29.083446029599436	52.762220226341405
213	43-3031	2004	0.003149887079519791	29.519321691186978	54.418540845293016
213	43-3031	2005	0.0033541094443270652	41.07468895176608	76.68315779338185
213	43-3031	2006	0.003769955335426524	59.536957090616	112.50626582650246
213	43-3031	2007	0.003379135240086625	63.251716870440866	120.69386567264026
213	43-3031	2008	0.003617308992562542	75.75503411136927	146.14121862088615
213	43-3031	2009	0.003760106893243799	63.728888536427164	123.78644586179198
213	43-3031	2010	0.004162757973733584	74.90421611055443	146.13083763327015
213	43-3031	2011	0.003750161644898487	83.83798280145653	167.13446410289754
213	43-3031	2012	0.003381498180237927	88.87963538662825	179.31820965988396
213	43-3031	2013	0.003193630803375571	93.44497990056999	191.31138301598006
213	43-3031	2014	0.0029521978157434113	95.51456784332078	198.9309905679424
213	43-3031	2015	0.003031370279992956	82.55302344792467	174.02321586911043
213	43-3031	2016	0.0027438797529578092	51.93667568189323	111.13928337870645
213	43-3031	2017	0.002806219188471748	65.86744502599552	142.47150068092844
213	43-3031	2018	0.0027823879722737475	74.6202323896074	162.63334237816824
213	43-3031	2019	0.0025981864217158334	72.47512801201515	158.557377258459
213	43-3031	2020	0.0026892920722699897	45.79604118094366	100.1103564850918
213	43-3031	2021	0.0034580860352185216	62.299644134163685	135.59564454153607
213	43-3031	2022	0.0028443679415592594	70.5267872615464	154.04291190521212
213	43-3031	2023	0.002682304191793999	71.43268064061836	156.75085227942682
213	43-3051	1997	0.0009737796290810347	7.3281553947013345	11.136286953924474
213	43-3051	1998	0.0009737796290810347	7.754887577558479	12.078088109385241
213	43-3051	1999	0.0009737796290810347	7.320396627740296	11.728925767757959
213	43-3051	2000	0.0007987751881994361	6.36104781140369	10.600920644267942
213	43-3051	2001	0.0009284328693463964	9.163266365426209	15.643426909289145
213	43-3051	2002	0.0007985625873427829	6.246840978494212	11.068009812050022
213	43-3051	2003	0.0008085734454212926	6.506276070931984	11.803469594301601
213	43-3051	2004	0.0008023297278022108	7.418572269558087	13.676055374444198
213	43-3051	2005	0.0009190788083667864	10.664129812457432	19.90907709850399
213	43-3051	2006	0.0007562021845840889	12.030897003302023	22.73464017189604
213	43-3051	2007	0.0006384885370771413	12.044617908662222	22.982957109670355
213	43-3051	2008	0.0006288032454361055	13.061862884300858	25.19801597032305
213	43-3051	2009	0.0005961353981088119	10.018256420141206	19.4593752450666
213	43-3051	2010	0.0006097560975609757	11.180395860126398	21.811864497726244
213	43-3051	2011	0.0006304151040993147	14.708433621867073	29.321866879901663
213	43-3051	2012	0.0006111141289586615	16.51946186289782	33.32867324346868
213	43-3051	2013	0.0005806601460682857	17.680498870832203	36.19756454536677
213	43-3051	2014	0.0006064640189335109	21.648795334711803	45.08858070322124
213	43-3051	2015	0.0005962114160650045	17.85177297866884	37.63184936131299
213	43-3051	2016	0.0006585311407098743	13.228523239140307	28.307714609257896
213	43-3051	2017	0.000739476678043231	17.81123189756775	38.52575329771788
213	43-3051	2018	0.00064434247778971	19.014278024141696	41.441248424798516
213	43-3051	2019	0.00044161808867691223	13.289674007422327	29.074468897626023
213	43-3051	2020	0.0003181697662967312	6.313906962404647	13.80222963645714
213	43-3051	2021	0.0005003188306273605	12.77367626975537	27.80200258018143
213	43-3051	2022	0.0008690541164616482	21.816539809928134	47.65116136021229
213	43-3051	2023	0.0004883643494024936	13.821344279456152	30.329360119522146
213	43-3061	2005	3.169237270230298e-5	0.4017630219436431	0.7500594159928667
213	43-3061	2006	1.9900057489054972e-5	0.31919280268227673	0.6031747684689577
213	43-3061	2007	2.2403106564110223e-5	0.46046098729212726	0.8786293763624121
213	43-3061	2008	2.535496957403651e-5	0.5815623107936296	1.121908607135117
213	43-3061	2009	3.597368781691106e-5	0.7143802116622981	1.3876059888463927
213	43-3061	2010	2.3452157598499065e-5	0.5349224414760578	1.0435816366645863
213	43-3061	2011	2.909608172766067e-5	0.8442323728778465	1.683011929728885
213	43-3061	2012	2.037047096528872e-5	0.6550606773323665	1.3216110458471024
213	43-3061	2013	2.3226405842731428e-5	0.7329018031417255	1.5004814354194516
213	43-3061	2014	5.1771318689446045e-5	1.7567515984667141	3.6588380553431756
213	43-3061	2015	5.6602349626424496e-5	1.5194397782138915	3.2030056014971624
213	43-3061	2016	6.138849616786964e-5	1.213677040335689	2.597147290332327
213	43-3061	2017	4.550625711035267e-5	1.0858678629848726	2.3487357665018123
213	43-3061	2018	5.369520648247584e-5	1.6340196873636654	3.5613140666752163
213	43-3061	2019	5.2994170641229474e-5	1.6144146241410926	3.531933721718654
213	43-3061	2020	6.249763266542933e-5	1.1227974782150287	2.454440447386122
213	43-3061	2021	6.621866875950361e-5	1.2929215706830015	2.8140535336104486
213	43-3061	2022	5.6677442377933574e-5	1.3922277663748575	3.0408703911656105
213	43-3061	2023	3.329756927744274e-5	0.977811065854288	2.1456946115747444
213	43-4071	1997	0.0006955568779150248	4.797184920296698	7.2900784666890415
213	43-4071	1998	0.0006955568779150248	5.076533962770301	7.906603916485202
213	43-4071	1999	0.0006955568779150248	4.7921058467971775	7.678033938124617
213	43-4071	2000	0.0005469873571365704	4.403135447458211	7.337987521613589
213	43-4071	2002	0.0002994609702535436	2.40655046041763	4.2638710030867975
213	43-4071	2003	0.00023102098440608358	1.7135673606217023	3.1086968979459026
213	43-4071	2004	0.00013372162130036847	1.0222881967839836	1.8845769077735608
213	43-4071	2006	0.00017910051740149468	2.0037433648557017	3.786449537745659
213	43-4071	2007	0.00011761630946157866	1.5252770204051713	2.9104598092004896
213	43-4071	2008	0.00013691683569979715	2.353530770339895	4.540264008509049
213	43-4071	2009	0.00018500753734411403	2.4225426733259265	4.705526086621323
213	43-4071	2010	0.00019348030018761727	2.7463228245346882	5.35780862012217
213	43-4071	2011	0.00021822061295745504	4.333770602365835	8.639549795545909
213	43-4071	2012	8.555597805421261e-5	2.2765533786228263	4.593037249466733
213	43-4071	2013	6.967921752819428e-5	1.9315899588586467	3.9545746260765546
213	43-4071	2014	6.656312402928777e-5	1.321290894603501	2.751891281370203
213	43-4071	2015	5.660234962642448e-5	1.1505847671190106	2.425452793141707
213	43-4071	2016	8.371158568345859e-5	1.241502066270855	2.6566900585558697
213	43-4071	2017	5.119453924914676e-5	1.1096095078602612	2.400089022616352
213	43-4071	2018	8.786488333496046e-5	1.7666449746098811	3.8503682957762337
213	43-4071	2019	5.299417064122947e-5	1.1827341920338001	2.587525356998231
213	43-4071	2020	0.00010226885345252075	1.4498671093218025	3.1694161640900234
213	43-4071	2021	0.0001986560062785108	2.6607536790747486	5.791150416580902
213	43-4071	2022	0.0001322473655485117	2.5075662657529456	5.47696590714365
213	43-9021	1997	0.0003477784389575124	2.111166190662218	3.2082497218382575
213	43-9021	1998	0.0003477784389575124	2.234103343109462	3.4795729472126866
213	43-9021	1999	0.0003477784389575124	2.1089309697086316	3.37898286812826
213	43-9021	2000	0.0003646582380910469	2.4611706559299336	4.101631616215864
