account	component	year	tot_emp	labor	gfcf
5415	43-3031	2013	0.0029901440485216074	301.2184062876623	616.6891999771359
5415	43-3031	2014	0.00296274328512697	319.3344006555039	665.0871179046208
5415	43-3031	2015	0.002706114592024256	312.27892182247194	658.2894236207561
5415	43-3031	2016	0.0025388228879405254	315.26139213909335	674.627798935686
5415	43-3031	2017	0.002417732451399699	327.56636388972737	708.527124705475
5415	43-3031	2018	0.002215030473983781	320.168961770909	697.8020130878456
5415	43-3031	2019	0.0020043881481338287	309.29820657738566	676.6667927447479
5415	43-3031	2020	0.001968738387659238	306.6267810317492	670.28755249128
5415	43-3031	2021	0.0023035167486313447	410.37328885282477	893.1805530830376
5415	43-3031	2022	0.0022251131125692893	453.4388983381426	990.3903322870203
5415	43-3031	2023	0.0022806815043222677	413.81283335678677	908.0649603391286
5415	43-3051	1997	0.00039957088953027265	16.123205271265984	24.501751238472952
5415	43-3051	1998	0.00039957088953027265	18.162027490046142	28.287008170777057
5415	43-3051	1999	0.00039957088953027265	20.950121241884865	33.56681739626557
5415	43-3051	2000	0.00033868569016549396	19.709237041010482	32.84617000618214
5415	43-3051	2001	0.00032116266019369886	19.812708877808415	33.82403728592299
5415	43-3051	2002	0.0002566423619055198	14.804158545035627	26.229669139920194
5415	43-3051	2003	0.00022045423370108366	13.423560807857491	24.352577436836054
5415	43-3051	2004	0.0001825776646656892	12.086609343528353	22.281529742543693
5415	43-3051	2005	0.00011375862008148291	7.667826431802953	14.315218427890935
5415	43-3051	2006	0.00011294991717006073	7.9199902309270165	14.966309495928561
5415	43-3051	2007	0.00010634690669214883	8.030215306352293	15.322868302412738
5415	43-3051	2008	0.00010594289173645445	8.570298353270777	16.533209442560263
5415	43-3051	2009	0.00010737755379615445	9.000001882697916	17.481526375151027
5415	43-3051	2010	0.00011601758883939441	10.339755504153574	20.171856955489517
5415	43-3051	2011	0.00016273113657742775	15.286399095544589	30.47406480362593
5415	43-3051	2012	0.00017718658517795695	18.222219185893202	36.76405406289456
5415	43-3051	2013	0.00021834723275208491	24.085184773510015	49.30997913551394
5415	43-3051	2014	0.00022504055963574833	26.874342263043538	55.97198048384426
5415	43-3051	2015	0.00024211886727632632	31.81890409667827	67.07480580438956
5415	43-3051	2016	0.0002500812633035892	34.92077817799267	74.72696723024843
5415	43-3051	2017	0.00027616451958233996	41.33736073122097	89.41284750367346
5415	43-3051	2018	0.0002402659547675414	39.62993889277128	86.3726795532145
5415	43-3051	2019	0.00020297601500089406	36.06442364527491	78.8999010058285
5415	43-3051	2020	0.0001686469181443122	31.53846967886609	68.94323965843904
5415	43-3051	2021	0.00019207571680430544	44.77422653868071	97.45144118779741
5415	43-3051	2022	0.00028267531387146335	52.99805615579742	115.75707915460744
5415	43-3051	2023	0.00020652895321562694	48.232325489081376	105.84032490491708
5415	43-3061	1997	1.4222045715518537e-6	0.054280831665192084	0.08248827774017004
5415	43-3061	1998	1.4222045715518537e-6	0.061144787298758836	0.09523182909332895
5415	43-3061	1999	1.4222045715518537e-6	0.0705312613319365	0.11300698179846888
5415	43-3061	2000	1.3998779066730946e-6	0.07475483407715801	0.12458168643327566
5415	43-3061	2001	5.180816411294801e-5	2.9679409739599243	5.066835978096877
5415	43-3061	2002	0.00011041589988958409	5.576994910164878	9.881191885620382
5415	43-3061	2003	7.201504967568733e-5	3.8221761403089713	6.934064795953173
5415	43-3061	2004	9.820465296412072e-5	5.541979071457961	10.21657670927896
5415	43-3061	2005	0.00010449919751671105	6.842206506596447	12.773852087264064
5415	43-3061	2006	6.400495306303442e-5	4.745820877578871	8.968120161149628
5415	43-3061	2007	3.9302117690576744e-5	2.964457053875396	5.656633513768748
5415	43-3061	2008	4.540409645848047e-5	3.5923686000573576	6.930141753694998
5415	43-3061	2009	4.402479705642333e-5	3.4158084449743966	6.634836992432195
5415	43-3061	2010	5.3711846684904826e-5	4.459653689793268	8.700350435307032
5415	43-3061	2011	4.840736341227281e-5	4.438534362021367	8.848400655768753
5415	43-3061	2012	4.62225874377279e-5	4.718426302284646	9.519613275383476
5415	43-3061	2013	3.275208491281274e-5	3.406140094007964	6.973444403586084
5415	43-3061	2014	4.361251155731556e-5	5.27345056882157	10.98317009702215
5415	43-3061	2015	4.66242413336169e-5	5.986958439083452	12.620612999125761
5415	43-3061	2016	5.976784909142384e-5	8.170252507880019	17.48352193949592
5415	43-3061	2017	6.826538686305033e-5	9.845870706874281	21.296650789554004
5415	43-3061	2018	6.497758525159926e-5	10.335238326258182	22.525450530604505
5415	43-3061	2019	5.799314714311259e-5	10.003417120062357	21.88496420339546
5415	43-3061	2020	5.359541890179414e-5	8.785175164467853	19.20443328330349
5415	43-3061	2021	3.966781107915004e-5	7.897942030625079	17.18993029700188
5415	43-3061	2022	3.756271062706382e-5	6.730379027860468	14.700331943841114
5415	43-4061	2007	0.00011752103819241085	9.032292137770439	17.234982826237893
5415	43-4071	1997	0.000555958516340338	15.156532738521264	23.032739988669768
5415	43-4071	1998	0.000555958516340338	17.073116642717856	26.59105048915234
5415	43-4071	1999	0.000555958516340338	19.694049237499126	31.554306866088602
5415	43-4071	2000	0.0011156269184106637	42.46030034870331	70.76165560671345
5415	43-4071	2001	0.0007950122498090389	31.00056237043988	52.92381692827491
5415	43-4071	2002	0.0005505873926926558	20.60344246208154	36.50470759819068
5415	43-4071	2003	0.0005731810076228175	22.53128845472672	40.87551393399608
5415	43-4071	2004	0.0003485573598163158	14.13565156222959	26.05891625699783
5415	43-4071	2005	0.00020635284572920155	9.335049245075377	17.427790021969876
5415	43-4071	2006	0.0001694248757550911	9.229531166119905	17.440933120734535
5415	43-4071	2007	0.00010750285133010696	6.5720307945164835	12.540431171766532
5415	43-4071	2008	0.00021080473355723078	11.850612047627443	22.86135708813195
5415	43-4071	2009	0.00018361561699142413	9.273391434436956	18.012555892889758
5415	43-4071	2010	0.00019013993726456308	10.490101636818787	20.465167632005556
5415	43-4071	2011	0.00010814410975082223	7.366439438306973	14.685299749918313
5415	43-4071	2012	0.00015022340917261569	11.335565962495014	22.869956487039513
5415	43-4071	2013	0.00020197119029567856	15.431134476198416	31.592405298693663
5415	43-4071	2014	0.0001857892992341643	14.729341138451558	30.677230596821598
5415	43-4071	2015	0.00015459616863251917	13.271974238853138	27.97755359540711
5415	43-4071	2016	0.00019817760488208955	18.107720923236972	38.74870889612559
5415	43-4071	2017	0.00023272290976039886	23.21853432120874	50.22176626175055
5415	43-4071	2018	0.00016999949629778875	19.649004999930725	42.82462349968683
5415	43-4071	2019	0.00019137738557227155	22.58587153971594	49.41221426804707
5415	43-4071	2020	0.0002229569426314636	26.588892616628158	58.12344145375802
5415	43-4071	2021	0.00016911014196900807	22.102595864600243	48.10646632021555
5415	43-4071	2023	0.0001261434325029578	18.909444541623166	41.494614530041076
5415	43-4111	2000	0.0001169475983317908	5.359775973200434	8.93226421928334
5415	43-4111	2001	0.00014487103028993948	7.658270611748289	13.074114817666237
5415	43-4111	2002	0.0001372738214843478	4.9284510614555765	8.732116744157523
5415	43-4111	2003	9.112108326311458e-5	3.603207481631425	6.536819140123632
5415	43-4111	2004	6.224238568148496e-5	2.420590338583026	4.462331336333811
5415	43-4111	2005	4.1006014215418265e-5	1.788093969896728	3.3382283723195374
5415	43-4111	2007	1.849511420733023e-5	1.0268494530382741	1.9593844417675133
5415	43-4111	2008	2.9188347723308876e-5	1.8942853931381776	3.6543205216168033
5415	43-4111	2009	2.4696837373115525e-5	1.5796831847629342	3.0683630535572313
5415	43-4111	2010	1.0742369336980965e-5	0.7328221006289042	1.4296646165152922
5415	43-4111	2011	1.3389270731054181e-5	0.6133984708933289	1.222835059821027
5415	43-4111	2012	2.214832314724462e-5	1.396041478382965	2.8165693685128836
5415	43-4111	2013	2.0015163002274453e-5	1.361066721453352	2.7865333925410605
5415	43-4111	2015	4.907814877222832e-6	0.6083627229281352	1.2824392497947228
5415	43-4111	2016	1.966047667481047e-5	2.1398940920469	4.579159000338829
5415	43-4111	2017	3.9562894659267804e-5	4.594643460455476	9.938228948254427
5415	43-4111	2018	4.306653906210649e-5	5.464972129694155	11.910800261451357
5415	43-4111	2019	3.697063130373427e-5	4.966125262660215	10.864634784140561
5415	43-4111	2020	2.5725801072861184e-5	3.5164635747432906	7.687005534899319
5415	43-4111	2021	2.57492808759395e-5	4.6578164806593145	10.13777264106145
5415	43-4111	2022	3.437943006544825e-5	5.214509920496059	11.389407110421331
5415	43-4111	2023	2.8444107329098324e-5	4.0269845862387195	8.836757354589597
5415	43-6012	1997	1.2377600344052576e-5	0.6106971579646356	0.92805057026462
5415	43-6012	1998	1.2377600344052576e-5	0.687921438971785	1.0714243977283042
5415	43-6012	1999	1.2377600344052576e-5	0.7935258086823972	1.2714072444608708
5415	43-6012	2000	3.7244458067449305e-5	2.4826849420105344	4.137485966980161
5415	43-6012	2001	2.649070268158893e-5	1.7951383859348267	3.0646403817733585
5415	43-6012	2006	7.529994478004049e-6	0.6729866475295766	1.2717347067202267
5415	43-6012	2007	1.1559446379581394e-5	1.2648609156630395	2.413546398468592
5415	43-6012	2008	8.648399325424853e-6	1.0323972179618675	1.9916272140007731
5415	43-6012	2009	1.2885306455538534e-5	1.3923689731309659	2.7045255373251487
5415	43-6012	2010	8.593895469584772e-6	0.8734833597175232	1.7040810469980887
5415	43-6012	2011	1.0299439023887832e-5	1.2088806144277442	2.40995318476642
5415	43-6012	2012	2.118535257562529e-5	2.5458367515511573	5.1363271956353005
5415	43-6012	2013	2.0015163002274453e-5	2.436860526807601	4.989023038976203
5415	43-6012	2014	1.9189505085218847e-5	2.3887683371350685	4.975157845273609
5415	43-6012	2015	1.3087506339260883e-5	1.8552971657212498	3.910998842765878
5415	43-6012	2016	1.2582705071878702e-5	1.879111838824244	4.021111101421132
5415	43-6012	2017	1.2411888520554605e-5	1.9625361514508315	4.244972163827268
5415	43-6012	2018	9.066639802548732e-6	1.5025709705829378	3.2748241499760518
5415	43-6012	2019	8.698972071466888e-6	1.7601202868566634	3.8507011163489406
5415	43-6012	2020	7.146055853572552e-6	1.5527889353021282	3.3944037486778904
5415	43-6012	2021	9.74297114224738e-6	2.4219340074626565	5.27135760313076
5415	43-6012	2022	2.2919620043632166e-5	4.729671232651964	10.33043411335518
5415	43-6012	2023	1.6077104142533832e-5	3.6403208743231756	7.9882680378688695
5415	43-6013	2010	2.3633212541358125e-5	1.4822468416748256	2.89171936908757
5415	43-6013	2011	2.0598878047775664e-5	1.397473533995255	2.7859209202994033
5415	43-6013	2012	1.7333470289147965e-5	1.3970109516318423	2.8185253194632405
5415	43-6013	2016	9.437028803909027e-6	1.2188333678987961	2.608181314799731
5415	43-6013	2017	2.0169318845901233e-5	2.49165129032238	5.389449953094425
5415	43-6013	2018	1.6622172971339347e-5	2.158525687523812	4.704464673042519
5415	43-6013	2019	1.4498286785778147e-5	1.9936669991787606	4.361642665386129
5415	43-6013	2020	5.71684468285804e-6	0.8875929045721864	1.940282168479976
5415	43-6013	2022	4.2019303413325645e-5	5.8440021263183315	12.764328841180058
5415	43-6013	2023	3.710100955969346e-5	5.266908693564404	11.55762907383726
5415	43-9021	1997	0.029110597771533988	789.2972085061584	1199.4614923438553
5415	43-9021	1998	0.029110597771533988	889.1059412518375	1384.7653869404674
5415	43-9021	1999	0.029110597771533988	1025.5945970963198	1643.233762986636
5415	43-9021	2000	0.02298800129114122	890.7299371442501	1484.434272324119
5415	43-9021	2001	0.021134853519688065	840.1659840056535	1434.3220679531248
5415	43-9021	2002	0.007099443941549205	260.39927574838316	461.369474420101
5415	43-9021	2003	0.007222080696047501	274.2875711532722	497.60338646969336
5415	43-9021	2004	0.005792691360756868	245.58513606716787	452.73346379290166
5415	43-9021	2005	0.006769960669500344	309.5640182721657	577.9312531908328
5415	43-9021	2006	0.005346296079382875	270.95656841536294	512.0233415217747
5415	43-9021	2007	0.004757868129835701	250.51240752703276	478.0156549003832
5415	43-9021	2008	0.004002046787840351	228.97075420594453	441.71407802426376
5415	43-9021	2009	0.003678754993056251	207.0357221995058	402.1444090125179
5415	43-9021	2010	0.0032936104387183635	197.67657101848076	385.6477566064925
5415	43-9021	2011	0.003188706321795673	210.05102195590217	418.74534448192566
5415	43-9021	2012	0.0030506907708900415	221.28711642243314	446.4555841735475
5415	43-9021	2013	0.003531766489764973	254.56439813395474	521.1737123327306
5415	43-9021	2014	0.0037053189819095302	272.3810558175112	567.2960101186136
5415	43-9021	2015	0.003666137713285455	301.20507813508993	634.9455676355697
5415	43-9021	2016	0.0035907894598873847	320.0630530828869	684.9028723652852
5415	43-9021	2017	0.0030905602416180966	305.4687519733219	660.7299172997142
5415	43-9021	2018	0.0026383921825416812	277.8719017788091	605.6163950724941
5415	43-9021	2019	0.0021834419899381887	251.33735866117394	549.8630149335879
5415	43-9021	2020	0.002186693091193201	263.51636041349815	576.0479748984634
5415	43-9021	2021	0.002413473137236708	341.29032320794533	742.8209581985881
5415	43-9021	2022	0.0016463927064675771	246.37287420996137	538.1217042684107
5415	43-9021	2023	0.0012985353345892712	191.01572587767998	419.1621756537304
5415	43-9022	1997	0.00039844084917045434	13.300508232554463	20.2122182640749
5415	43-9022	1998	0.00039844084917045434	14.982392898125754	23.334788506368383
5415	43-9022	1999	0.00039844084917045434	17.282373781303633	27.690259077414023
5415	43-9022	2000	0.00031980574660583135	15.9793075164809	26.63010496932389
5415	43-9022	2001	0.00026172319451802306	12.53878148410753	21.406068955746303
5415	43-9022	2002	0.00015915805389489602	7.699589722074422	13.641956772400679
5415	43-9022	2003	0.00015676745507632616	7.7056113696527335	13.979263793239612
5415	43-9022	2004	7.74571910702924e-5	4.495107396034246	8.28668043236573
5415	43-9022	2005	2.821919257835235e-5	1.559670792364297	2.911780576526018
5415	43-9022	2006	3.0119977912016197e-5	1.7696681468371722	3.3441204368192023
5415	43-9022	2007	3.082519034555038e-5	1.879480991937604	3.586334689378318
5415	43-9022	2008	2.594519797627456e-5	1.7795226858021451	3.4329284768628714
5415	43-9022	2009	2.0043810041948832e-5	1.3575820481136003	2.6369557128820476
5415	43-9022	2010	1.2890843204377159e-5	1.0035373763174924	1.957803779444478
5415	43-9022	2011	1.098606829214702e-5	0.8788430051846003	1.7520096475837001
5415	43-9022	2012	1.1555646859431976e-5	0.9998500773418738	2.01723741346733
5415	43-9022	2013	3.5178165276724795e-5	2.680453958411705	5.4877357182809305
5415	43-9022	2014	4.41940117114131e-5	3.8338257262661593	7.9848212331551744
5415	43-9022	2015	4.4715646659141356e-5	4.395331595344297	9.265435802183825
5415	43-9022	2016	3.4602438947666435e-5	3.6719127664164035	7.857525498708749
5415	43-9022	2017	3.1029721301386516e-5	3.463299090795585	7.4911273479304725
5415	43-9022	2018	3.223694152017327e-5	3.9917083728701233	8.699850612756892
5415	43-9022	2019	2.7063468666785876e-5	4.296056691040808	9.398693043662618
5415	43-9022	2020	2.5725801072861184e-5	4.338899846620291	9.484855004869155
5415	43-9022	2021	1.2062726176115802e-5	1.8830011031365848	4.098366078983963
5415	43-9022	2022	6.790998531446567e-6	1.1545678492419054	2.5217793181163737
5415	43-9022	2023	4.946801274625795e-6	0.7235699515630016	1.587791548267763
5415	43-9041	2000	0.00022843267614702236	10.11935347376486	16.864275560759573
5415	43-9041	2001	0.0001832273602143234	8.554588272868555	14.604298407236886
5415	43-9041	2002	0.0001173790647474858	4.673373220587757	8.28017566621414
5415	43-9041	2003	3.5272677392173384e-5	1.809749896272466	3.2831880542816645
5415	43-9041	2004	0.00013278375612050123	6.6952362370073795	12.342593452655368
5415	43-9041	2005	0.00010758567170496833	6.109487553010273	11.405924427433682
5415	43-9041	2009	4.2951021518461786e-5	2.79722556037073	5.43330690906577
5415	43-9041	2010	0.00010455906154661471	7.254124037020501	14.152090187565262
5415	43-9041	2011	8.926180487369455e-5	6.8119762547784894	13.57995460745134
5415	43-9041	2012	0.0001091366647835242	9.542202030947267	19.251773220705658
5415	43-9041	2013	3.881728582259287e-5	3.5547969220401257	7.277791875176991
5415	43-9041	2014	6.396501695072949e-5	5.92799482338288	12.346408604723173
5415	43-9041	2015	5.562190194185875e-5	4.917714865452184	10.366628863122916
5415	43-9041	2016	6.081640784741373e-5	6.118210593337203	13.092357798721558
5415	43-9041	2017	4.344160982194111e-5	5.021142329970117	10.860747408694012
5415	43-9041	2018	5.641464766030323e-5	8.014370432182234	17.467164181923547
5415	43-9041	2019	3.8662098095408393e-5	6.455110847014186	14.122161269525726
5415	43-9041	2020	5.3357217040008386e-5	8.824069685005286	19.289456883944748
5415	43-9041	2021	6.495314094831586e-5	10.185324148784254	22.16843469995871
5415	43-9041	2022	6.87588601308965e-5	11.544348345127299	25.21488790545162
5415	43-9041	2023	0.00012202109810743628	21.60758360235388	47.41537227768551
5415	53-2022	2000	3.72444580674493e-6	0.2740792911283312	0.456763241156569
5415	53-2022	2001	2.4835033763989622e-6	0.18239762037909923	0.31138719852066543
55	11-3031	1997	0.0022120608748217013	533.0526619115614	810.0575226465118
55	11-3031	1998	0.0022120608748217013	596.5330016686311	929.0886659865891
55	11-3031	1999	0.0022120608748217013	635.5331723478931	1018.2674219002183
55	11-3031	2000	0.002046077152541932	654.0639121504177	1090.0216182239265
55	11-3031	2001	0.0019097388326475273	625.6937462765416	1068.1774377319564
55	11-3031	2002	0.0036898198185872796	1080.2259309002882	1913.919570483002
55	11-3031	2003	0.0036009942277274503	1156.4330845273719	2097.962429237649
55	11-3031	2004	0.003319774107774498	1142.0223197731973	2105.305430285958
55	11-3031	2005	0.003399552067590451	1211.5755202520081	2261.914555389195
55	11-3031	2006	0.0035521606751776082	1377.457503519226	2602.9647403674703
55	11-3031	2007	0.003702396576634205	1578.0473885737636	3011.1536724244975
55	11-3031	2008	0.003857831458806582	1642.8951828709405	3169.3564250551844
55	11-3031	2009	0.0040556096204643404	1620.8732408480878	3148.3702648035814
55	11-3031	2010	0.0041862339566879556	1827.8738761522882	3566.0040846815436
55	11-3031	2011	0.004176902838529042	1889.5476590040728	3766.890910679732
55	11-3031	2012	0.004275819826611384	2097.871065189871	4232.538554762318
55	11-3031	2013	0.0043028656559460175	2240.790521887383	4587.605821602409
55	11-3031	2014	0.004629633970809559	2544.9453165698133	5300.432218852168
55	11-3031	2015	0.004698223011181671	2741.584638548696	5779.308321500256
55	11-3031	2016	0.0046039270309130124	2726.801891237623	5835.082899106409
55	11-3031	2017	0.004476115352220009	2773.5730970329837	5999.247750183508
55	11-3031	2018	0.004580707707222491	2944.082610755514	6416.570679178129
55	11-3031	2019	0.0047028864608552766	3101.6072682198774	6785.537704096064
55	11-3031	2020	0.004726283721285461	3090.6818353293675	6756.244695787593
55	11-3031	2021	0.004902552393378456	3412.3943806690327	7427.102063059717
55	11-3031	2022	0.004858330112098956	3764.0522452502173	8221.352353275784
55	11-3031	2023	0.005127315682892072	4066.3906716645706	8923.229504592962
55	11-3051	1997	0.0003627596502024949	73.97934978899482	112.42328028560797
55	11-3051	1998	0.0003627596502024949	82.78942540661109	128.94293625611044
55	11-3051	1999	0.0003627596502024949	88.20203747042687	141.31954901670173
55	11-3051	2000	0.00035442301959129335	102.65445298647631	171.07742971833284
55	11-3051	2001	0.00032513162910906805	97.36158625251473	166.21462233820188
55	11-3051	2002	0.0004131722599975374	120.55495208252246	213.596503758322
55	11-3051	2003	0.000356059516717679	112.23636067295837	203.61547160549028
55	11-3051	2004	0.0003140780133193472	100.12283350956258	184.5753287248897
55	11-3051	2005	0.0003137954684778189	98.1439757999926	183.2269500951897
55	11-3051	2006	0.00033770750612799647	110.48604507190338	208.7841395397368
55	11-3051	2007	0.00034961564336998604	126.48564783564878	241.3537931414931
55	11-3051	2008	0.00034240124106598704	123.0827470981846	237.44247313902915
55	11-3051	2009	0.0003514528013346309	117.48402242361709	228.19995633619052
55	11-3051	2010	0.00035598940987478805	130.4847328662473	254.56301797425056
55	11-3051	2011	0.0003840266694265747	144.28470411226218	287.6374871417961
55	11-3051	2012	0.00041828956736608447	170.14718686765963	343.27873640630037
55	11-3051	2013	0.00038510598934751066	166.89688144552053	341.69062098756825
55	11-3051	2014	0.0003464782525118501	156.75572122232919	326.4797360660498
55	11-3051	2015	0.00032483575206339327	157.78279147624718	332.6088813551755
55	11-3051	2016	0.00030913012221423435	152.1790540847593	325.64793172016573
55	11-3051	2017	0.0003008142037782264	161.42670774494218	349.1665008917045
55	11-3051	2018	0.0003187870371583411	181.49247911093482	395.5593215014176
55	11-3051	2019	0.00030566462193342276	182.36071038318704	398.9594326560419
55	11-3051	2020	0.0002970103783912221	174.35370389353736	381.13799798357365
55	11-3051	2021	0.00029927423958248393	195.0627022667538	424.55544020306615
55	11-3051	2022	0.0002864321608040201	194.30120009270956	424.3880064742081
55	11-3051	2023	0.0002880072001800045	195.19557951165393	428.3343866592924
55	13-1081	2004	0.0006037616178371917	111.46307062676846	205.48092957893024
55	13-1081	2005	0.0005972432127314773	126.97807027607585	237.0578974003598
55	13-1081	2006	0.0006196250200309812	137.33914085025035	259.528108992274
55	13-1081	2007	0.000735626606081327	174.4868334097035	332.9473328974055
55	13-1081	2008	0.0008809352318688016	207.18512242026011	399.68678815590613
55	13-1081	2009	0.0009164465452523287	201.14451295491045	390.7013747628345
55	13-1081	2010	0.001128419261489894	260.9148764304469	509.0195375316126
55	13-1081	2011	0.0011242993555978015	264.59753577492046	527.486061412254
55	13-1081	2012	0.0011768647652552666	302.3763757565086	610.05639940169
55	13-1081	2013	0.0010321424746102688	279.1090967354944	571.4244613849255
55	13-1081	2014	0.0011102307198214629	312.5439718114376	650.9444926817637
55	13-1081	2015	0.001238951009278407	362.4592658184741	764.0704655605596
55	13-1081	2016	0.0013910855499640546	403.38780372817547	863.2094919715789
55	13-1081	2017	0.0015588860515796089	480.8999029517108	1040.1880750620105
55	13-1081	2018	0.0015860746835056091	499.64520044083315	1088.9669778383015
55	13-1081	2019	0.001594808301031566	520.6097271238451	1138.9633267610664
55	13-1081	2020	0.0014799602854694035	477.2082567769947	1043.1794424067673
55	13-1081	2021	0.0016880045665824022	596.4897080602614	1298.2643408466972
55	13-1081	2022	0.0017758020873598762	651.9549329190206	1423.9842788439405
55	13-1081	2023	0.0017782944573614342	668.5969941152379	1467.1596770432948
55	13-1161	1997	9.632686347149264e-5	16.392336243949607	24.910738163362772
55	13-1161	1998	9.632686347149264e-5	18.34447183679408	28.571161728522714
55	13-1161	1999	9.632686347149264e-5	19.543797826562717	31.313570231860897
55	13-1161	2000	0.00016942020845729384	41.43386960561752	69.05107093939142
55	13-1161	2001	0.00018395160906974173	46.876105339347625	80.02636815568717
55	13-1161	2002	0.0006464367312875378	118.85521884348945	210.58495532412132
55	13-1161	2003	0.000712119033435358	133.05951732166	241.39214964385727
55	13-1161	2004	0.0008678310931134584	177.34694093763136	326.93711089179817
55	13-1161	2005	0.0010664190292369977	224.63875187514293	419.38257589189305
55	13-1161	2006	0.0011425078195015698	259.37877286330513	490.1449216676633
55	13-1161	2007	0.0010907566917757606	261.9702159813459	499.878890602274
55	13-1161	2008	0.0009922987423125933	234.62060053949338	452.613359344522
55	13-1161	2009	0.0009904073404699012	213.094546369573	413.91301705415106
55	13-1161	2010	0.0012717105962822617	289.6546275890827	565.0879957340799
55	13-1161	2011	0.0015677003611484846	368.19736742179964	734.0165833173055
55	13-1161	2012	0.0018841353603886585	476.802838015366	961.9687446032243
55	13-1161	2013	0.0019552283858654904	523.5454178735578	1071.8628017432811
55	13-1161	2014	0.001992601587517406	549.504300402502	1144.468715806037
55	13-1161	2015	0.0020917592372307527	602.427747182839	1269.928217222389
55	13-1161	2016	0.0021553738317757008	619.872587117225	1326.4652427943356
55	13-1161	2017	0.0022959922635043296	704.4038605836636	1523.6278720570767
55	13-1161	2018	0.0023555305184001256	746.9168519166278	1627.8907236785628
55	13-1161	2019	0.002420228224009099	798.0840448006848	1746.0074434699936
55	13-1161	2020	0.0023841447374003955	781.8892095230165	1709.21340532306
55	13-1161	2021	0.002602951969338661	970.9549604243506	2113.2907821433873
55	13-1161	2022	0.0025860069578662543	1016.3222630317375	2219.8266348205552
55	13-1161	2023	0.0026363159078976973	1075.200276800112	2359.4041025482397
55	13-2011	1997	0.004159508965003444	597.6266797761235	908.187918902515
55	13-2011	1998	0.004159508965003444	668.7970300826604	1041.638499055679
55	13-2011	1999	0.004159508965003444	712.5216827842663	1141.6203725390722
55	13-2011	2000	0.0036793999294738667	764.473311999086	1274.0229527334216
55	13-2011	2001	0.003616554680446421	773.4268499937594	1320.3857571149363
55	13-2011	2002	0.010098778268780868	1588.9656835975338	2815.293015720005
55	13-2011	2003	0.010229863807234856	1741.3561044202327	3159.1103124573474
55	13-2011	2004	0.010112092308442905	1813.422785788928	3343.0247134608776
55	13-2011	2005	0.011354904495711866	2120.4121097268066	3958.63974984982
55	13-2011	2006	0.012047077257269018	2423.7229574453645	4580.079880890056
55	13-2011	2007	0.01195586240363512	2582.2414448923755	4927.308182361953
55	13-2011	2008	0.011932517036954957	2566.9739686656876	4952.023431174129
55	13-2011	2009	0.012350340608925345	2504.8989613978288	4865.494233389856
55	13-2011	2010	0.012756846918956437	2856.3488367801706	5572.458664749167
55	13-2011	2011	0.012752953737042503	2948.868647063622	5878.690834010053
55	13-2011	2012	0.013002575700464883	3218.2625417790987	6492.973049415973
55	13-2011	2013	0.012704115911547338	3326.701770829181	6810.809070067106
55	13-2011	2014	0.012786876022673461	3501.798713184586	7293.298839252083
55	13-2011	2015	0.012956828871035633	3702.0784213813754	7804.045998325245
55	13-2011	2016	0.01302120776419842	3736.802785819895	7996.383640094348
55	13-2011	2017	0.01296977151490033	3952.9593202363462	8550.264038061085
55	13-2011	2018	0.012773316214906133	4070.4037117324624	8871.365570281298
55	13-2011	2019	0.012306032590288143	4054.846289139755	8870.985266636693
55	13-2011	2020	0.012378968270805576	4048.537365313516	8850.121286322044
55	13-2011	2021	0.012814156405447282	4543.734016907822	9889.47129972542
55	13-2011	2022	0.012248163896405102	4580.275128218353	10004.126736430379
55	13-2011	2023	0.011972549313732843	4664.162318429245	10234.971052838297
55	13-2022 | 13-2023	1997	8.700150822679727e-5	13.366120721556854	20.31192678087575
55	13-2022 | 13-2023	1998	8.700150822679727e-5	14.95786942720202	23.296593672516508
55	13-2022 | 13-2023	1999	8.700150822679727e-5	15.935785919713272	25.532721737359722
55	13-2022 | 13-2023	2000	7.336285357223438e-5	15.338335528721593	25.56190152566267
55	13-2022 | 13-2023	2001	8.436489202373113e-5	17.202257972093168	29.367504395214567
55	13-2022 | 13-2023	2002	3.796533183752207e-5	6.489947680365025	11.498740700021155
55	13-2022 | 13-2023	2003	3.594831659168875e-5	6.545187152996562	11.874060784872592
55	13-2022 | 13-2023	2004	4.11655648525358e-5	8.51303007225514	15.693676147122742
55	13-2022 | 13-2023	2005	2.8223383528469197e-5	6.301885833696788	11.765116623250055
55	13-2022 | 13-2023	2006	3.650089916849171e-5	9.079239328916014	17.156928458516425
55	13-2022 | 13-2023	2007	3.474098664402069e-5	8.338914023674976	15.911912258297386
55	13-2022 | 13-2023	2008	3.822926477921214e-5	8.695434346859873	16.774612892653902
55	13-2022 | 13-2023	2009	3.586820519949951e-5	7.108374173807099	13.80724495655332
55	13-2022 | 13-2023	2010	3.358390659196113e-5	7.58563843038442	14.798842513472438
55	13-2022 | 13-2023	2011	3.595143288248784e-5	8.184861460915654	16.316857685688863
55	13-2022 | 13-2023	2012	3.2981530343007914e-5	7.7802573315878565	15.696979508574994
55	13-2022 | 13-2023	2013	3.432360587736979e-5	8.192413782090822	16.77245810913178
55	13-2022 | 13-2023	2014	3.375701512970664e-5	8.378884204403532	17.450947769247946
55	13-2022 | 13-2023	2015	4.9411635525135886e-5	13.086496421967803	27.58656311657711
55	13-2022 | 13-2023	2016	5.0548166786484544e-5	14.062630442231173	30.092620470008914
