industry	account	line	level	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
    Finance, insurance, real estate, rental, and leasing	FIRE	54	1	22622.44084047605	25183.00984922342	26781.255834606054	28535.626949306614	32412.478307689027	33309.85662729578	34522.58470013339	36629.61702133187	42378.358398649165	46335.38276038256	45719.955240668845	37689.26631263197	41554.003781180465	43225.97821711441	43807.79520101569	49521.46559735231	51533.040077222875	53790.0793375769	58363.28516326955	64363.66309335295	70152.9613081186	73773.64121228893	77175.48654835005	87206.00571861773	93735.85675057536	97820.70551060744	102610.39949787065
        Finance and insurance	52	55	2	20690.80437147026	23027.085734016087	24361.86407266368	25704.66373090534	29654.11758321225	30220.779314338895	30972.75213502882	32783.23990959565	38180.58873353276	41806.7852603642	41214.7093598753	33296.463797420816	37346.81635099599	38929.60735311277	39378.33468858302	44593.20981074413	46205.66897571627	48226.71734508516	52067.32715434091	57584.656209349465	62843.52484904039	65650.18961866229	68740.64947232911	78629.7390420412	83596.45622515361	86258.91077046977	91355.1494891966
            Federal Reserve banks, credit intermediation, and related activities	521CI	56	3	6434.764060921207	7416.112574241434	8075.910105133815	7937.274236023743	8929.621043600257	10017.051443416673	10769.559966525316	11165.153280326522	11895.65234962565	11183.541687558856	12932.288201629422	13072.24266354668	11760.27772081792	12089.643992069527	12790.022282614973	13330.561362700444	13890.6039112854	14578.210343123588	15878.523144516668	17490.58450176711	19252.04040143411	21253.863659308237	23025.259248298968	25562.256805046098	28254.499674054572	29130.871912239607	30572.261205890874
            Securities, commodity contracts, and investments	523	57	3	5268.834543269497	5710.907847403665	5767.540672614094	6650.0681549689425	8951.23483711357	8261.738484090603	7536.927020994243	8464.032719631443	11594.366799221443	12547.311376823047	12383.425781774951	4070.315257966152	10601.84092237025	10878.89368640776	9384.179148516192	13003.930905406422	13793.082427363515	13423.299948317015	14147.091107997605	16448.79987283663	18189.448989443157	18143.669079898074	18687.52548524206	24131.141684592483	25367.950415575124	24621.460294968434	25006.047852594882
            Insurance carriers and related activities	524	58	3	8922.069122516437	9825.574285796163	10436.749250611821	11025.91247244501	11680.83013557152	11821.9031835361	12540.395255725436	13003.777768581314	14521.73537542232	17891.795611980808	15834.92564632205	16093.898630141332	14927.876585948517	15893.638890433018	17148.982246131807	18203.51421647896	18465.74218050395	20122.422740322923	21904.120814860467	23425.535017250175	25166.933656598776	26247.183573153812	27019.519915157052	28931.34859759997	29555.40722604068	31893.76957437041	34997.161552356025
            Funds, trusts, and other financial vehicles	525	59	3	65.13664476311716	74.4910265748255	81.66404430395144	91.40886746764673	92.4315669269052	120.0862032955162	125.86989178382349	150.27614105636601	168.83420926333773	184.1365840014894	64.06973014887735	60.00724576665683	56.82112185930769	67.43078420246377	55.151011320038776	55.20332615830126	56.2404565634046	102.7843133216361	137.59208696616085	219.73681749555533	235.10180156434942	5.473306302174369	8.344823631030614	4.99195480265414	418.5989094832336	612.8089888913245	779.6788783548179
        Real estate and rental and leasing	53	60	2	1931.636469005788	2155.9241152073323	2419.3917619423755	2830.9632184012717	2758.360724476776	3089.077312956887	3549.832565104569	3846.3771117362166	4197.769665116405	4528.597500018362	4505.245880793548	4392.8025152111495	4207.187430184475	4296.37086400164	4429.460512432671	4928.255786608184	5327.371101506604	5563.361992491733	6295.958008928648	6779.00688400349	7309.436459078207	8123.451593626635	8434.837076020936	8576.266676576535	10139.400525421746	11561.794740137677	11255.25000867405
            Real estate	531	61	3	1477.978345748267	1648.290599261236	1859.770179089566	2224.3153407836057	2126.811785552102	2468.056520254693	2953.9251092214563	3248.3498352273027	3562.6263137119927	3849.403419197079	3820.554416266203	3715.026156790873	3556.0442239962726	3584.160994431333	3709.690650524226	4139.744299580066	4507.218757232207	4724.863349543346	5389.188959799896	5861.960610557376	6339.029172125181	7080.613329767266	7251.331902129708	7457.319118976198	8969.037820142297	10225.944813098062	9933.108561766265
            Rental and leasing services and lessors of intangible assets	532RL	62	3	453.6581232575212	507.6335159460964	559.6215828528098	606.6478776176657	631.5489389246742	621.0207927021938	595.9074558831124	598.0272765089137	635.1433514044128	679.1940808212825	684.6914645273453	677.7763584202767	651.1432061882018	712.2098695703069	719.7698619084449	788.511487028119	820.1523442743962	838.4986429483873	906.769049128752	917.046273446114	970.4072869530263	1042.8382638593691	1183.5051738912289	1118.9475576003363	1170.362705279449	1335.8499270396155	1322.1414469077843
    Professional and business services	PROF	63	1	53719.344632028005	60085.6860674315	65584.87396393789	73420.73434914161	78829.34580539246	81744.15354241873	88038.9368249966	93576.42467149037	103402.39002616917	113814.7619464637	121720.32223791539	127274.83559813564	122116.78987484024	123484.9224010798	132934.6762849077	144668.60294845933	150703.95878580835	159721.71730894514	171544.95242166633	178673.43004325565	188399.47282527274	200525.9893148306	214465.0609041703	217945.0816836704	248154.858973159	273401.1006594974	280914.8804473162
        Professional, scientific, and technical services	54	64	2	40447.63169304145	44968.39779811812	48942.672644334656	55234.490328616565	60631.497957057436	58512.997009715174	63855.753163624555	69077.10993973364	76458.75415642091	84513.5065853346	89595.16582361601	95014.82517825402	90790.4216380401	91196.91835940276	98192.67942369185	107137.54133751718	111744.66944359484	117416.14869787151	126171.92178927902	131756.62394743128	137871.77290014722	148644.1119241998	159049.83248302928	161716.0900088404	182658.9291222504	200494.03111035185	205163.85069427654
            Legal services	5411	65	3	11540.437117859195	12485.243313399416	12794.564547583956	13994.504857491096	15669.179920450217	14791.772145196961	16289.997603563419	17219.498657440618	18518.704630669166	19802.113304530536	20000.907184952383	21007.875239188215	19496.532754135256	18262.346165721756	19262.36227975947	19924.23245927086	21084.941724535503	21100.31822843631	20921.23153718379	21711.905232133944	22517.141812723763	24230.264221430025	24605.765431613494	23927.946629178696	25935.89143505524	26159.96120078881	26579.287272058078
            Computer systems design and related services	5415	66	3	6425.967443209346	7418.7102710352565	8803.42281093206	10638.304844806475	11105.566501211268	9595.844775361129	11099.186975174343	11863.822634042295	13771.884150832893	15072.698550504037	16501.779437987705	17806.792563491355	17338.845183081143	18201.34064746002	20220.663947589932	22903.050525135895	23985.659948711156	26111.025230803534	28951.02720232042	31201.354796950098	33601.07855002054	36039.56321334284	40366.722544709344	43062.73980888138	53689.4801145034	61113.533214190036	61122.555521979535
            Miscellaneous professional, scientific, and technical services	5412OP	67	3	22481.227131972908	25064.444213683448	27344.685285818636	30601.680626318997	33856.75153539595	34125.380089157086	36466.568584886794	39993.788648250724	44168.16537491884	49638.694730300034	53092.47920067592	56200.157375574454	53955.04370082371	54733.23154622098	58709.65319634245	64310.25835311041	66674.06777034818	70204.80523863167	76299.66304977481	78843.36391834724	81753.55253740292	88374.28448942695	94077.34450670646	94725.40357078033	103033.55757269177	113220.53669537301	117462.00790023892
        Management of companies and enterprises	55	68	2	4201.8931464370135	4819.326021795282	5281.909965287376	6213.895531832263	6602.770633836128	11433.181064727598	12587.139503695416	13204.962798894052	14364.977428695784	15959.662523974608	17831.97107473044	18111.3310387379	17485.062284984597	19457.60466667728	20611.124076667023	22717.28441702868	23654.566920510057	25583.93137124228	27624.155245396556	28521.982191115578	30431.399588027292	32041.583419862483	34049.842511474526	35313.09457986462	40175.87091133279	42772.0942975596	44932.30844227937
        Administrative and waste management services	56	69	2	9069.819792549551	10297.962247518095	11360.291354315861	11972.348488692782	11595.077214498882	11797.975467975959	11596.04415767663	11294.351932862688	12578.658441052481	13341.592837154492	14293.185339568934	14148.67938114373	13841.305951815528	12830.39937499976	14130.87278454883	14813.777193913465	15304.722421703449	16721.637239831354	17748.87538699075	18394.823904708777	20096.30033709822	19840.293970768318	21365.385909666493	20915.8970949654	25320.058939575807	30134.975251585958	30818.7213107603
            Administrative and support services	561	70	3	8862.779008122121	10074.72635606065	11119.609318509933	11709.70189367549	11301.90744175733	11450.885026282105	11226.721754846436	10930.278775588826	12210.403277831352	12916.841854087228	13848.922993965522	13699.874130949616	13410.377097044919	12266.42246964475	13601.394709273118	14221.06127787587	14700.72720926797	16083.60843147885	17189.000893293407	17802.259680431518	19394.066219035565	19083.25787656023	20610.514675062022	20140.76172669596	24498.670424304462	29229.56604931029	29856.990945479636
            Waste management and remediation services	562	71	3	207.0407844274299	223.2358914574461	240.68203580592856	262.6465950172913	293.1697727415526	347.09044169385436	369.3224028301938	364.0731572738621	368.2551632211286	424.75098306726375	444.2623456034127	448.80525019411374	430.92885477060963	563.9769053550099	529.4780752757117	592.7159160375961	603.9952124354792	638.0288083525063	559.8744936973403	592.564224277259	702.2341180626545	757.0360942080888	754.8712346044689	775.1353682694396	821.3885152713464	905.4092022756655	961.730365280661
    Educational services, health care, and social assistance	6	72	1	14274.148160674342	15172.808295901461	16477.0077065704	18242.240156944525	20799.98967321406	22443.493025716347	24816.913122268776	23831.503160164073	25156.139260900094	27080.485331307835	28991.95850441788	30697.381915954385	32382.01957635591	32833.28573941684	35081.39892605831	36636.786266209325	37888.108393082504	39087.549938378346	40823.51906587778	43010.446842986086	44422.345025121875	46873.901658251234	48729.20839264218	47547.982885261474	53412.46788007339	58085.65830467893	62579.67676660554
        Educational services	61	73	2	1438.4232669218418	1601.2043587372561	1778.5363155479447	1982.1440406501467	2229.165743502158	2648.0614661000277	2931.875714695471	3291.6769897620434	3603.4405174548547	3999.6851561281533	4307.1149146734215	4627.758095045765	5528.534373084017	5385.062851568839	6639.1657272114835	6896.940766354861	7298.544043608065	7755.395634895866	8091.401133644205	8786.766270873928	8969.006187872841	9455.248426269058	9803.427558461484	9612.457260121122	10046.639516360805	10551.674299905226	11196.993442889034
        Health care and social assistance	62	74	2	12835.7248937525	13571.603937164205	14698.471391022455	16260.096116294377	18570.8239297119	19795.431559616318	21885.037407573305	20539.82617040203	21552.69874344524	23080.80017517968	24684.843589744458	26069.623820908622	26853.48520327189	27448.222887848002	28442.233198846825	29739.845499854462	30589.56434947444	31332.154303482483	32732.117932233574	34223.68057211216	35453.33883724904	37418.65323198218	38925.780834180696	37935.52562514035	43365.828363712586	47533.98400477371	51382.683323716505
            Ambulatory health care services	621	75	3	8331.361804235767	8681.870893416628	9330.467012649086	10326.639759237283	12035.3795849	12609.316910813046	13870.222897893424	12356.467125102678	12859.844710190204	13644.757785062466	14588.79190800942	15168.632768535743	15450.077791643369	16018.42377081614	16375.390392037847	17002.894374325893	17416.35194375922	17957.333763752235	18600.40416396871	19556.882995408487	20284.610685545635	21625.71040481067	22390.587361496247	21302.690140118848	25696.809487898463	28092.70835972836	30636.560152747807
            Hospitals	622HO	76	3	3313.787560349769	3578.0578520586955	3890.2016885292796	4243.944801287123	4770.745950006821	5325.960055717441	5996.790712492264	6145.65129749326	6582.884986069716	7141.563555006093	7710.634424882281	8333.245904415418	8800.304969656472	8863.028933180649	9422.642723844005	9902.302169926697	10241.795245027886	10293.961449102133	10891.808951755942	11193.900353957748	11825.867393397553	12315.255388230467	12776.103860164367	12643.63492471803	13604.184315844515	14692.591467979202	15568.91955821494
            Nursing and residential care facilities	623	77	3	500.5124790068114	540.6530194726683	594.6650310772307	677.1306740689391	736.3141948138074	753.0067968944995	806.8615270251644	818.3685604652247	847.5619049398271	943.0769954096531	941.7890290913963	996.6385239937206	1012.5205589888293	1048.6509702187661	1100.321937063403	1147.1252143698482	1170.4849088777983	1224.0633960990986	1259.729743607342	1358.5213496070764	1346.359399924926	1399.017612823643	1421.5969604635795	1559.8241702682108	1596.0857754974215	1674.1523663296027	1871.7608109132398
            Social assistance	624	78	3	690.0630501601539	771.022172216215	883.1376587668578	1012.3808817010312	1028.3841999912722	1107.1477961913313	1211.1622701624565	1219.3391873408702	1262.4071422454906	1351.4018397014665	1443.6282277613593	1571.1066239637385	1590.5818829832212	1518.1192136324514	1543.8781459015709	1687.5237412320228	1760.9322518095364	1856.7956945290136	1980.175072901579	2114.3758731388507	1996.501358380917	2078.6698261174056	2337.492652056499	2429.3763900352574	2468.74878447218	3074.531810736549	3305.4428018405165
    Arts, entertainment, recreation, accommodation, and food services	7	79	1	1956.9894447628908	2201.550431960746	2481.6142789078685	2915.3452359576195	3305.8364409626665	3188.6886189880242	3481.894593592485	3604.2003569908006	3726.4638843113066	3951.7101654648686	4061.364908833437	4277.1620831951805	3995.588677098777	4078.714066033302	4145.164586590845	4411.79312189615	4876.906763588564	5254.734671940952	5517.883768474846	5711.825650109879	5859.207818011067	6435.753895453715	6445.153490075822	5044.729447437701	7012.523490029343	9086.734829867972	9092.20958335533
        Arts, entertainment, and recreation	71	80	2	1109.4706919520745	1244.6335579186907	1394.5448097419549	1721.6505579640752	1843.8054396805703	1925.6693240885743	2146.3552739627166	2151.1839060564193	2270.208825272599	2477.5132470365434	2496.0786900420317	2675.5805881175866	2529.052390695573	2621.937366393583	2619.8126308038754	2799.037924196053	3180.186415804213	3425.024550526068	3742.5142070207876	3902.5029668909374	4008.415300776242	4215.311794722563	4195.01364641915	3481.579729931852	4628.300025474221	6139.155241221239	6098.978706535618
            Performing arts, spectator sports, museums, and related activities	711AS	81	3	820.9862369054625	914.6766251927834	1029.2035119098146	1330.1833325250252	1398.4572255646567	1443.0256962188857	1624.5656578235582	1608.3906385481996	1691.146230556652	1874.823681122564	1882.7493680982989	2047.7200856775441	1930.1868426384422	2016.5693381092565	1978.7934293576445	2157.5113970669245	2488.545217152563	2628.5080080584976	2924.917366254911	3057.6017661116666	3178.353651003671	3388.634529657128	3319.8986871634283	2768.9338891831476	3611.439347270327	4963.896573238339	4772.890575494162
            Amusements, gambling, and recreation industries	713	82	3	288.48445504661197	329.9569327259074	365.3412978321403	391.4672254390499	445.34821411591366	482.6436278696886	521.7896161391583	542.7932675082197	579.0625947159471	602.6895659139793	613.329321943733	627.8605024400423	598.8655480571313	605.3680282843264	641.0192014462311	641.5265271291288	691.6411986516501	796.5165424675708	817.5968407658768	844.9012007792705	830.061649772571	826.6772650654349	875.1149592557217	712.6458407487046	1016.8606782038944	1175.2586679828992	1326.0881310414563
        Accommodation and food services	72	83	2	847.5187528108162	956.9168740420555	1087.0694691659135	1193.6946779935442	1462.0310012820962	1263.01929489945	1335.5393196297682	1453.0164509343813	1456.2550590387077	1474.196918428325	1565.2862187914054	1601.5814950775944	1466.5362864032043	1456.776699639719	1525.35195578697	1612.7551977000971	1696.7203477843514	1829.7101214148831	1775.3695614540584	1809.3226832189407	1850.7925172348243	2220.442100731152	2250.1398436566724	1563.1497175058494	2384.2234645551216	2947.579588646734	2993.230876819712
            Accommodation	721	84	3	474.8866753488495	536.6248459216746	615.557331564693	733.0140454036555	779.5470298117551	737.9679585078064	775.1727703970199	859.7147466375059	909.707990306284	906.0211400695173	983.3638150435488	1011.3465812788193	936.3783697262269	931.441570440982	997.8079077116302	1031.7835698105343	1059.446090653402	1137.2790698692338	1180.9477816137749	1208.825416091903	1265.43812527403	1352.2007369087144	1464.739146592543	1010.4698529801628	1481.717399465951	1703.789202877076	1594.3297050525157
            Food services and drinking places	722	85	3	372.6320774619667	420.29202812038096	471.51213760122045	460.6806325898889	682.4839714703411	525.0513363916434	560.3665492327483	593.3017042968754	546.5470687324237	568.1757783588077	581.9224037478566	590.2349137987751	530.1579166769774	525.3351291987369	527.5440480753398	580.9716278895629	637.2742571309493	692.4310515456493	594.4217798402834	600.4972671270376	585.3543919607944	868.241363822438	785.4006970641295	552.6798645256864	902.5060650891705	1243.7903857696583	1398.9011717671965
    Other services, except government	81	86	1	3646.179412068069	4007.3311166987173	4246.185822561125	5025.383202555179	5254.75379755915	5208.878035548424	5588.212239075102	5379.159047563044	5826.579395606525	6202.309123794134	6661.903492422026	6932.203087684896	6892.901166055395	6647.230945805949	6862.8975812795325	7196.316099707487	7572.1792209218065	8022.531030898262	8654.404675343148	9002.520984795343	9523.165895129809	9958.751187547614	10433.66506121935	10205.237203520981	11701.945529815326	13898.784557076136	14222.693563165689
Government	G	87	0	53012.422837656806	56812.98175685205	61810.948405420655	67472.47233423416	73211.38920138506	77716.30567915807	84735.74517629755	84470.39503612673	89612.25487373877	102726.60296373411	103669.66466482745	106917.80770210209	95627.6171750232	101053.05116198436	104572.34599749264	103717.42268999835	108133.80612636558	112187.27356887318	115795.1186085617	118736.20719371078	121902.14252565792	127949.76979033393	126693.9755398593	135810.68414337625	143899.48667061672	147091.80011311363	153823.63323260294
    Federal	GF	88	1	11275.589601142075	11738.4078874326	12446.649065130998	13773.191717993515	14314.630292303642	15295.545103289953	17474.437697351175	15471.116838534128	16357.828494967787	23390.177499698326	22490.413307904364	24862.11808078763	27262.892673107184	30252.695789818063	31342.2132724713	31461.275616128154	31010.601035209245	31607.06426051884	31963.86512333801	32661.33690085879	33241.647532476556	34922.44772749824	32567.999086634325	36463.43579431787	40111.140435957655	40400.51945078564	43099.9082746396
    State and local	GSL	89	1	41736.83323651473	45074.57386941945	49364.29934028965	53699.28061624064	58896.75890908141	62420.76057586812	67261.30747894637	68999.2781975926	73254.42637877098	79336.42546403578	81179.25135692308	82055.68962131445	68364.72450191602	70800.3553721663	73230.13272502134	72256.14707387019	77123.20509115634	80580.20930835434	83831.25348522369	86074.87029285199	88660.49499318138	93027.3220628357	94125.97645322497	99347.24834905838	103788.34623465905	106691.28066232798	110723.72495796334
