occ_code	naics	own	tot_emp	h_mean	occ_title	year
00-0000	1130		48390	21.73	All Occupations	2019
00-0000	1133		48390	21.73	All Occupations	2019
00-0000	1150		382330	15.4	All Occupations	2019
00-0000	1151		351310	15.09	All Occupations	2019
00-0000	1152		31020	18.94	All Occupations	2019
00-0000	2110		141320	46.44	All Occupations	2019
00-0000	2111		141320	46.44	All Occupations	2019
00-0000	2120		193790	27.24	All Occupations	2019
00-0000	2121		50770	29.54	All Occupations	2019
00-0000	2122		41920	30.86	All Occupations	2019
00-0000	2123		101100	24.59	All Occupations	2019
00-0000	2130		349280	28.14	All Occupations	2019
00-0000	2131		349280	28.14	All Occupations	2019
00-0000	2210		547100	39.21	All Occupations	2019
00-0000	2211		384460	40.52	All Occupations	2019
00-0000	2212		109430	40.87	All Occupations	2019
00-0000	2213		53210	26.31	All Occupations	2019
00-0000	2360		1643880	29.73	All Occupations	2019
00-0000	2361		809690	26.87	All Occupations	2019
00-0000	2362		834180	32.49	All Occupations	2019
00-0000	2370		1083860	28.29	All Occupations	2019
00-0000	2371		570960	27.82	All Occupations	2019
00-0000	2372		38050	33.73	All Occupations	2019
00-0000	2373		351920	28.23	All Occupations	2019
00-0000	2379		122930	29.0	All Occupations	2019
00-0000	2380		4711630	26.48	All Occupations	2019
00-0000	2381		936030	25.04	All Occupations	2019
00-0000	2382		2226740	28.22	All Occupations	2019
00-0000	2383		839680	24.71	All Occupations	2019
00-0000	2389		709180	25.0	All Occupations	2019
00-0000	3110		1619740	19.21	All Occupations	2019
00-0000	3111		63560	21.56	All Occupations	2019
00-0000	3112		60590	24.62	All Occupations	2019
00-0000	3113		77590	20.86	All Occupations	2019
00-0000	3114		168470	20.52	All Occupations	2019
00-0000	3115		151010	22.31	All Occupations	2019
00-0000	3116		527460	16.78	All Occupations	2019
00-0000	3117		31670	18.13	All Occupations	2019
00-0000	3118		314460	17.54	All Occupations	2019
00-0000	3119		224950	21.66	All Occupations	2019
00-0000	3120		282110	22.51	All Occupations	2019
00-0000	3121		271490	22.25	All Occupations	2019
00-0000	3122		10620	28.97	All Occupations	2019
00-0000	3130		108800	19.71	All Occupations	2019
00-0000	3131		27830	17.06	All Occupations	2019
00-0000	3132		52040	20.19	All Occupations	2019
00-0000	3133		28930	21.4	All Occupations	2019
00-0000	3140		115090	18.23	All Occupations	2019
00-0000	3141		50230	18.14	All Occupations	2019
00-0000	3149		64860	18.3	All Occupations	2019
00-0000	3150		111300	19.53	All Occupations	2019
00-0000	3151		9470	16.73	All Occupations	2019
00-0000	3152		90250	20.02	All Occupations	2019
00-0000	3159		11580	18.03	All Occupations	2019
00-0000	3160		26730	18.76	All Occupations	2019
00-0000	3161		2950	18.73	All Occupations	2019
00-0000	3162		12530	18.73	All Occupations	2019
00-0000	3169		11260	18.81	All Occupations	2019
00-0000	3210		406100	19.22	All Occupations	2019
00-0000	3211		91400	19.4	All Occupations	2019
