occ_code	naics	year	tot_emp	h_mean
55321	8129	1997	225.9	7.655604249667995
55321	3116	1997	137.15	8.408759022967555
55323	8129	1997	537.03	8.754560080442435
55323	3116	1997	520.73	10.280493345879822
55338	8129	1997	2509.29	10.88420593076129
55338	3116	1997	3079.19	10.177093391443853
55347	8129	1997	4490.23	9.06519180531955
55347	3116	1997	2884.48	8.725093673729754
56000	8129	1997	1411.43	8.663557810164159
56000	3116	1997	445.21000000000004	10.586175737292512
56017	8129	1997	705.74	8.358089948139542
56017	3116	1997	177.58	10.010085595224686
57102	8129	1997	1433.95	7.723636807420064
57102	3116	1997	272.04	9.064375827084252
58000	8129	1997	2769.32	8.963805699594124
58000	3116	1997	8896.710000000001	9.711576785126187
58017	8129	1997	524.62	8.18727345507224
58017	3116	1997	1657.3300000000002	8.90582654027864
58028	8129	1997	360.56	8.906880408253826
58028	3116	1997	3888.54	9.698364373260913
59999	8129	1997	878.96	9.624010193865475
59999	3116	1997	430.44	10.47498931326085
60000	8129	1997	34505.61	7.97294078846889
60000	3116	1997	15661.82	8.668486312574146
61099	8129	1997	1827.1499999999999	11.38788884328052
61099	3116	1997	562.64	15.798920801933743
63047	8129	1997	24827.100000000002	7.5259544691083535
63047	3116	1997	1354.13	8.6366953689823
63099	8129	1997	870.96	8.202998071093965
63099	3116	1997	1.96	8.72
65000	8129	1997	298.28	7.608166152608288
65000	3116	1997	1097.53	7.435671553397174
65023	8129	1997	37.38	8.64
65023	3116	1997	3.43	8.64
65099	8129	1997	118.88	7.563681022880216
65099	3116	1997	5.88	7.429999999999999
67005	8129	1997	1628.37	7.30040899795501
67005	3116	1997	10357.990000000003	8.477754873291051
67099	8129	1997	356.2	8.006397529477823
67099	3116	1997	1500.14	8.046478595331102
69999	8129	1997	3147.92	8.984666637017458
69999	3116	1997	725.9300000000001	9.062467868802777
70000	8129	1997	18832.53	8.294434321888774
70000	3116	1997	11340.46	9.10668126337027
72002	8129	1997	662.16	13.040000000000001
72002	3116	1997	1280.3899999999999	14.691427065191077
79015	8129	1997	763.62	13.74
79015	3116	1997	70.07000000000001	13.74
79016	8129	1997	1329.66	10.37
79016	3116	1997	122.01	10.37
79017	8129	1997	11790.44	7.57993825506088
79017	3116	1997	1080.94	7.58
79041	8129	1997	478.05000000000007	8.794487605898963
79041	3116	1997	17.64	7.659999999999999
79806	8129	1997	218.94	8.86
79806	3116	1997	20.090000000000003	8.86
79856	8129	1997	74.76	7.78
79856	3116	1997	6.86	7.78
79858	8129	1997	2904.96	7.67
79858	3116	1997	671.44	8.35139282735613
79999	8129	1997	609.9399999999999	8.103829884906714
79999	3116	1997	5291.74	8.62983134092
80000	8129	1997	59046.56999999999	8.044644579693621
80000	3116	1997	407053.89	9.035421633975787
81000	8129	1997	1942.74	14.406500200747397
81000	3116	1997	19748.779999999995	15.573221424310768
81008	8129	1997	244.02	16.606297024834028
81008	3116	1997	14713.15	15.49653294501857
81099	8129	1997	221.86	18.166018209681784
81099	3116	1997	1705.41	14.42089280583555
85000	8129	1997	2567.05	10.450226836251728
85000	3116	1997	20817.300000000003	12.284279839364377
85132	8129	1997	1147.65	9.850702914651677
85132	3116	1997	6307.41	11.724283786847533
87000	8129	1997	629.66	15.10858685639869
87000	3116	1997	1405.49	13.099508214217106
87817	8129	1997	21.36	7.4399999999999995
87817	3116	1997	1.96	7.44
89800	8129	1997	544.68	7.46
89800	3116	1997	55880.62	8.668673890876658
89802	8129	1997	539.34	7.47
89802	3116	1997	53887.5	8.638835061934588
89900	8129	1997	583.24	8.980060352513545
89900	3116	1997	1494.7500000000002	9.233533099180463
92900	8129	1997	2388.72	9.019186677383702
92900	3116	1997	69712.96	8.874646684059895
92974	8129	1997	647.5799999999999	8.645240433614381
92974	3116	1997	30828.230000000003	8.225756418711033
92997	8129	1997	106.74000000000001	9.282507026419337
92997	3116	1997	1790.73	11.821709805498315
92998	8129	1997	421.2	9.15755413105413
92998	3116	1997	8418.73	9.22715057971927
93900	8129	1997	908.49	7.938938018029917
93900	3116	1997	146125.8	7.79545584147358
93938	8129	1997	309.72	7.42
93938	3116	1997	121786.04	7.720301541950128
93999	8129	1997	482.99	8.058908673057413
93999	3116	1997	15136.370000000003	8.081253206680334
97100	8129	1997	3788.6800000000003	8.45423487863847
97100	3116	1997	9932.14	11.72808482361304
97102	8129	1997	129.74	12.309999999999999
97102	3116	1997	6215.01	12.445423691997277
97105	8129	1997	1883.49	9.142420878263223
97105	3116	1997	3067.8900000000003	9.95655424412218
97899	8129	1997	32.04	31.32
97899	3116	1997	204.47000000000003	9.19522815082897
97900	8129	1997	1430.67	7.873168864937408
97900	3116	1997	6119.150000000001	9.730134986068325
97947	8129	1997	125.9	9.910031771247024
97947	3116	1997	4215.03	9.76084751472706
98000	8129	1997	4509.89	7.895110412892553
98000	3116	1997	66518.9	8.604142466276501
98902	8129	1997	1581.67	7.119883540814456
98902	3116	1997	32417.91	8.376388456257668
98999	8129	1997	1393.9099999999999	8.4141799685776
98999	3116	1997	17406.2	8.851889740437317
0	5617	1997	1.4364274000000001e6	8.947784717904991
0	5413	1997	1.0794015599999998e6	20.05591556806718
10000	5617	1997	75073.5	18.85372887370377
10000	5413	1997	116628.54000000001	32.66652642826533
13002	5617	1997	2836.5800000000004	20.378300841153784
13002	5413	1997	9558.51	28.67318747377991
13005	5617	1997	884.18	18.670223257707708
13005	5413	1997	2216.97	26.81042179190517
13008	5617	1997	211.01	18.045074167101085
13008	5413	1997	1098.27	27.41877862456409
13011	5617	1997	2008.86	18.23454118256126
13011	5413	1997	5545.889999999999	28.499348310190072
13014	5617	1997	1768.1	19.01481692211979
13014	5413	1997	6104.04	23.576426186591174
15017	5617	1997	284.03000000000003	18.64167799176143
15017	5413	1997	5955.540000000001	27.370836800693134
15023	5617	1997	223.87	17.881896636440793
15023	5413	1997	65.36	24.338303243574053
15031	5617	1997	2653.35	13.619999999999997
15031	5413	1997	176.7	13.619999999999997
15032	5617	1997	16162.16	12.86
15032	5413	1997	1076.32	12.86
19005	5617	1997	42980.43	21.147043745258017
19005	5413	1997	39845.42999999999	38.071050732794205
19999	5617	1997	4653.86	20.105077978280395
19999	5413	1997	12971.25	28.47051268767467
20000	5617	1997	15800.319999999998	17.309013260490925
20000	5413	1997	681932.46	21.086183229641247
21100	5617	1997	943.97	17.82300549805608
21100	5413	1997	11214.7	20.615740492389452
21114	5617	1997	758.6399999999999	17.226738637561954
21114	5413	1997	8239.76	20.126710304669064
21308	5617	1997	152.73999999999998	17.0277779232683
21308	5413	1997	3417.83	20.844613775407204
21902	5617	1997	389.16	16.373430465618252
21902	5413	1997	3153.6699999999996	23.55054273275264
21999	5617	1997	1212.97	15.077026719539642
21999	5413	1997	8856.570000000002	19.23752582546064
22100	5617	1997	662.2499999999999	25.35214752736882
22100	5413	1997	204698.95	26.422250770216458
22199	5617	1997	345.65000000000003	26.547358889049615
22199	5413	1997	34388.350000000006	27.61835701334899
22308	5617	1997	6805.61	18.27
22308	5413	1997	3804.2599999999998	20.197493073554384
22311	5617	1997	60.16	15.880980718085107
22311	5413	1997	27104.88	18.90952795216212
22500	5617	1997	2090.7000000000003	13.77609044817525
22500	5413	1997	217349.13999999998	15.566765329736294
22514	5617	1997	1726.6499999999999	12.903988011467291
22514	5413	1997	91860.12999999999	15.107789355403696
22521	5617	1997	29.65	13.025156829679595
22521	5413	1997	41495.97	12.336245377563172
22599	5617	1997	243.74	18.60414786247641
22599	5413	1997	19155.510000000002	17.13788043231425
24100	5617	1997	238.25	26.193652046169994
24100	5413	1997	19130.41	22.486483546353686
24300	5617	1997	99.55	13.724691109994977
24300	5413	1997	6873.88	23.803922384446626
24302	5617	1997	27.93	14.96
24302	5413	1997	31.65	25.332379146919433
24305	5617	1997	27.93	13.860000000000001
24305	5413	1997	218.32	17.577274642726273
24399	5617	1997	37.24	11.53
24399	5413	1997	1767.23	24.329427126067348
24500	5617	1997	420.19999999999993	13.102297239409804
24500	5413	1997	9736.55	14.943711797299867
24502	5617	1997	325.84999999999997	11.61
24502	5413	1997	2082.17	14.044635500463457
25100	5617	1997	542.72	19.88129514298349
25100	5413	1997	31940.86	23.027564273472912
25104	5617	1997	165.85000000000002	16.59855471811878
25104	5413	1997	6405.44	19.005992625018735
25105	5617	1997	129.51	19.908586981700257
25105	5413	1997	9743.960000000001	23.911076143580228
34035	5617	1997	96.82	14.12787440611444
34035	5413	1997	2162.97	16.999193701253372
34038	5617	1997	288.61	11.65
34038	5413	1997	17041.510000000002	21.090394830035596
39999	5617	1997	435.97	19.990656008440943
39999	5413	1997	10068.869999999999	20.668352853895225
40000	5617	1997	37675.149999999994	12.22942664859994
40000	5413	1997	18075.01	17.43238128222336
41002	5617	1997	7606.790000000001	14.141273441228165
41002	5413	1997	1896.6499999999996	22.1672085519205
43000	5617	1997	14459.0	15.066044574313578
43000	5413	1997	3172.8100000000004	18.356502343348637
43017	5617	1997	12739.3	15.149632515130344
43017	5413	1997	1615.54	19.66190970201914
49005	5617	1997	249.16	14.229559319312893
49005	5413	1997	3600.81	21.96905368514307
49008	5617	1997	1848.72	16.169260569475096
49008	5413	1997	987.65	18.00172702880575
49011	5617	1997	1644.31	9.290309795598155
49011	5413	1997	109.95	8.963262391996363
49023	5617	1997	1322.27	6.758302767210933
49023	5413	1997	263.64000000000004	7.340745334547108
49026	5617	1997	2612.56	8.242420920476468
49026	5413	1997	3697.57	8.262429541563783
49999	5617	1997	669.27	11.355980695384526
49999	5413	1997	1130.17	14.009788261942893
50000	5617	1997	78067.98	9.982514849237806
50000	5413	1997	152893.87999999998	11.80799745745219
51002	5617	1997	12866.23	12.397051933627798
51002	5413	1997	9555.320000000002	16.4668200437034
55108	5617	1997	17008.76	9.26386811266665
55108	5413	1997	43915.35999999999	12.525201462540673
55305	5617	1997	1623.26	8.548164804159532
55305	5413	1997	10149.1	10.155893744272891
55321	5617	1997	147.39	7.919391410543457
55321	5413	1997	1652.5500000000002	9.617504644337538
55323	5617	1997	380.29	8.486853190985826
55323	5413	1997	2040.29	10.636946365467654
55338	5617	1997	14904.809999999998	10.600949847733718
55338	5413	1997	18977.14	13.041865307417238
55341	5617	1997	886.8900000000001	11.337900979828387
55341	5413	1997	1417.03	13.021740541837506
55344	5617	1997	438.91	10.152770043972568
55344	5413	1997	1701.31	12.248745437339464
55347	5617	1997	22490.73	8.650332105716444
55347	5413	1997	27657.01	10.401239855646
56000	5617	1997	633.62	10.938909283166566
56000	5413	1997	5012.34	10.616665888586965
57311	5617	1997	81.02000000000001	6.999491483584299
57311	5413	1997	1105.88	8.006140087532101
58000	5617	1997	1955.6	9.216814737165063
58000	5413	1997	5311.639999999999	12.608005926606472
58008	5617	1997	112.45	10.292365495775899
58008	5413	1997	1311.79	15.472772166276615
58023	5617	1997	1021.25	8.9200776499388
58023	5413	1997	1273.1	10.625788076349071
58099	5617	1997	184.43	9.378950821449871
58099	5413	1997	878.8	13.67108261265362
59999	5617	1997	590.9	10.37428126586563
59999	5413	1997	4063.96	11.446310987312868
60000	5617	1997	815489.7200000001	7.528221543982183
60000	5413	1997	16969.149999999998	8.442841285509292
61099	5617	1997	18307.449999999997	11.318121147401742
61099	5413	1997	646.72	13.321466322365165
63047	5617	1997	7999.509999999999	7.659245978816203
63047	5413	1997	9769.619999999997	7.709846687998103
65000	5617	1997	3770.5299999999997	7.982674928988763
65000	5413	1997	409.23999999999995	8.596708777245627
67005	5617	1997	609411.19	7.1732201768398784
67005	5413	1997	3150.53	8.640775329865134
67099	5617	1997	15387.91	8.553221776056658
67099	5413	1997	233.7	9.521217800599059
68099	5617	1997	185.31	5.949642221142949
68099	5413	1997	49.15	5.993965412004068
69999	5617	1997	4637.78	8.803750415069278
69999	5413	1997	1032.67	8.411608355040814
70000	5617	1997	322495.3299999999	8.695705568821728
70000	5413	1997	21843.429999999997	8.736087519222028
72002	5617	1997	18303.46	13.14
72002	5413	1997	1222.97	13.154747213750133
73099	5617	1997	279.3	11.15
73099	5413	1997	18.6	11.15
79002	5617	1997	83.79	14.55
79002	5413	1997	5.58	14.55
79021	5617	1997	242.06	8.78
79021	5413	1997	16.12	8.78
79033	5617	1997	22018.15	10.89
79033	5413	1997	1466.3	10.89
79036	5617	1997	15277.71	10.57
79036	5413	1997	1017.42	10.57
79041	5617	1997	263461.43	8.088159781870157
79041	5413	1997	17319.86	8.098739753092692
79856	5617	1997	1219.61	7.43
79856	5413	1997	81.22	7.430000000000001
79858	5617	1997	65.17	6.36
79858	5413	1997	4.34	6.36
79999	5617	1997	1544.65	9.711549088790338
79999	5413	1997	279.29	10.052529986752122
80000	5617	1997	91824.82	10.629719288314421
80000	5413	1997	71058.75	14.082670633806535
81000	5617	1997	5337.1	15.222185344100728
81000	5413	1997	5593.15	20.77554760734112
81002	5617	1997	1179.25	19.700726224295106
81002	5413	1997	272.93	22.060355768878473
81005	5617	1997	396.32000000000005	16.006987787646345
81005	5413	1997	293.03000000000003	20.86981059959731
81008	5617	1997	337.07	16.08994274186371
81008	5413	1997	1052.3500000000001	20.68479992397966
81011	5617	1997	265.51	12.976496930435767
81011	5413	1997	69.24	17.172764298093586
81017	5617	1997	1163.37	13.332519920575567
81017	5413	1997	136.33	14.440514927015329
81099	5617	1997	1993.54	13.676796803675874
81099	5413	1997	3756.58	20.99472232722317
83000	5617	1997	1826.9599999999998	9.252929073433464
83000	5413	1997	6782.2	14.371178024829701
85000	5617	1997	22088.47	12.21254413728067
85000	5413	1997	9973.650000000001	13.506585081690252
85110	5617	1997	398.69999999999993	12.254642086782042
85110	5413	1997	516.63	17.44588215937905
85132	5617	1997	11381.03	11.498537566459275
85132	5413	1997	4706.7300000000005	11.646404552629956
85302	5617	1997	2210.49	12.41458273957358
85302	5413	1997	239.04	14.048214943105753
85311	5617	1997	332.15999999999997	13.58006141618497
85311	5413	1997	67.89	16.706569450581824
85314	5617	1997	265.21	14.687793069642925
85314	5413	1997	12.93	13.160943542150038
85321	5617	1997	306.32	11.76988802559415
85321	5413	1997	17.98	11.93
85328	5617	1997	1200.54	11.837649057923935
85328	5413	1997	74.4	11.96
85999	5617	1997	1611.1299999999999	13.555809400855301
85999	5413	1997	2931.2999999999997	14.273407873639684
87000	5617	1997	6102.06	13.668606175619383
87000	5413	1997	8576.210000000001	16.175260983581325
87102	5617	1997	1132.23	15.475024420833222
87102	5413	1997	1328.9499999999998	16.941455735731218
87302	5617	1997	232.75	13.48
87302	5413	1997	15.5	13.48
87311	5617	1997	83.79	13.18
87311	5413	1997	5.58	13.18
87502	5617	1997	607.16	16.70348738388563
87502	5413	1997	540.75	18.125862968099863
87899	5617	1997	221.02999999999997	9.124738723250239
87899	5413	1997	46.900000000000006	12.983083155650316
87999	5617	1997	1408.75	11.880799716060338
87999	5413	1997	2841.6600000000003	16.36108549228268
92900	5617	1997	927.89	10.00155341689209
92900	5413	1997	5068.89	12.680428042431382
92965	5617	1997	46.55	9.06
92965	5413	1997	198.57000000000002	11.263680314246864
92998	5617	1997	772.8	9.666684653209112
92998	5413	1997	1104.59	14.73443585402729
93900	5617	1997	3126.09	9.02300682322006
93900	5413	1997	11782.17	12.921103404551115
95000	5617	1997	977.39	11.5396256356214
95000	5413	1997	1376.17	12.669690227224836
97100	5617	1997	10537.689999999999	10.99716886718057
97100	5413	1997	1801.3400000000001	10.662302841218205
97102	5617	1997	3562.4799999999996	12.094765275875233
97102	5413	1997	372.2300000000001	12.098810412916743
97105	5617	1997	5443.05	9.998991980599111
97105	5413	1997	1291.77	10.148936575396549
97899	5617	1997	441.09	9.801360039901155
97899	5413	1997	28.32	13.164978813559323
97900	5617	1997	7291.429999999999	11.867181924533321
97900	5413	1997	2222.22	13.65254974754975
97923	5617	1997	2461.7099999999996	13.217028772682404
97923	5413	1997	173.94	13.07961365988272
97938	5617	1997	1468.1200000000001	13.327012505789718
97938	5413	1997	145.02	12.744538684319405
97947	5617	1997	2442.33	9.4520362522673
97947	5413	1997	858.1	13.031614497144853
97989	5617	1997	746.8399999999999	11.83349405495153
97989	5413	1997	174.82999999999998	13.435376079620205
98000	5617	1997	15910.220000000001	8.602942498595242
98000	5413	1997	7325.889999999999	9.731646148113064
98905	5617	1997	3251.5800000000004	7.680977647789691
98905	5413	1997	41.169999999999995	14.722671848433325
98999	5617	1997	9230.980000000001	8.60559297062717
98999	5413	1997	4672.969999999999	9.780175477266065
0	2122	1997	45394.479999999996	18.683760007824745
10000	2122	1997	2377.77	38.050874096317145
13002	2122	1997	413.6	37.681449468085106
15021	2122	1997	449.97999999999996	33.613168140806266
19005	2122	1997	650.08	46.14225818360817
20000	2122	1997	6153.26	22.27876114449901
21100	2122	1997	673.1999999999999	23.4657210338681
22100	2122	1997	1622.3500000000001	24.553151601072518
22108	2122	1997	690.3100000000001	24.903076733641406
22128	2122	1997	30.0	27.18
22135	2122	1997	68.88	28.748954703832755
22199	2122	1997	468.17	21.064961018433475
22500	2122	1997	721.02	18.24794541066822
50000	2122	1997	2617.54	14.577056931317191
55108	2122	1997	664.83	13.976060195839535
55338	2122	1997	304.26	13.34351804377835
55344	2122	1997	109.25	12.011487414187645
55347	2122	1997	193.37	12.132335936287944
58000	2122	1997	690.3600000000001	16.15981343067385
60000	2122	1997	638.77	12.411898022762497
67005	2122	1997	267.75	11.093865546218488
80000	2122	1997	33525.17	17.12732225668058
81000	2122	1997	2955.7299999999996	25.06045149590795
81005	2122	1997	784.4100000000001	23.685171530194665
81099	2122	1997	1016.29	24.805241122120655
83000	2122	1997	292.81	16.155032615006316
83005	2122	1997	69.16	14.65176980913823
85000	2122	1997	7877.73	17.0182149299354
85119	2122	1997	573.77	17.343064991198567
85123	2122	1997	818.25	16.703382218148484
85128	2122	1997	1225.83	16.578817699028416
85132	2122	1997	669.48	14.602970962538091
85302	2122	1997	178.0	18.90505617977528
85311	2122	1997	560.65	17.076224025684475
85314	2122	1997	2164.2200000000003	18.186768951400502
85999	2122	1997	976.99	17.335605891564906
87000	2122	1997	4792.67	16.80983366265568
87202	2122	1997	1452.45	18.16736879066405
87799	2122	1997	80.0	14.690000000000001
87902	2122	1997	813.74	17.433613439182047
87905	2122	1997	293.29	17.010567356541305
87989	2122	1997	1290.1299999999999	15.06452690814104
89100	2122	1997	283.12	16.834059056230576
89108	2122	1997	283.12	16.834059056230576
89900	2122	1997	60.0	17.42
92900	2122	1997	3006.1899999999996	15.576037908448903
92923	2122	1997	178.0	17.779213483146066
92962	2122	1997	783.49	14.591650308236224
92965	2122	1997	1534.26	15.670917641077784
92998	2122	1997	452.06	16.36376144759545
93900	2122	1997	1095.52	16.39206221702936
93914	2122	1997	874.3399999999999	17.452012946908525
95000	2122	1997	570.98	17.520224876528072
95032	2122	1997	30.0	17.89
97100	2122	1997	4149.84	16.406314845873577
97102	2122	1997	3855.13	16.539791628297877
97105	2122	1997	177.76	14.406291629162917
97308	2122	1997	200.0	17.77
97317	2122	1997	50.0	15.83
97899	2122	1997	78.75	18.183809523809522
97900	2122	1997	5621.919999999999	16.414458868144695
97923	2122	1997	706.3199999999999	17.746472986748216
97938	2122	1997	2079.27	16.141214705160948
97944	2122	1997	147.01	17.241756343105912
97951	2122	1997	420.48	14.66011605783866
97956	2122	1997	396.08000000000004	17.60754393051909
97989	2122	1997	921.6300000000001	17.209119169297875
98000	2122	1997	2229.4	13.222967614604825
98399	2122	1997	30.0	9.48
98999	2122	1997	975.7900000000001	13.707191813812395
0	5510	1997	1.4443900499999998e6	14.826479024969736
10000	5510	1997	125057.26	29.78155540350076
13002	5510	1997	18383.11	28.848020400247837
13005	2122	1997	145.92000000000002	35.059235197368416
13005	5510	1997	4529.430000000002	27.08526419439089
13014	2122	1997	107.01	30.720748528174937
13014	5510	1997	6014.019999999998	25.303355742082672
15021	5510	1997	166.54000000000002	29.117054161162486
19005	5510	1997	47958.76	33.17731864418512
19999	2122	1997	253.56	33.81344533838145
19999	5510	1997	13652.340000000007	27.02892547358181
20000	5510	1997	247924.43000000005	20.90659549040809
21100	5510	1997	39320.1	20.04047777854074
21114	2122	1997	568.49	23.039500430966246
21114	5510	1997	16854.750000000004	20.08728949405954
21117	2122	1997	38.88	25.8
21117	5510	1997	901.09	23.713029220166693
21308	2122	1997	143.26	20.747291637582023
21308	5510	1997	3183.550000000001	19.867596739488935
21511	2122	1997	204.36	21.264580152671755
21511	5510	1997	5981.229999999998	20.492427527448378
21999	2122	1997	285.98	21.131117210993775
21999	5510	1997	13620.479999999994	20.34429796159901
22100	5510	1997	27017.839999999967	27.369317824815063
22105	2122	1997	253.14	27.60973690447974
22105	5510	1997	230.09999999999997	26.172779661016953
22108	5510	1997	71.16	25.569475829117486
22135	5510	1997	2811.5800000000004	25.18055047339931
22199	5510	1997	7444.300000000003	28.316572532004336
22500	5510	1997	12798.609999999997	18.735105070003694
22502	2122	1997	68.04	19.93
22502	5510	1997	112.32	20.992604166666666
22599	2122	1997	386.68	17.808562118547634
22599	5510	1997	3629.5900000000015	20.186859287137107
24100	2122	1997	683.52	27.00964712078652
24100	5510	1997	4173.750000000001	24.957330506139556
24105	2122	1997	38.88	21.38
24105	5510	1997	2978.990000000001	23.73745329792982
24111	2122	1997	576.09	27.778573660365563
24111	5510	1997	202.72	34.26851223362273
24500	2122	1997	696.4100000000001	15.884836518717421
24500	5510	1997	5557.059999999996	16.92297662792917
24505	2122	1997	575.94	15.943764975518281
