%SeriesCode,Period,Value
A001RC,1929,"105,322"
A001RC,1930,"92,869"
A001RC,1931,"77,906"
A001RC,1932,"59,886"
A001RC,1933,"57,454"
A001RC,1934,"67,079"
A001RC,1935,"74,582"
A001RC,1936,"85,092"
A001RC,1937,"93,372"
A001RC,1938,"87,731"
A001RC,1939,"93,810"
A001RC,1940,"103,179"
A001RC,1941,"129,725"
A001RC,1942,"166,363"
A001RC,1943,"203,415"
A001RC,1944,"224,771"
A001RC,1945,"228,272"
A001RC,1946,"228,187"
A001RC,1947,"250,726"
A001RC,1948,"275,924"
A001RC,1949,"273,755"
A001RC,1950,"301,267"
A001RC,1951,"348,806"
A001RC,1952,"369,326"
A001RC,1953,"391,117"
A001RC,1954,"392,644"
A001RC,1955,"427,927"
A001RC,1956,"452,149"
A001RC,1957,"477,093"
A001RC,1958,"483,858"
A001RC,1959,"524,415"
A001RC,1960,"545,494"
A001RC,1961,"565,728"
A001RC,1962,"608,015"
A001RC,1963,"641,927"
A001RC,1964,"689,380"
A001RC,1965,"747,568"
A001RC,1966,"818,484"
A001RC,1967,"865,352"
A001RC,1968,"946,736"
A001RC,1969,"1,023,730"
A001RC,1970,"1,079,696"
A001RC,1971,"1,172,444"
A001RC,1972,"1,287,668"
A001RC,1973,"1,437,994"
A001RC,1974,"1,560,763"
A001RC,1975,"1,697,908"
A001RC,1976,"1,890,259"
A001RC,1977,"2,102,118"
A001RC,1978,"2,373,180"
A001RC,1979,"2,659,264"
A001RC,1980,"2,891,492"
A001RC,1981,"3,239,976"
A001RC,1982,"3,380,299"
A001RC,1983,"3,671,122"
A001RC,1984,"4,073,903"
A001RC,1985,"4,364,344"
A001RC,1986,"4,596,588"
A001RC,1987,"4,872,702"
A001RC,1988,"5,259,095"
A001RC,1989,"5,666,369"
A001RC,1990,"5,997,836"
A001RC,1991,"6,189,716"
A001RC,1992,"6,551,404"
A001RC,1993,"6,889,717"
A001RC,1994,"7,310,202"
A001RC,1995,"7,667,701"
A001RC,1996,"8,103,991"
A001RC,1997,"8,600,853"
A001RC,1998,"9,080,228"
A001RC,1999,"9,662,075"
A001RC,2000,"10,289,432"
A001RC,2001,"10,632,293"
A001RC,2002,"10,974,902"
A001RC,2003,"11,514,946"
A001RC,2004,"12,293,909"
A001RC,2005,"13,113,997"
A001RC,2006,"13,862,043"
A001RC,2007,"14,569,892"
A001RC,2008,"14,915,076"
A001RC,2009,"14,628,310"
A001RC,2010,"15,254,604"
A001RC,2011,"15,837,664"
A001RC,2012,"16,486,660"
A001RC,2013,"17,110,921"
A001RC,2014,"17,843,297"
A001RC,2015,"18,515,147"
A001RC,2016,"19,036,279"
A001RC,2017,"19,905,052"
A001RC,2018,"20,946,823"
A001RC,2019,"21,821,877"
A001RC,2020,"21,586,878"
A001RC,2021,"23,876,486"
A001RC,2022,"26,206,644"
A001RC,2023,"27,897,176"
A001RC,2024,"29,289,740"
A001RD,1929,"8.757"
A001RD,1930,"8.438"
A001RD,1931,"7.571"
A001RD,1932,"6.685"
A001RD,1933,"6.500"
A001RD,1934,"6.858"
A001RD,1935,"6.998"
A001RD,1936,"7.082"
A001RD,1937,"7.385"
A001RD,1938,"7.174"
A001RD,1939,"7.102"
A001RD,1940,"7.187"
A001RD,1941,"7.672"
A001RD,1942,"8.281"
A001RD,1943,"8.659"
A001RD,1944,"8.864"
A001RD,1945,"9.095"
A001RD,1946,"10.272"
A001RD,1947,"11.400"
A001RD,1948,"12.040"
A001RD,1949,"12.018"
A001RD,1950,"12.167"
A001RD,1951,"13.028"
A001RD,1952,"13.254"
A001RD,1953,"13.415"
A001RD,1954,"13.539"
A001RD,1955,"13.769"
A001RD,1956,"14.238"
A001RD,1957,"14.710"
A001RD,1958,"15.046"
A001RD,1959,"15.253"
A001RD,1960,"15.462"
A001RD,1961,"15.627"
A001RD,1962,"15.818"
A001RD,1963,"16.000"
A001RD,1964,"16.244"
A001RD,1965,"16.542"
A001RD,1966,"17.006"
A001RD,1967,"17.500"
A001RD,1968,"18.246"
A001RD,1969,"19.140"
A001RD,1970,"20.151"
A001RD,1971,"21.174"
A001RD,1972,"22.091"
A001RD,1973,"23.304"
A001RD,1974,"25.397"
A001RD,1975,"27.752"
A001RD,1976,"29.284"
A001RD,1977,"31.105"
A001RD,1978,"33.295"
A001RD,1979,"36.058"
A001RD,1980,"39.311"
A001RD,1981,"43.035"
A001RD,1982,"45.693"
A001RD,1983,"47.487"
A001RD,1984,"49.201"
A001RD,1985,"50.757"
A001RD,1986,"51.784"
A001RD,1987,"53.082"
A001RD,1988,"54.956"
A001RD,1989,"57.118"
A001RD,1990,"59.266"
A001RD,1991,"61.282"
A001RD,1992,"62.677"
A001RD,1993,"64.161"
A001RD,1994,"65.528"
A001RD,1995,"66.909"
A001RD,1996,"68.137"
A001RD,1997,"69.312"
A001RD,1998,"70.093"
A001RD,1999,"71.131"
A001RD,2000,"72.743"
A001RD,2001,"74.380"
A001RD,2002,"75.535"
A001RD,2003,"77.027"
A001RD,2004,"79.098"
A001RD,2005,"81.580"
A001RD,2006,"84.096"
A001RD,2007,"86.377"
A001RD,2008,"88.046"
A001RD,2009,"88.581"
A001RD,2010,"89.660"
A001RD,2011,"91.514"
A001RD,2012,"93.217"
A001RD,2013,"94.801"
A001RD,2014,"96.452"
A001RD,2015,"97.339"
A001RD,2016,"98.262"
A001RD,2017,"100.000"
A001RD,2018,"102.225"
A001RD,2019,"103.909"
A001RD,2020,"105.306"
A001RD,2021,"110.108"
A001RD,2022,"117.939"
A001RD,2023,"122.301"
A001RD,2024,"125.338"
A001RG,1929,"8.737"
A001RG,1930,"8.400"
A001RG,1931,"7.570"
A001RG,1932,"6.708"
A001RG,1933,"6.527"
A001RG,1934,"6.846"
A001RG,1935,"6.984"
A001RG,1936,"7.069"
A001RG,1937,"7.326"
A001RG,1938,"7.190"
A001RG,1939,"7.099"
A001RG,1940,"7.163"
A001RG,1941,"7.632"
A001RG,1942,"8.267"
A001RG,1943,"8.661"
A001RG,1944,"8.867"
A001RG,1945,"9.090"
A001RG,1946,"10.238"
A001RG,1947,"11.391"
A001RG,1948,"12.037"
A001RG,1949,"12.031"
A001RG,1950,"12.144"
A001RG,1951,"12.966"
A001RG,1952,"13.249"
A001RG,1953,"13.419"
A001RG,1954,"13.556"
A001RG,1955,"13.750"
A001RG,1956,"14.220"
A001RG,1957,"14.716"
A001RG,1958,"15.060"
A001RG,1959,"15.260"
A001RG,1960,"15.469"
A001RG,1961,"15.634"
A001RG,1962,"15.825"
A001RG,1963,"16.007"
A001RG,1964,"16.251"
A001RG,1965,"16.550"
A001RG,1966,"17.014"
A001RG,1967,"17.508"
A001RG,1968,"18.254"
A001RG,1969,"19.149"
A001RG,1970,"20.160"
A001RG,1971,"21.184"
A001RG,1972,"22.101"
A001RG,1973,"23.315"
A001RG,1974,"25.402"
A001RG,1975,"27.764"
A001RG,1976,"29.298"
A001RG,1977,"31.119"
A001RG,1978,"33.309"
A001RG,1979,"36.072"
A001RG,1980,"39.336"
A001RG,1981,"43.054"
A001RG,1982,"45.715"
A001RG,1983,"47.506"
A001RG,1984,"49.223"
A001RG,1985,"50.780"
A001RG,1986,"51.814"
A001RG,1987,"53.104"
A001RG,1988,"54.982"
A001RG,1989,"57.144"
A001RG,1990,"59.302"
A001RG,1991,"61.309"
A001RG,1992,"62.706"
A001RG,1993,"64.191"
A001RG,1994,"65.557"
A001RG,1995,"66.940"
A001RG,1996,"68.167"
A001RG,1997,"69.348"
A001RG,1998,"70.115"
A001RG,1999,"71.104"
A001RG,2000,"72.729"
A001RG,2001,"74.404"
A001RG,2002,"75.519"
A001RG,2003,"77.032"
A001RG,2004,"79.089"
A001RG,2005,"81.561"
A001RG,2006,"84.099"
A001RG,2007,"86.380"
A001RG,2008,"88.011"
A001RG,2009,"88.582"
A001RG,2010,"89.646"
A001RG,2011,"91.499"
A001RG,2012,"93.209"
A001RG,2013,"94.816"
A001RG,2014,"96.467"
A001RG,2015,"97.301"
A001RG,2016,"98.230"
A001RG,2017,"100.000"
A001RG,2018,"102.224"
A001RG,2019,"103.911"
A001RG,2020,"105.326"
A001RG,2021,"110.106"
A001RG,2022,"117.951"
A001RG,2023,"122.300"
A001RG,2024,"125.340"
A001RI,1930,"-3.6"
A001RI,1931,"-10.3"
A001RI,1932,"-11.7"
A001RI,1933,"-2.8"
A001RI,1934,"5.5"
A001RI,1935,"2.0"
A001RI,1936,"1.2"
A001RI,1937,"4.3"
A001RI,1938,"-2.9"
A001RI,1939,"-1.0"
A001RI,1940,"1.2"
A001RI,1941,"6.7"
A001RI,1942,"7.9"
A001RI,1943,"4.6"
A001RI,1944,"2.4"
A001RI,1945,"2.6"
A001RI,1946,"12.9"
A001RI,1947,"11.0"
A001RI,1948,"5.6"
A001RI,1949,"-0.2"
A001RI,1950,"1.2"
A001RI,1951,"7.1"
A001RI,1952,"1.7"
A001RI,1953,"1.2"
A001RI,1954,"0.9"
A001RI,1955,"1.7"
A001RI,1956,"3.4"
A001RI,1957,"3.3"
A001RI,1958,"2.3"
A001RI,1959,"1.4"
A001RI,1960,"1.4"
A001RI,1961,"1.1"
A001RI,1962,"1.2"
A001RI,1963,"1.2"
A001RI,1964,"1.5"
A001RI,1965,"1.8"
A001RI,1966,"2.8"
A001RI,1967,"2.9"
A001RI,1968,"4.3"
A001RI,1969,"4.9"
A001RI,1970,"5.3"
A001RI,1971,"5.1"
A001RI,1972,"4.3"
A001RI,1973,"5.5"
A001RI,1974,"9.0"
A001RI,1975,"9.3"
A001RI,1976,"5.5"
A001RI,1977,"6.2"
A001RI,1978,"7.0"
A001RI,1979,"8.3"
A001RI,1980,"9.0"
A001RI,1981,"9.5"
A001RI,1982,"6.2"
A001RI,1983,"3.9"
A001RI,1984,"3.6"
A001RI,1985,"3.2"
A001RI,1986,"2.0"
A001RI,1987,"2.5"
A001RI,1988,"3.5"
A001RI,1989,"3.9"
A001RI,1990,"3.8"
A001RI,1991,"3.4"
A001RI,1992,"2.3"
A001RI,1993,"2.4"
A001RI,1994,"2.1"
A001RI,1995,"2.1"
A001RI,1996,"1.8"
A001RI,1997,"1.7"
A001RI,1998,"1.1"
A001RI,1999,"1.5"
A001RI,2000,"2.3"
A001RI,2001,"2.3"
A001RI,2002,"1.6"
A001RI,2003,"2.0"
A001RI,2004,"2.7"
A001RI,2005,"3.1"
A001RI,2006,"3.1"
A001RI,2007,"2.7"
A001RI,2008,"1.9"
A001RI,2009,"0.6"
A001RI,2010,"1.2"
A001RI,2011,"2.1"
A001RI,2012,"1.9"
A001RI,2013,"1.7"
A001RI,2014,"1.7"
A001RI,2015,"0.9"
A001RI,2016,"0.9"
A001RI,2017,"1.8"
A001RI,2018,"2.2"
A001RI,2019,"1.6"
A001RI,2020,"1.3"
A001RI,2021,"4.6"
A001RI,2022,"7.1"
A001RI,2023,"3.7"
A001RI,2024,"2.5"
A001RL,1930,"-8.5"
A001RL,1931,"-6.5"
A001RL,1932,"-13.0"
A001RL,1933,"-1.3"
A001RL,1934,"10.7"
A001RL,1935,"9.0"
A001RL,1936,"12.7"
A001RL,1937,"5.2"
A001RL,1938,"-3.3"
A001RL,1939,"8.0"
A001RL,1940,"8.7"
A001RL,1941,"17.8"
A001RL,1942,"18.8"
A001RL,1943,"16.9"
A001RL,1944,"7.9"
A001RL,1945,"-1.0"
A001RL,1946,"-11.5"
A001RL,1947,"-1.0"
A001RL,1948,"4.2"
A001RL,1949,"-0.6"
A001RL,1950,"8.7"
A001RL,1951,"8.1"
A001RL,1952,"4.1"
A001RL,1953,"4.6"
A001RL,1954,"-0.5"
A001RL,1955,"7.2"
A001RL,1956,"2.2"
A001RL,1957,"2.1"
A001RL,1958,"-0.8"
A001RL,1959,"6.9"
A001RL,1960,"2.6"
A001RL,1961,"2.6"
A001RL,1962,"6.2"
A001RL,1963,"4.4"
A001RL,1964,"5.8"
A001RL,1965,"6.5"
A001RL,1966,"6.5"
A001RL,1967,"2.7"
A001RL,1968,"4.9"
A001RL,1969,"3.1"
A001RL,1970,"0.2"
A001RL,1971,"3.3"
A001RL,1972,"5.3"
A001RL,1973,"5.9"
A001RL,1974,"-0.4"
A001RL,1975,"-0.4"
A001RL,1976,"5.5"
A001RL,1977,"4.7"
A001RL,1978,"5.5"
A001RL,1979,"3.5"
A001RL,1980,"-0.3"
A001RL,1981,"2.4"
A001RL,1982,"-1.7"
A001RL,1983,"4.5"
A001RL,1984,"7.1"
A001RL,1985,"3.8"
A001RL,1986,"3.2"
A001RL,1987,"3.4"
A001RL,1988,"4.2"
A001RL,1989,"3.7"
A001RL,1990,"2.0"
A001RL,1991,"-0.2"
A001RL,1992,"3.5"
A001RL,1993,"2.7"
A001RL,1994,"3.9"
A001RL,1995,"2.7"
A001RL,1996,"3.8"
A001RL,1997,"4.3"
A001RL,1998,"4.4"
A001RL,1999,"4.9"
A001RL,2000,"4.1"
A001RL,2001,"1.1"
A001RL,2002,"1.6"
A001RL,2003,"2.9"
A001RL,2004,"4.0"
A001RL,2005,"3.4"
A001RL,2006,"2.5"
A001RL,2007,"2.3"
A001RL,2008,"0.4"
A001RL,2009,"-2.5"
A001RL,2010,"3.0"
A001RL,2011,"1.7"
A001RL,2012,"2.2"
A001RL,2013,"2.1"
A001RL,2014,"2.5"
A001RL,2015,"2.8"
A001RL,2016,"1.8"
A001RL,2017,"2.7"
A001RL,2018,"2.9"
A001RL,2019,"2.5"
A001RL,2020,"-2.4"
A001RL,2021,"5.8"
A001RL,2022,"2.5"
A001RL,2023,"2.7"
A001RL,2024,"2.4"
A001RP,1930,"-11.8"
A001RP,1931,"-16.1"
A001RP,1932,"-23.1"
A001RP,1933,"-4.1"
A001RP,1934,"16.8"
A001RP,1935,"11.2"
A001RP,1936,"14.1"
A001RP,1937,"9.7"
A001RP,1938,"-6.0"
A001RP,1939,"6.9"
A001RP,1940,"10.0"
A001RP,1941,"25.7"
A001RP,1942,"28.2"
A001RP,1943,"22.3"
A001RP,1944,"10.5"
A001RP,1945,"1.6"
A001RP,1946,"0.0"
A001RP,1947,"9.9"
A001RP,1948,"10.1"
A001RP,1949,"-0.8"
A001RP,1950,"10.0"
A001RP,1951,"15.8"
A001RP,1952,"5.9"
A001RP,1953,"5.9"
A001RP,1954,"0.4"
A001RP,1955,"9.0"
A001RP,1956,"5.7"
A001RP,1957,"5.5"
A001RP,1958,"1.4"
A001RP,1959,"8.4"
A001RP,1960,"4.0"
A001RP,1961,"3.7"
A001RP,1962,"7.5"
A001RP,1963,"5.6"
A001RP,1964,"7.4"
A001RP,1965,"8.4"
A001RP,1966,"9.5"
A001RP,1967,"5.7"
A001RP,1968,"9.4"
A001RP,1969,"8.1"
A001RP,1970,"5.5"
A001RP,1971,"8.6"
A001RP,1972,"9.8"
A001RP,1973,"11.7"
A001RP,1974,"8.5"
A001RP,1975,"8.8"
A001RP,1976,"11.3"
A001RP,1977,"11.2"
A001RP,1978,"12.9"
A001RP,1979,"12.1"
A001RP,1980,"8.7"
A001RP,1981,"12.1"
A001RP,1982,"4.3"
A001RP,1983,"8.6"
A001RP,1984,"11.0"
A001RP,1985,"7.1"
A001RP,1986,"5.3"
A001RP,1987,"6.0"
A001RP,1988,"7.9"
A001RP,1989,"7.7"
A001RP,1990,"5.8"
A001RP,1991,"3.2"
A001RP,1992,"5.8"
A001RP,1993,"5.2"
A001RP,1994,"6.1"
A001RP,1995,"4.9"
A001RP,1996,"5.7"
A001RP,1997,"6.1"
A001RP,1998,"5.6"
A001RP,1999,"6.4"
A001RP,2000,"6.5"
A001RP,2001,"3.3"
A001RP,2002,"3.2"
A001RP,2003,"4.9"
A001RP,2004,"6.8"
A001RP,2005,"6.7"
A001RP,2006,"5.7"
A001RP,2007,"5.1"
A001RP,2008,"2.4"
A001RP,2009,"-1.9"
A001RP,2010,"4.3"
A001RP,2011,"3.8"
A001RP,2012,"4.1"
A001RP,2013,"3.8"
A001RP,2014,"4.3"
A001RP,2015,"3.8"
A001RP,2016,"2.8"
A001RP,2017,"4.6"
A001RP,2018,"5.2"
A001RP,2019,"4.2"
A001RP,2020,"-1.1"
A001RP,2021,"10.6"
A001RP,2022,"9.8"
A001RP,2023,"6.5"
A001RP,2024,"5.0"
A001RV,1930,"-3.9"
A001RV,1931,"-9.9"
A001RV,1932,"-11.4"
A001RV,1933,"-2.7"
A001RV,1934,"4.9"
A001RV,1935,"2.0"
A001RV,1936,"1.2"
A001RV,1937,"3.6"
A001RV,1938,"-1.9"
A001RV,1939,"-1.3"
A001RV,1940,"0.9"
A001RV,1941,"6.5"
A001RV,1942,"8.3"
A001RV,1943,"4.8"
A001RV,1944,"2.4"
A001RV,1945,"2.5"
A001RV,1946,"12.6"
A001RV,1947,"11.3"
A001RV,1948,"5.7"
A001RV,1949,"0.0"
A001RV,1950,"0.9"
A001RV,1951,"6.8"
A001RV,1952,"2.2"
A001RV,1953,"1.3"
A001RV,1954,"1.0"
A001RV,1955,"1.4"
A001RV,1956,"3.4"
A001RV,1957,"3.5"
A001RV,1958,"2.3"
A001RV,1959,"1.3"
A001RV,1960,"1.4"
A001RV,1961,"1.1"
A001RV,1962,"1.2"
A001RV,1963,"1.2"
A001RV,1964,"1.5"
A001RV,1965,"1.8"
A001RV,1966,"2.8"
A001RV,1967,"2.9"
A001RV,1968,"4.3"
A001RV,1969,"4.9"
A001RV,1970,"5.3"
A001RV,1971,"5.1"
A001RV,1972,"4.3"
A001RV,1973,"5.5"
A001RV,1974,"9.0"
A001RV,1975,"9.3"
A001RV,1976,"5.5"
A001RV,1977,"6.2"
A001RV,1978,"7.0"
A001RV,1979,"8.3"
A001RV,1980,"9.0"
A001RV,1981,"9.5"
A001RV,1982,"6.2"
A001RV,1983,"3.9"
A001RV,1984,"3.6"
A001RV,1985,"3.2"
A001RV,1986,"2.0"
A001RV,1987,"2.5"
A001RV,1988,"3.5"
A001RV,1989,"3.9"
A001RV,1990,"3.8"
A001RV,1991,"3.4"
A001RV,1992,"2.3"
A001RV,1993,"2.4"
A001RV,1994,"2.1"
A001RV,1995,"2.1"
A001RV,1996,"1.8"
A001RV,1997,"1.7"
A001RV,1998,"1.1"
A001RV,1999,"1.4"
A001RV,2000,"2.3"
A001RV,2001,"2.3"
A001RV,2002,"1.5"
A001RV,2003,"2.0"
A001RV,2004,"2.7"
A001RV,2005,"3.1"
A001RV,2006,"3.1"
A001RV,2007,"2.7"
A001RV,2008,"1.9"
A001RV,2009,"0.6"
A001RV,2010,"1.2"
A001RV,2011,"2.1"
A001RV,2012,"1.9"
A001RV,2013,"1.7"
A001RV,2014,"1.7"
A001RV,2015,"0.9"
A001RV,2016,"1.0"
A001RV,2017,"1.8"
A001RV,2018,"2.2"
A001RV,2019,"1.7"
A001RV,2020,"1.4"
A001RV,2021,"4.5"
A001RV,2022,"7.1"
A001RV,2023,"3.7"
A001RV,2024,"2.5"
A001RX,1929,"1,202,659"
A001RX,1930,"1,100,670"
A001RX,1931,"1,029,038"
A001RX,1932,"895,802"
A001RX,1933,"883,847"
A001RX,1934,"978,188"
A001RX,1935,"1,065,716"
A001RX,1936,"1,201,443"
A001RX,1937,"1,264,393"
A001RX,1938,"1,222,966"
A001RX,1939,"1,320,924"
A001RX,1940,"1,435,656"
A001RX,1941,"1,690,844"
A001RX,1942,"2,008,853"
A001RX,1943,"2,349,125"
A001RX,1944,"2,535,744"
A001RX,1945,"2,509,982"
A001RX,1946,"2,221,510"
A001RX,1947,"2,199,313"
A001RX,1948,"2,291,804"
A001RX,1949,"2,277,883"
A001RX,1950,"2,476,097"
A001RX,1951,"2,677,414"
A001RX,1952,"2,786,602"
A001RX,1953,"2,915,598"
A001RX,1954,"2,900,038"
A001RX,1955,"3,107,796"
A001RX,1956,"3,175,622"
A001RX,1957,"3,243,263"
A001RX,1958,"3,215,954"
A001RX,1959,"3,438,007"
A001RX,1960,"3,527,996"
A001RX,1961,"3,620,292"
A001RX,1962,"3,843,844"
A001RX,1963,"4,012,113"
A001RX,1964,"4,243,962"
A001RX,1965,"4,519,102"
A001RX,1966,"4,812,800"
A001RX,1967,"4,944,919"
A001RX,1968,"5,188,802"
A001RX,1969,"5,348,589"
A001RX,1970,"5,358,035"
A001RX,1971,"5,537,202"
A001RX,1972,"5,829,057"
A001RX,1973,"6,170,549"
A001RX,1974,"6,145,506"
A001RX,1975,"6,118,231"
A001RX,1976,"6,454,905"
A001RX,1977,"6,758,055"
A001RX,1978,"7,127,776"
A001RX,1979,"7,375,014"
A001RX,1980,"7,355,390"
A001RX,1981,"7,528,705"
A001RX,1982,"7,397,849"
A001RX,1983,"7,730,794"
A001RX,1984,"8,280,163"
A001RX,1985,"8,598,506"
A001RX,1986,"8,876,436"
A001RX,1987,"9,179,633"
A001RX,1988,"9,569,566"
A001RX,1989,"9,920,542"
A001RX,1990,"10,120,114"
A001RX,1991,"10,100,371"
A001RX,1992,"10,452,604"
A001RX,1993,"10,738,246"
A001RX,1994,"11,155,769"
A001RX,1995,"11,459,835"
A001RX,1996,"11,893,706"
A001RX,1997,"12,408,947"
A001RX,1998,"12,954,457"
A001RX,1999,"13,583,582"
A001RX,2000,"14,144,962"
A001RX,2001,"14,294,624"
A001RX,2002,"14,529,585"
A001RX,2003,"14,949,293"
A001RX,2004,"15,542,707"
A001RX,2005,"16,075,089"
A001RX,2006,"16,483,539"
A001RX,2007,"16,867,780"
A001RX,2008,"16,940,097"
A001RX,2009,"16,514,062"
A001RX,2010,"17,013,917"
A001RX,2011,"17,306,204"
A001RX,2012,"17,686,281"
A001RX,2013,"18,049,236"
A001RX,2014,"18,499,720"
A001RX,2015,"19,021,225"
A001RX,2016,"19,372,908"
A001RX,2017,"19,905,052"
A001RX,2018,"20,490,925"
A001RX,2019,"21,000,945"
A001RX,2020,"20,499,218"
A001RX,2021,"21,684,611"
A001RX,2022,"22,220,484"
A001RX,2023,"22,810,327"
A001RX,2024,"23,368,685"
A006RA,1929,"3.617"
A006RA,1930,"2.464"
A006RA,1931,"1.601"
A006RA,1932,"0.591"
A006RA,1933,"0.799"
A006RA,1934,"1.321"
A006RA,1935,"2.299"
A006RA,1936,"2.907"
A006RA,1937,"3.580"
A006RA,1938,"2.463"
A006RA,1939,"3.098"
A006RA,1940,"4.220"
A006RA,1941,"5.165"
A006RA,1942,"2.877"
A006RA,1943,"1.794"
A006RA,1944,"2.142"
A006RA,1945,"2.756"
A006RA,1946,"6.620"
A006RA,1947,"6.372"
A006RA,1948,"8.031"
A006RA,1949,"6.210"
A006RA,1950,"8.651"
A006RA,1951,"8.672"
A006RA,1952,"7.963"
A006RA,1953,"8.411"
A006RA,1954,"8.080"
A006RA,1955,"9.948"
A006RA,1956,"9.921"
A006RA,1957,"9.550"
A006RA,1958,"8.858"
A006RA,1959,"10.559"
A006RA,1960,"10.598"
A006RA,1961,"10.632"
A006RA,1962,"11.896"
A006RA,1963,"12.703"
A006RA,1964,"13.705"
A006RA,1965,"15.602"
A006RA,1966,"17.003"
A006RA,1967,"16.408"
A006RA,1968,"17.389"
A006RA,1969,"18.358"
A006RA,1970,"17.241"
A006RA,1971,"19.018"
A006RA,1972,"21.161"
A006RA,1973,"23.476"
A006RA,1974,"21.921"
A006RA,1975,"18.370"
A006RA,1976,"21.876"
A006RA,1977,"24.997"
A006RA,1978,"27.888"
A006RA,1979,"28.866"
A006RA,1980,"25.961"
A006RA,1981,"28.246"
A006RA,1982,"24.698"
A006RA,1983,"27.004"
A006RA,1984,"34.373"
A006RA,1985,"34.351"
A006RA,1986,"34.406"
A006RA,1987,"35.383"
A006RA,1988,"36.256"
A006RA,1989,"37.723"
A006RA,1990,"36.749"
A006RA,1991,"34.318"
A006RA,1992,"36.818"
A006RA,1993,"39.762"
A006RA,1994,"44.465"
A006RA,1995,"45.892"
A006RA,1996,"49.903"
A006RA,1997,"55.595"
A006RA,1998,"60.891"
A006RA,1999,"66.058"
A006RA,2000,"70.506"
A006RA,2001,"66.540"
A006RA,2002,"65.972"
A006RA,2003,"68.818"
A006RA,2004,"75.180"
A006RA,2005,"80.234"
A006RA,2006,"82.704"
A006RA,2007,"80.631"
A006RA,2008,"73.948"
A006RA,2009,"58.405"
A006RA,2010,"66.588"
A006RA,2011,"71.032"
A006RA,2012,"78.879"
A006RA,2013,"84.745"
A006RA,2014,"90.233"
A006RA,2015,"95.839"
A006RA,2016,"95.749"
A006RA,2017,"100.000"
A006RA,2018,"105.780"
A006RA,2019,"109.122"
A006RA,2020,"104.351"
A006RA,2021,"113.747"
A006RA,2022,"120.684"
A006RA,2023,"121.681"
A006RA,2024,"125.344"
A006RA,2025,"127.885"
A006RC,1929,"17,170"
A006RC,1930,"11,428"
A006RC,1931,"6,549"
A006RC,1932,"1,819"
A006RC,1933,"2,276"
A006RC,1934,"4,296"
A006RC,1935,"7,370"
A006RC,1936,"9,391"
A006RC,1937,"12,967"
A006RC,1938,"7,944"
A006RC,1939,"10,229"
A006RC,1940,"14,579"
A006RC,1941,"19,369"
A006RC,1942,"11,762"
A006RC,1943,"7,405"
A006RC,1944,"9,180"
A006RC,1945,"12,400"
A006RC,1946,"33,128"
A006RC,1947,"37,131"
A006RC,1948,"50,347"
A006RC,1949,"39,099"
A006RC,1950,"56,530"
A006RC,1951,"62,759"
A006RC,1952,"57,274"
A006RC,1953,"60,414"
A006RC,1954,"58,070"
A006RC,1955,"73,754"
A006RC,1956,"77,685"
A006RC,1957,"76,505"
A006RC,1958,"70,947"
A006RC,1959,"85,669"
A006RC,1960,"86,477"
A006RC,1961,"86,584"
A006RC,1962,"96,977"
A006RC,1963,"103,284"
A006RC,1964,"112,150"
A006RC,1965,"129,645"
A006RC,1966,"144,188"
A006RC,1967,"142,700"
A006RC,1968,"156,923"
A006RC,1969,"173,562"
A006RC,1970,"170,049"
A006RC,1971,"196,824"
A006RC,1972,"228,140"
A006RC,1973,"266,925"
A006RC,1974,"274,526"
A006RC,1975,"257,253"
A006RC,1976,"323,224"
A006RC,1977,"396,613"
A006RC,1978,"478,377"
A006RC,1979,"539,657"
A006RC,1980,"530,098"
A006RC,1981,"631,229"
A006RC,1982,"581,034"
A006RC,1983,"637,518"
A006RC,1984,"820,089"
A006RC,1985,"829,650"
A006RC,1986,"849,146"
A006RC,1987,"892,176"
A006RC,1988,"936,963"
A006RC,1989,"999,701"
A006RC,1990,"993,448"
A006RC,1991,"944,344"
A006RC,1992,"1,013,006"
A006RC,1993,"1,106,826"
A006RC,1994,"1,256,484"
A006RC,1995,"1,317,489"
A006RC,1996,"1,432,055"
A006RC,1997,"1,595,600"
A006RC,1998,"1,736,671"
A006RC,1999,"1,887,059"
A006RC,2000,"2,038,408"
A006RC,2001,"1,934,842"
A006RC,2002,"1,930,417"
A006RC,2003,"2,027,056"
A006RC,2004,"2,281,253"
A006RC,2005,"2,534,720"
A006RC,2006,"2,700,954"
A006RC,2007,"2,673,011"
A006RC,2008,"2,477,613"
A006RC,2009,"1,929,664"
A006RC,2010,"2,165,473"
A006RC,2011,"2,332,562"
A006RC,2012,"2,621,754"
A006RC,2013,"2,838,327"
A006RC,2014,"3,073,981"
A006RC,2015,"3,288,481"
A006RC,2016,"3,278,305"
A006RC,2017,"3,467,664"
A006RC,2018,"3,724,770"
A006RC,2019,"3,893,734"
A006RC,2020,"3,763,386"
A006RC,2021,"4,246,545"
A006RC,2022,"4,844,333"
A006RC,2023,"5,023,712"
A006RC,2024,"5,259,320"
A006RC,2025,"5,463,144"
A006RD,1929,"13.688"
A006RD,1930,"13.378"
A006RD,1931,"11.792"
A006RD,1932,"8.879"
A006RD,1933,"8.215"
A006RD,1934,"9.375"
A006RD,1935,"9.244"
A006RD,1936,"9.315"
A006RD,1937,"10.444"
A006RD,1938,"9.300"
A006RD,1939,"9.521"
A006RD,1940,"9.962"
