%SeriesCode,SeriesLabel,MetricName,CalculationType,DefaultScale,TableId:LineNo,SeriesCodeParents
icgstlc1sd00,"Office","Fisher Quantity Index","Level",0,FAAt706:59,NONE
icgstlc1se00,"Commercial","Fisher Quantity Index","Level",0,FAAt706:60,NONE
icgstlc1sf00,"Health care","Fisher Quantity Index","Level",0,FAAt706:61,NONE
icgstlc1sg00,"Educational","Fisher Quantity Index","Level",0,FAAt706:62,NONE
icgstlc1si00,"Public safety","Fisher Quantity Index","Level",0,FAAt706:63,NONE
icgstlc1sk00,"Amusement and recreation","Fisher Quantity Index","Level",0,FAAt706:64,NONE
icgstlc1sn00,"Transportation","Fisher Quantity Index","Level",0,FAAt706:65,NONE
icgstlc1sp00,"Power","Fisher Quantity Index","Level",0,FAAt706:66,NONE
icgstlc1sq00,"Highways and streets","Fisher Quantity Index","Level",0,FAAt706:67,NONE
icgstlc1sr00,"Sewer systems","Fisher Quantity Index","Level",0,FAAt706:68,NONE
icgstlc1st00,"Structures","Fisher Quantity Index","Level",0,FAAt706:57,NONE
icgstlc1stnr,"State and local","Fisher Quantity Index","Level",0,FAAt706:89,NONE
icgstlc1su00,"Water systems","Fisher Quantity Index","Level",0,FAAt706:69,NONE
icgstlc1sv00,"Conservation and development","Fisher Quantity Index","Level",0,FAAt706:70,NONE
icgstlc1sx00,"Other structures","Fisher Quantity Index","Level",0,FAAt706:71,NONE
icgtotl1ens0,"Software","Fisher Quantity Index","Level",0,FAAt706:19,NONE
icgtotl1eq00,"Equipment","Fisher Quantity Index","Level",0,FAAt106:11|FAAt706:2|FAAt706:84,NONE
icgtotl1es00,"Government fixed assets","Fisher Quantity Index","Level",0,FAAt106:22|FAAt106:9|FAAt706:1,NONE
icgtotl1esnr,"Nonresidential","Fisher Quantity Index","Level",0,FAAt106:10|FAAt706:83,NONE
icgtotl1ip00,"Intellectual property products","Fisher Quantity Index","Level",0,FAAt106:13|FAAt706:18|FAAt706:90,NONE
icgtotl1rd00,"Research and development","Fisher Quantity Index","Level",0,FAAt706:20,NONE
icgtotl1sa00,"Residential","Fisher Quantity Index","Level",0,FAAt106:14|FAAt508:8|FAAt706:4,NONE
icgtotl1sd00,"Office","Fisher Quantity Index","Level",0,FAAt706:6,NONE
icgtotl1se00,"Commercial","Fisher Quantity Index","Level",0,FAAt706:7,NONE
icgtotl1sf00,"Health care","Fisher Quantity Index","Level",0,FAAt706:8,NONE
icgtotl1sg00,"Educational","Fisher Quantity Index","Level",0,FAAt706:9,NONE
icgtotl1si00,"Public safety","Fisher Quantity Index","Level",0,FAAt706:10,NONE
icgtotl1sj00,"Industrial","Fisher Quantity Index","Level",0,FAAt706:5,NONE
icgtotl1sk00,"Amusement and recreation","Fisher Quantity Index","Level",0,FAAt706:11,NONE
icgtotl1sm00,"Military facilities","Fisher Quantity Index","Level",0,FAAt706:15,NONE
icgtotl1sn00,"Transportation","Fisher Quantity Index","Level",0,FAAt706:12,NONE
icgtotl1sp00,"Power","Fisher Quantity Index","Level",0,FAAt706:13,NONE
icgtotl1sq00,"Highways and streets","Fisher Quantity Index","Level",0,FAAt706:14,NONE
icgtotl1st00,"Structures","Fisher Quantity Index","Level",0,FAAt706:3,NONE
icgtotl1stnr,"Structures","Fisher Quantity Index","Level",0,FAAt106:12|FAAt706:85,NONE
icgtotl1sv00,"Conservation and development","Fisher Quantity Index","Level",0,FAAt706:16,NONE
icgtotl1sx00,"Other structures","Fisher Quantity Index","Level",0,FAAt706:17,NONE
icgtotleeq00,"Equipment","Fisher Quantity Index","Level",0,FAAt706:80,NONE
icgtotlees00,"Government enterprise fixed assets","Fisher Quantity Index","Level",0,FAAt706:79,NONE
icgtotleip00,"Intellectual property products","Fisher Quantity Index","Level",0,FAAt706:82,NONE
icgtotlest00,"Structures","Fisher Quantity Index","Level",0,FAAt706:81,NONE
icgtotlgeq00,"Equipment","Fisher Quantity Index","Level",0,FAAt706:76,NONE
icgtotlges00,"General government fixed assets","Fisher Quantity Index","Level",0,FAAt706:75,NONE
icgtotlgip00,"Intellectual property products","Fisher Quantity Index","Level",0,FAAt706:78,NONE
icgtotlgst00,"Structures","Fisher Quantity Index","Level",0,FAAt706:77,NONE
icn11001eq00,"Agriculture, forestry, fishing, and hunting","Fisher Quantity Index","Level",0,FAAt308E:2,NONE
icn11001es00,"Agriculture, forestry, fishing, and hunting","Fisher Quantity Index","Level",0,FAAt308ESI:2,NONE
icn11001ip00,"Agriculture, forestry, fishing, and hunting","Fisher Quantity Index","Level",0,FAAt308I:2,NONE
icn11001st00,"Agriculture, forestry, fishing, and hunting","Fisher Quantity Index","Level",0,FAAt308S:2,NONE
icn110c1eq00,"Equipment","Fisher Quantity Index","Level",0,FAAt308E:3|FAAt408:6,NONE
icn110c1es00,"Farms","Fisher Quantity Index","Level",0,FAAt308ESI:3|FAAt408:5|FAAt608:11,NONE
icn110c1ip00,"Farms","Fisher Quantity Index","Level",0,FAAt308I:3|FAAt408:8,NONE
icn110c1st00,"Farms","Fisher Quantity Index","Level",0,FAAt308S:3|FAAt408:7,NONE
icn110c2eq00,"Equipment","Fisher Quantity Index","Level",0,FAAt408:22,NONE
icn110c2es00,"Farms","Fisher Quantity Index","Level",0,FAAt408:21,NONE
icn110c2ip00,"Intellectual property products","Fisher Quantity Index","Level",0,FAAt408:24,NONE
icn110c2st00,"Structures","Fisher Quantity Index","Level",0,FAAt408:23,NONE
icn110c3eq00,"Equipment","Fisher Quantity Index","Level",0,FAAt408:46,NONE
icn110c3es00,"Farms","Fisher Quantity Index","Level",0,FAAt408:45,NONE
icn110c3ip00,"Intellectual property products","Fisher Quantity Index","Level",0,FAAt408:48,NONE
icn110c3st00,"Structures","Fisher Quantity Index","Level",0,FAAt408:47,NONE
icn113f1eq00,"Forestry, fishing, and related activities","Fisher Quantity Index","Level",0,FAAt308E:4,NONE
icn113f1es00,"Forestry, fishing, and related activities","Fisher Quantity Index","Level",0,FAAt308ESI:4,NONE
icn113f1ip00,"Forestry, fishing, and related activities","Fisher Quantity Index","Level",0,FAAt308I:4,NONE
icn113f1st00,"Forestry, fishing, and related activities","Fisher Quantity Index","Level",0,FAAt308S:4,NONE
icn21001eq00,"Mining","Fisher Quantity Index","Level",0,FAAt308E:5,NONE
icn21001es00,"Mining","Fisher Quantity Index","Level",0,FAAt308ESI:5,NONE
icn21001ip00,"Mining","Fisher Quantity Index","Level",0,FAAt308I:5,NONE
icn21001st00,"Mining","Fisher Quantity Index","Level",0,FAAt308S:5,NONE
icn21101eq00,"Oil and gas extraction","Fisher Quantity Index","Level",0,FAAt308E:6,NONE
icn21101es00,"Oil and gas extraction","Fisher Quantity Index","Level",0,FAAt308ESI:6,NONE
icn21101ip00,"Oil and gas extraction","Fisher Quantity Index","Level",0,FAAt308I:6,NONE
icn21101st00,"Oil and gas extraction","Fisher Quantity Index","Level",0,FAAt308S:6,NONE
icn21201eq00,"Mining, except oil and gas","Fisher Quantity Index","Level",0,FAAt308E:7,NONE
icn21201es00,"Mining, except oil and gas","Fisher Quantity Index","Level",0,FAAt308ESI:7,NONE
icn21201ip00,"Mining, except oil and gas","Fisher Quantity Index","Level",0,FAAt308I:7,NONE
icn21201st00,"Mining, except oil and gas","Fisher Quantity Index","Level",0,FAAt308S:7,NONE
icn21301eq00,"Support activities for mining","Fisher Quantity Index","Level",0,FAAt308E:8,NONE
icn21301es00,"Support activities for mining","Fisher Quantity Index","Level",0,FAAt308ESI:8,NONE
icn21301ip00,"Support activities for mining","Fisher Quantity Index","Level",0,FAAt308I:8,NONE
icn21301st00,"Support activities for mining","Fisher Quantity Index","Level",0,FAAt308S:8,NONE
icn22001eq00,"Utilities","Fisher Quantity Index","Level",0,FAAt308E:9,NONE
icn22001es00,"Utilities","Fisher Quantity Index","Level",0,FAAt308ESI:9,NONE
icn22001ip00,"Utilities","Fisher Quantity Index","Level",0,FAAt308I:9,NONE
icn22001st00,"Utilities","Fisher Quantity Index","Level",0,FAAt308S:9,NONE
icn22111eq00,"Electric power","Fisher Quantity Index","Level",0,FAAt308E:10,NONE
icn22111es00,"Electric power","Fisher Quantity Index","Level",0,FAAt308ESI:10,NONE
icn22111ip00,"Electric power","Fisher Quantity Index","Level",0,FAAt308I:10,NONE
icn22111st00,"Electric power","Fisher Quantity Index","Level",0,FAAt308S:10,NONE
icn22121eq00,"Natural gas distribution","Fisher Quantity Index","Level",0,FAAt308E:11,NONE
icn22121es00,"Natural gas distribution","Fisher Quantity Index","Level",0,FAAt308ESI:11,NONE
icn22121ip00,"Natural gas distribution","Fisher Quantity Index","Level",0,FAAt308I:11,NONE
icn22121st00,"Natural gas distribution","Fisher Quantity Index","Level",0,FAAt308S:11,NONE
icn22131eq00,"Water, sewage, and other systems","Fisher Quantity Index","Level",0,FAAt308E:12,NONE
icn22131es00,"Water, sewage, and other systems","Fisher Quantity Index","Level",0,FAAt308ESI:12,NONE
icn22131ip00,"Water, sewage, and other systems","Fisher Quantity Index","Level",0,FAAt308I:12,NONE
icn22131st00,"Water, sewage, and other systems","Fisher Quantity Index","Level",0,FAAt308S:12,NONE
icn23001eq00,"Construction","Fisher Quantity Index","Level",0,FAAt308E:13,NONE
icn23001es00,"Construction","Fisher Quantity Index","Level",0,FAAt308ESI:13,NONE
icn23001ip00,"Construction","Fisher Quantity Index","Level",0,FAAt308I:13,NONE
icn23001st00,"Construction","Fisher Quantity Index","Level",0,FAAt308S:13,NONE
icn31101eq00,"Food manufacturing","Fisher Quantity Index","Level",0,FAAt308E:31,NONE
icn31101es00,"Food manufacturing","Fisher Quantity Index","Level",0,FAAt308ESI:31,NONE
icn31101ip00,"Food manufacturing","Fisher Quantity Index","Level",0,FAAt308I:31,NONE
icn31101st00,"Food manufacturing","Fisher Quantity Index","Level",0,FAAt308S:31,NONE
icn311a1eq00,"Food and beverage and tobacco products","Fisher Quantity Index","Level",0,FAAt308E:30,NONE
icn311a1es00,"Food and beverage and tobacco products","Fisher Quantity Index","Level",0,FAAt308ESI:30,NONE
icn311a1ip00,"Food and beverage and tobacco products","Fisher Quantity Index","Level",0,FAAt308I:30,NONE
icn311a1st00,"Food and beverage and tobacco products","Fisher Quantity Index","Level",0,FAAt308S:30,NONE
icn31201eq00,"Beverage and tobacco product manufacturing","Fisher Quantity Index","Level",0,FAAt308E:32,NONE
icn31201es00,"Beverage and tobacco product manufacturing","Fisher Quantity Index","Level",0,FAAt308ESI:32,NONE
icn31201ip00,"Beverage and tobacco product manufacturing","Fisher Quantity Index","Level",0,FAAt308I:32,NONE
icn31201st00,"Beverage and tobacco product manufacturing","Fisher Quantity Index","Level",0,FAAt308S:32,NONE
icn313t1eq00,"Textile mills and textile product mills","Fisher Quantity Index","Level",0,FAAt308E:33,NONE
icn313t1es00,"Textile mills and textile product mills","Fisher Quantity Index","Level",0,FAAt308ESI:33,NONE
icn313t1ip00,"Textile mills and textile product mills","Fisher Quantity Index","Level",0,FAAt308I:33,NONE
icn313t1st00,"Textile mills and textile product mills","Fisher Quantity Index","Level",0,FAAt308S:33,NONE
icn315a1eq00,"Apparel and leather and allied products","Fisher Quantity Index","Level",0,FAAt308E:34,NONE
icn315a1es00,"Apparel and leather and allied products","Fisher Quantity Index","Level",0,FAAt308ESI:34,NONE
icn315a1ip00,"Apparel and leather and allied products","Fisher Quantity Index","Level",0,FAAt308I:34,NONE
icn315a1st00,"Apparel and leather and allied products","Fisher Quantity Index","Level",0,FAAt308S:34,NONE
icn31gd1eq00,"Equipment","Fisher Quantity Index","Level",0,FAAt308E:14|FAAt408:10,NONE
icn31gd1es00,"Manufacturing","Fisher Quantity Index","Level",0,FAAt308ESI:14|FAAt408:9|FAAt608:12,NONE
icn31gd1ip00,"Intellectual property products","Fisher Quantity Index","Level",0,FAAt308I:14|FAAt408:12,NONE
icn31gd1st00,"Structures","Fisher Quantity Index","Level",0,FAAt308S:14|FAAt408:11,NONE
icn31gd2eq00,"Equipment","Fisher Quantity Index","Level",0,FAAt408:26,NONE
icn31gd2es00,"Manufacturing","Fisher Quantity Index","Level",0,FAAt408:25,NONE
icn31gd2ip00,"Intellectual property products","Fisher Quantity Index","Level",0,FAAt408:28,NONE
icn31gd2st00,"Structures","Fisher Quantity Index","Level",0,FAAt408:27,NONE
icn31gd3eq00,"Equipment","Fisher Quantity Index","Level",0,FAAt408:50,NONE
icn31gd3es00,"Manufacturing","Fisher Quantity Index","Level",0,FAAt408:49,NONE
icn31gd3ip00,"Intellectual property products","Fisher Quantity Index","Level",0,FAAt408:52,NONE
icn31gd3st00,"Structures","Fisher Quantity Index","Level",0,FAAt408:51,NONE
icn31nd1eq00,"Nondurable goods","Fisher Quantity Index","Level",0,FAAt308E:29,NONE
icn31nd1es00,"Nondurable goods","Fisher Quantity Index","Level",0,FAAt308ESI:29,NONE
icn31nd1ip00,"Nondurable goods","Fisher Quantity Index","Level",0,FAAt308I:29,NONE
icn31nd1st00,"Nondurable goods","Fisher Quantity Index","Level",0,FAAt308S:29,NONE
icn32101eq00,"Wood products","Fisher Quantity Index","Level",0,FAAt308E:16,NONE
icn32101es00,"Wood products","Fisher Quantity Index","Level",0,FAAt308ESI:16,NONE
icn32101ip00,"Wood products","Fisher Quantity Index","Level",0,FAAt308I:16,NONE
icn32101st00,"Wood products","Fisher Quantity Index","Level",0,FAAt308S:16,NONE
icn32201eq00,"Paper products","Fisher Quantity Index","Level",0,FAAt308E:35,NONE
icn32201es00,"Paper products","Fisher Quantity Index","Level",0,FAAt308ESI:35,NONE
icn32201ip00,"Paper products","Fisher Quantity Index","Level",0,FAAt308I:35,NONE
icn32201st00,"Paper products","Fisher Quantity Index","Level",0,FAAt308S:35,NONE
icn32301eq00,"Printing and related support activities","Fisher Quantity Index","Level",0,FAAt308E:36,NONE
icn32301es00,"Printing and related support activities","Fisher Quantity Index","Level",0,FAAt308ESI:36,NONE
icn32301ip00,"Printing and related support activities","Fisher Quantity Index","Level",0,FAAt308I:36,NONE
icn32301st00,"Printing and related support activities","Fisher Quantity Index","Level",0,FAAt308S:36,NONE
icn32401eq00,"Petroleum and coal products","Fisher Quantity Index","Level",0,FAAt308E:37,NONE
icn32401es00,"Petroleum and coal products","Fisher Quantity Index","Level",0,FAAt308ESI:37,NONE
icn32401ip00,"Petroleum and coal products","Fisher Quantity Index","Level",0,FAAt308I:37,NONE
icn32401st00,"Petroleum and coal products","Fisher Quantity Index","Level",0,FAAt308S:37,NONE
icn32501eq00,"Chemical products","Fisher Quantity Index","Level",0,FAAt308E:38,NONE
icn32501es00,"Chemical products","Fisher Quantity Index","Level",0,FAAt308ESI:38,NONE
icn32501ip00,"Chemical products","Fisher Quantity Index","Level",0,FAAt308I:38,NONE
icn32501st00,"Chemical products","Fisher Quantity Index","Level",0,FAAt308S:38,NONE
icn32601eq00,"Plastics and rubber products","Fisher Quantity Index","Level",0,FAAt308E:39,NONE
icn32601es00,"Plastics and rubber products","Fisher Quantity Index","Level",0,FAAt308ESI:39,NONE
icn32601ip00,"Plastics and rubber products","Fisher Quantity Index","Level",0,FAAt308I:39,NONE
icn32601st00,"Plastics and rubber products","Fisher Quantity Index","Level",0,FAAt308S:39,NONE
icn32701eq00,"Nonmetallic mineral products","Fisher Quantity Index","Level",0,FAAt308E:17,NONE
icn32701es00,"Nonmetallic mineral products","Fisher Quantity Index","Level",0,FAAt308ESI:17,NONE
icn32701ip00,"Nonmetallic mineral products","Fisher Quantity Index","Level",0,FAAt308I:17,NONE
icn32701st00,"Nonmetallic mineral products","Fisher Quantity Index","Level",0,FAAt308S:17,NONE
icn33101eq00,"Primary metals","Fisher Quantity Index","Level",0,FAAt308E:18,NONE
icn33101es00,"Primary metals","Fisher Quantity Index","Level",0,FAAt308ESI:18,NONE
icn33101ip00,"Primary metals","Fisher Quantity Index","Level",0,FAAt308I:18,NONE
icn33101st00,"Primary metals","Fisher Quantity Index","Level",0,FAAt308S:18,NONE
icn33201eq00,"Fabricated metal products","Fisher Quantity Index","Level",0,FAAt308E:19,NONE
icn33201es00,"Fabricated metal products","Fisher Quantity Index","Level",0,FAAt308ESI:19,NONE
icn33201ip00,"Fabricated metal products","Fisher Quantity Index","Level",0,FAAt308I:19,NONE
icn33201st00,"Fabricated metal products","Fisher Quantity Index","Level",0,FAAt308S:19,NONE
icn33301eq00,"Machinery","Fisher Quantity Index","Level",0,FAAt308E:20,NONE
icn33301es00,"Machinery","Fisher Quantity Index","Level",0,FAAt308ESI:20,NONE
icn33301ip00,"Machinery","Fisher Quantity Index","Level",0,FAAt308I:20,NONE
icn33301st00,"Machinery","Fisher Quantity Index","Level",0,FAAt308S:20,NONE
icn33401eq00,"Computer and electronic products","Fisher Quantity Index","Level",0,FAAt308E:21,NONE
icn33401es00,"Computer and electronic products","Fisher Quantity Index","Level",0,FAAt308ESI:21,NONE
icn33401ip00,"Computer and electronic products","Fisher Quantity Index","Level",0,FAAt308I:21,NONE
icn33401st00,"Computer and electronic products","Fisher Quantity Index","Level",0,FAAt308S:21,NONE
icn33501eq00,"Electrical equipment, appliances, and components","Fisher Quantity Index","Level",0,FAAt308E:22,NONE
icn33501es00,"Electrical equipment, appliances, and components","Fisher Quantity Index","Level",0,FAAt308ESI:22,NONE
icn33501ip00,"Electrical equipment, appliances, and components","Fisher Quantity Index","Level",0,FAAt308I:22,NONE
icn33501st00,"Electrical equipment, appliances, and components","Fisher Quantity Index","Level",0,FAAt308S:22,NONE
icn336m1eq00,"Motor vehicles, bodies and trailers, and parts","Fisher Quantity Index","Level",0,FAAt308E:23,NONE
icn336m1es00,"Motor vehicles, bodies and trailers, and parts","Fisher Quantity Index","Level",0,FAAt308ESI:23,NONE
icn336m1ip00,"Motor vehicles, bodies and trailers, and parts","Fisher Quantity Index","Level",0,FAAt308I:23,NONE
icn336m1st00,"Motor vehicles, bodies and trailers, and parts","Fisher Quantity Index","Level",0,FAAt308S:23,NONE
icn336o1eq00,"Other transportation equipment","Fisher Quantity Index","Level",0,FAAt308E:24,NONE
icn336o1es00,"Other transportation equipment","Fisher Quantity Index","Level",0,FAAt308ESI:24,NONE
icn336o1ip00,"Other transportation equipment","Fisher Quantity Index","Level",0,FAAt308I:24,NONE
icn336o1st00,"Other transportation equipment","Fisher Quantity Index","Level",0,FAAt308S:24,NONE
icn33701eq00,"Furniture and related products","Fisher Quantity Index","Level",0,FAAt308E:25,NONE
icn33701es00,"Furniture and related products","Fisher Quantity Index","Level",0,FAAt308ESI:25,NONE
icn33701ip00,"Furniture and related products","Fisher Quantity Index","Level",0,FAAt308I:25,NONE
icn33701st00,"Furniture and related products","Fisher Quantity Index","Level",0,FAAt308S:25,NONE
icn33801eq00,"Medical equipment and supplies","Fisher Quantity Index","Level",0,FAAt308E:27,NONE
icn33801es00,"Medical equipment and supplies","Fisher Quantity Index","Level",0,FAAt308ESI:27,NONE
icn33801ip00,"Medical equipment and supplies","Fisher Quantity Index","Level",0,FAAt308I:27,NONE
icn33801st00,"Medical equipment and supplies","Fisher Quantity Index","Level",0,FAAt308S:27,NONE
icn338a1eq00,"Miscellaneous manufacturing","Fisher Quantity Index","Level",0,FAAt308E:26,NONE
icn338a1es00,"Miscellaneous manufacturing","Fisher Quantity Index","Level",0,FAAt308ESI:26,NONE
icn338a1ip00,"Miscellaneous manufacturing","Fisher Quantity Index","Level",0,FAAt308I:26,NONE
icn338a1st00,"Miscellaneous manufacturing","Fisher Quantity Index","Level",0,FAAt308S:26,NONE
icn33901eq00,"Other manufacturing","Fisher Quantity Index","Level",0,FAAt308E:28,NONE
icn33901es00,"Other manufacturing","Fisher Quantity Index","Level",0,FAAt308ESI:28,NONE
icn33901ip00,"Other manufacturing","Fisher Quantity Index","Level",0,FAAt308I:28,NONE
icn33901st00,"Other manufacturing","Fisher Quantity Index","Level",0,FAAt308S:28,NONE
icn33dg1eq00,"Durable goods","Fisher Quantity Index","Level",0,FAAt308E:15,NONE
icn33dg1es00,"Durable goods","Fisher Quantity Index","Level",0,FAAt308ESI:15,NONE
icn33dg1ip00,"Durable goods","Fisher Quantity Index","Level",0,FAAt308I:15,NONE
icn33dg1st00,"Durable goods","Fisher Quantity Index","Level",0,FAAt308S:15,NONE
icn42001eq00,"Wholesale trade","Fisher Quantity Index","Level",0,FAAt308E:40,NONE
icn42001es00,"Wholesale trade","Fisher Quantity Index","Level",0,FAAt308ESI:40,NONE
icn42001ip00,"Wholesale trade","Fisher Quantity Index","Level",0,FAAt308I:40,NONE
icn42001st00,"Wholesale trade","Fisher Quantity Index","Level",0,FAAt308S:40,NONE
icn42101eq00,"Durable goods","Fisher Quantity Index","Level",0,FAAt308E:41,NONE
icn42101es00,"Durable goods","Fisher Quantity Index","Level",0,FAAt308ESI:41,NONE
icn42101ip00,"Durable goods","Fisher Quantity Index","Level",0,FAAt308I:41,NONE
icn42101st00,"Durable goods","Fisher Quantity Index","Level",0,FAAt308S:41,NONE
icn42201eq00,"Nondurable goods","Fisher Quantity Index","Level",0,FAAt308E:42,NONE
icn42201es00,"Nondurable goods","Fisher Quantity Index","Level",0,FAAt308ESI:42,NONE
icn42201ip00,"Nondurable goods","Fisher Quantity Index","Level",0,FAAt308I:42,NONE
icn42201st00,"Nondurable goods","Fisher Quantity Index","Level",0,FAAt308S:42,NONE
icn44101eq00,"Motor vehicle and parts dealers","Fisher Quantity Index","Level",0,FAAt308E:44,NONE
icn44101es00,"Motor vehicle and parts dealers","Fisher Quantity Index","Level",0,FAAt308ESI:44,NONE
icn44101ip00,"Motor vehicle and parts dealers","Fisher Quantity Index","Level",0,FAAt308I:44,NONE
icn44101st00,"Motor vehicle and parts dealers","Fisher Quantity Index","Level",0,FAAt308S:44,NONE
icn442R1eq00,"Other retail","Fisher Quantity Index","Level",0,FAAt308E:47,NONE
icn442R1es00,"Other retail","Fisher Quantity Index","Level",0,FAAt308ESI:47,NONE
icn442R1ip00,"Other retail","Fisher Quantity Index","Level",0,FAAt308I:47,NONE
icn442R1st00,"Other retail","Fisher Quantity Index","Level",0,FAAt308S:47,NONE
icn44501eq00,"Food and beverage stores","Fisher Quantity Index","Level",0,FAAt308E:45,NONE
icn44501es00,"Food and beverage stores","Fisher Quantity Index","Level",0,FAAt308ESI:45,NONE
icn44501ip00,"Food and beverage stores","Fisher Quantity Index","Level",0,FAAt308I:45,NONE
icn44501st00,"Food and beverage stores","Fisher Quantity Index","Level",0,FAAt308S:45,NONE
icn44RT1eq00,"Retail trade","Fisher Quantity Index","Level",0,FAAt308E:43,NONE
icn44RT1es00,"Retail trade","Fisher Quantity Index","Level",0,FAAt308ESI:43,NONE
icn44RT1ip00,"Retail trade","Fisher Quantity Index","Level",0,FAAt308I:43,NONE
icn44RT1st00,"Retail trade","Fisher Quantity Index","Level",0,FAAt308S:43,NONE
icn45201eq00,"General merchandise stores","Fisher Quantity Index","Level",0,FAAt308E:46,NONE
icn45201es00,"General merchandise stores","Fisher Quantity Index","Level",0,FAAt308ESI:46,NONE
icn45201ip00,"General merchandise stores","Fisher Quantity Index","Level",0,FAAt308I:46,NONE
icn45201st00,"General merchandise stores","Fisher Quantity Index","Level",0,FAAt308S:46,NONE
icn48001eq00,"Transportation and warehousing","Fisher Quantity Index","Level",0,FAAt308E:48,NONE
icn48001es00,"Transportation and warehousing","Fisher Quantity Index","Level",0,FAAt308ESI:48,NONE
icn48001ip00,"Transportation and warehousing","Fisher Quantity Index","Level",0,FAAt308I:48,NONE
icn48001st00,"Transportation and warehousing","Fisher Quantity Index","Level",0,FAAt308S:48,NONE
icn48101eq00,"Air transportation","Fisher Quantity Index","Level",0,FAAt308E:49,NONE
icn48101es00,"Air transportation","Fisher Quantity Index","Level",0,FAAt308ESI:49,NONE
icn48101ip00,"Air transportation","Fisher Quantity Index","Level",0,FAAt308I:49,NONE
icn48101st00,"Air transportation","Fisher Quantity Index","Level",0,FAAt308S:49,NONE
icn48201eq00,"Railroad transportation","Fisher Quantity Index","Level",0,FAAt308E:50,NONE
icn48201es00,"Railroad transportation","Fisher Quantity Index","Level",0,FAAt308ESI:50,NONE
icn48201ip00,"Railroad transportation","Fisher Quantity Index","Level",0,FAAt308I:50,NONE
icn48201st00,"Railroad transportation","Fisher Quantity Index","Level",0,FAAt308S:50,NONE
icn48301eq00,"Water transportation","Fisher Quantity Index","Level",0,FAAt308E:51,NONE
icn48301es00,"Water transportation","Fisher Quantity Index","Level",0,FAAt308ESI:51,NONE
icn48301ip00,"Water transportation","Fisher Quantity Index","Level",0,FAAt308I:51,NONE
icn48301st00,"Water transportation","Fisher Quantity Index","Level",0,FAAt308S:51,NONE
icn48401eq00,"Truck transportation","Fisher Quantity Index","Level",0,FAAt308E:52,NONE
icn48401es00,"Truck transportation","Fisher Quantity Index","Level",0,FAAt308ESI:52,NONE
icn48401ip00,"Truck transportation","Fisher Quantity Index","Level",0,FAAt308I:52,NONE
icn48401st00,"Truck transportation","Fisher Quantity Index","Level",0,FAAt308S:52,NONE
icn48501eq00,"Transit and ground passenger transportation","Fisher Quantity Index","Level",0,FAAt308E:53,NONE
icn48501es00,"Transit and ground passenger transportation","Fisher Quantity Index","Level",0,FAAt308ESI:53,NONE
icn48501ip00,"Transit and ground passenger transportation","Fisher Quantity Index","Level",0,FAAt308I:53,NONE
icn48501st00,"Transit and ground passenger transportation","Fisher Quantity Index","Level",0,FAAt308S:53,NONE
icn48601eq00,"Pipeline transportation","Fisher Quantity Index","Level",0,FAAt308E:54,NONE
icn48601es00,"Pipeline transportation","Fisher Quantity Index","Level",0,FAAt308ESI:54,NONE
icn48601ip00,"Pipeline transportation","Fisher Quantity Index","Level",0,FAAt308I:54,NONE
icn48601st00,"Pipeline transportation","Fisher Quantity Index","Level",0,FAAt308S:54,NONE
icn487S1eq00,"Other transportation and support activities","Fisher Quantity Index","Level",0,FAAt308E:55,NONE
icn487S1es00,"Other transportation and support activities","Fisher Quantity Index","Level",0,FAAt308ESI:55,NONE
icn487S1ip00,"Other transportation and support activities","Fisher Quantity Index","Level",0,FAAt308I:55,NONE
icn487S1st00,"Other transportation and support activities","Fisher Quantity Index","Level",0,FAAt308S:55,NONE
icn49301eq00,"Warehousing and storage","Fisher Quantity Index","Level",0,FAAt308E:56,NONE
icn49301es00,"Warehousing and storage","Fisher Quantity Index","Level",0,FAAt308ESI:56,NONE
icn49301ip00,"Warehousing and storage","Fisher Quantity Index","Level",0,FAAt308I:56,NONE
icn49301st00,"Warehousing and storage","Fisher Quantity Index","Level",0,FAAt308S:56,NONE
icn51001eq00,"Information","Fisher Quantity Index","Level",0,FAAt308E:57,NONE
icn51001es00,"Information","Fisher Quantity Index","Level",0,FAAt308ESI:57,NONE
icn51001ip00,"Information","Fisher Quantity Index","Level",0,FAAt308I:57,NONE
icn51001st00,"Information","Fisher Quantity Index","Level",0,FAAt308S:57,NONE
icn51101eq00,"Publishing industries (includes software)","Fisher Quantity Index","Level",0,FAAt308E:58,NONE
icn51101es00,"Publishing industries (includes software)","Fisher Quantity Index","Level",0,FAAt308ESI:58,NONE
icn51101ip00,"Publishing industries (includes software)","Fisher Quantity Index","Level",0,FAAt308I:58,NONE
icn51101st00,"Publishing industries (includes software)","Fisher Quantity Index","Level",0,FAAt308S:58,NONE
icn51201eq00,"Motion picture and sound recording industries","Fisher Quantity Index","Level",0,FAAt308E:59,NONE
icn51201es00,"Motion picture and sound recording industries","Fisher Quantity Index","Level",0,FAAt308ESI:59,NONE
icn51201ip00,"Motion picture and sound recording industries","Fisher Quantity Index","Level",0,FAAt308I:59,NONE
icn51201st00,"Motion picture and sound recording industries","Fisher Quantity Index","Level",0,FAAt308S:59,NONE
icn51301eq00,"Broadcasting and telecommunications","Fisher Quantity Index","Level",0,FAAt308E:60,NONE
icn51301es00,"Broadcasting and telecommunications","Fisher Quantity Index","Level",0,FAAt308ESI:60,NONE
