%SeriesCode,SeriesLabel,MetricName,CalculationType,DefaultScale,TableId:LineNo,SeriesCodeParents
DMSCRC,"Musical instruments (part of 80)","Current Dollars","Level",-6,T20405:18|U20405:61,DREQRC
DMSCRG,"Musical instruments (part of 80)","Fisher Price Index","Level",0,T20404:18|U20404:61,NONE
DMSCRX,"Musical instruments (part of 80)","Chained Dollars","Level",-6,T20406:18|U20406:61,NONE
DMSERA,"Moving, storage, and freight services","Fisher Quantity Index","Level",0,U20403:329,NONE
DMSERC,"Moving, storage, and freight services","Current Dollars","Level",-6,U20405:329,DHHMRC
DMSERG,"Moving, storage, and freight services","Fisher Price Index","Level",0,U20404:329,NONE
DMSERX,"Moving, storage, and freight services","Chained Dollars","Level",-6,U20406:329,NONE
DMSLRA,"Meals at schools","Fisher Quantity Index","Level",0,U20403:238,NONE
DMSLRC,"Meals at schools","Current Dollars","Level",-6,U20405:238,DMABRC
DMSLRG,"Meals at schools","Fisher Price Index","Level",0,U20404:238,NONE
DMSLRX,"Meals at schools","Chained Dollars","Level",-6,U20406:238,NONE
DMTRRA,"Motor vehicles","Fisher Quantity Index","Level",0,T20503:54,NONE
DMTRRC,"Motor vehicles","Current Dollars","Level",-6,T20505:54,DTRNRC
DMTRRG,"Motor vehicles","Fisher Price Index","Level",0,T20504:54,NONE
DMTRRX,"Motor vehicles","Chained Dollars","Level",-6,T20506:54,NONE
DMUSRA,"Museums and libraries","Fisher Quantity Index","Level",0,T20503:89|U20403:217,NONE
DMUSRC,"Museums and libraries","Current Dollars","Level",-6,T20505:89|U20405:217,DRLSRC
DMUSRG,"Museums and libraries","Fisher Price Index","Level",0,T20504:89|U20404:217,NONE
DMUSRX,"Museums and libraries","Chained Dollars","Level",-6,T20506:89|U20406:217,NONE
DMUTRA,"Mutual fund sales charges","Fisher Quantity Index","Level",0,U20403:267,NONE
DMUTRC,"Mutual fund sales charges","Current Dollars","Level",-6,U20405:267,DEQTRC
DMUTRG,"Mutual fund sales charges","Fisher Price Index","Level",0,U20404:267,NONE
DMUTRX,"Mutual fund sales charges","Chained Dollars","Level",-6,U20406:267,NONE
DMVLRA,"Motor vehicle leasing","Fisher Quantity Index","Level",0,U20403:194,NONE
DMVLRC,"Motor vehicle leasing","Current Dollars","Level",-6,U20405:194,DOVSRC
DMVLRG,"Motor vehicle leasing","Fisher Price Index","Level",0,U20404:194,NONE
DMVLRX,"Motor vehicle leasing","Chained Dollars","Level",-6,U20406:194,NONE
DMVORA,"Motor vehicle operation","Fisher Quantity Index","Level",0,T20503:57,NONE
DMVORC,"Motor vehicle operation","Current Dollars","Level",-6,T20505:57,DTRNRC
DMVORG,"Motor vehicle operation","Fisher Price Index","Level",0,T20504:57,NONE
DMVORX,"Motor vehicle operation","Chained Dollars","Level",-6,T20506:57,NONE
DMVPRA,"Motor vehicle parts and accessories","Fisher Quantity Index","Level",0,T20403:7|T20503:58|U20403:20,NONE
DMVPRC,"Motor vehicle parts and accessories","Current Dollars","Level",-6,T20405:7|T20505:58|U20405:20,DMOTRC|DMVORC
DMVPRG,"Motor vehicle parts and accessories","Fisher Price Index","Level",0,T20404:7|T20504:58|U20404:20,NONE
DMVPRX,"Motor vehicle parts and accessories","Chained Dollars","Level",-6,T20406:7|T20506:58|U20406:20,NONE
DMVRRA,"Motor vehicle rental","Fisher Quantity Index","Level",0,U20403:197,NONE
DMVRRC,"Motor vehicle rental","Current Dollars","Level",-6,U20405:197,DOVSRC
DMVRRG,"Motor vehicle rental","Fisher Price Index","Level",0,U20404:197,NONE
DMVRRX,"Motor vehicle rental","Chained Dollars","Level",-6,U20406:197,NONE
DMVSRA,"Motor vehicle services","Fisher Quantity Index","Level",0,T20403:69|U20403:191,NONE
DMVSRC,"Motor vehicle services","Current Dollars","Level",-6,T20405:69|U20405:191,DTRSRC
DMVSRG,"Motor vehicle services","Fisher Price Index","Level",0,T20404:69|U20404:191,NONE
DMVSRX,"Motor vehicle services","Chained Dollars","Level",-6,T20406:69|U20406:191,NONE
DMXFRA,"Market-based PCE excluding food","Fisher Quantity Index","Level",0,U20403:400,NONE
DMXFRC,"Market-based PCE excluding food","Current Dollars","Level",-6,U20405:400,NONE
DMXFRG,"Market-based PCE excluding food","Fisher Price Index","Level",0,U20404:400,NONE
DMXFRX,"Market-based PCE excluding food","Chained Dollars","Level",-6,U20406:400,NONE
DNBSRA,"Magazines, newspapers, books, and stationery","Fisher Quantity Index","Level",0,T20503:90,NONE
DNBSRC,"Magazines, newspapers, books, and stationery","Current Dollars","Level",-6,T20505:90,DRRLRC
DNBSRG,"Magazines, newspapers, books, and stationery","Fisher Price Index","Level",0,T20504:90,NONE
DNBSRX,"Magazines, newspapers, books, and stationery","Chained Dollars","Level",-6,T20506:90,NONE
DNBVRA,"Nonalcoholic beverages purchased for off-premises consumption","Fisher Quantity Index","Level",0,U20403:96,NONE
DNBVRC,"Nonalcoholic beverages purchased for off-premises consumption","Current Dollars","Level",-6,U20405:96,DTFDRC
DNBVRG,"Nonalcoholic beverages purchased for off-premises consumption","Fisher Price Index","Level",0,U20404:96,NONE
DNBVRX,"Nonalcoholic beverages purchased for off-premises consumption","Chained Dollars","Level",-6,U20406:96,NONE
DNDCRA,"New domestic autos","Fisher Quantity Index","Level",0,U20403:7,NONE
DNDCRC,"New domestic autos","Current Dollars","Level",-6,U20405:7,DNEARC
DNDCRG,"New domestic autos","Fisher Price Index","Level",0,U20404:7,NONE
DNDCRX,"New domestic autos","Chained Dollars","Level",-6,U20406:7,NONE
DNDGRA,"Nondurable goods","Fisher Quantity Index","Level",0,T10103:5|T10503:9|T20303:8|T20403:25|T20803:8|U20403:72,NONE
DNDGRAM,"Nondurable goods","Fisher Quantity Index","Percent change",0,T20801:8,NONE
DNDGRC,"Nondurable goods","Current Dollars","Level",-6,T10105:5|T10505:9|T20305:8|T20405:25|T20805:8|U20305:8|U20405:72,DGDSRC
DNDGRD,"Nondurable goods","Chained Dollar IPDs","Level",0,T10109:5,NONE
DNDGRE,"Nondurable goods","Current Dollar Shares","Level",0,T10110:5,NONE
DNDGRG,"Nondurable goods","Fisher Price Index","Level",0,T10104:5|T10504:9|T10604:9|T20304:8|T20404:25|T20804:8|U20304:8|U20404:72,NONE
DNDGRGM,"Nondurable goods","Fisher Price Index","Percent change",0,T20807:8,NONE
DNDGRJ,"Nondurable goods","Price Contributions","Level",0,T10108:5,NONE
DNDGRL,"Nondurable goods","Fisher Quantity Index","Percent change, annual rate",0,T10101:5|T10501:9|T20301:8|T20401:25,NONE
DNDGRO,"Nondurable goods","Fisher Quantity Index","Percent change, year ago",0,T10111:5|T20311:8|T20811:8,NONE
DNDGRS,"Nondurable goods","Price Contributions","Level",0,T10608:9,NONE
DNDGRV,"Nondurable goods","Fisher Price Index","Percent change, annual rate",0,T10107:5|T10607:9|T20307:8|T20407:25,NONE
DNDGRX,"Nondurable goods","Chained Dollars","Level",-6,T10106:5|T10506:9|T20306:8|T20406:25|T20806:8|U20306:8|U20406:72,NONE
DNDGRY,"Nondurable goods","Quantity Contributions","Level",0,T10102:5|T10502:9,NONE
DNDGRZ,"Nondurable goods","Quantity Contributions","Level",0,T20302:8|T20402:25|T20802:8,NONE
DNDXRA,"Market-based PCE other nondurable goods","Fisher Quantity Index","Level",0,U20403:383,NONE
DNDXRC,"Market-based PCE other nondurable goods","Current Dollars","Level",-6,U20405:383,NONE
DNDXRG,"Market-based PCE other nondurable goods","Fisher Price Index","Level",0,U20404:383,NONE
DNDXRX,"Market-based PCE other nondurable goods","Chained Dollars","Level",-6,U20406:383,NONE
DNEARA,"New autos","Fisher Quantity Index","Level",0,U20403:6,NONE
DNEARC,"New autos","Current Dollars","Level",-6,U20405:6,DNMVRC
DNEARG,"New autos","Fisher Price Index","Level",0,U20404:6,NONE
DNEARX,"New autos","Chained Dollars","Level",-6,U20406:6,NONE
DNECRA,"Nonelectric cookware and tableware","Fisher Quantity Index","Level",0,U20403:34,NONE
DNECRC,"Nonelectric cookware and tableware","Current Dollars","Level",-6,U20405:34,DUTERC
DNECRG,"Nonelectric cookware and tableware","Fisher Price Index","Level",0,U20404:34,NONE
DNECRX,"Nonelectric cookware and tableware","Chained Dollars","Level",-6,U20406:34,NONE
DNEHRA,"Nursery, elementary, and secondary schools (98)","Fisher Quantity Index","Level",0,T20403:102|T20503:98|U20403:294,NONE
DNEHRC,"Nursery, elementary, and secondary schools (98)","Current Dollars","Level",-6,T20405:102|T20505:98|U20405:294,DEDURC|DTEDRC
DNEHRG,"Nursery, elementary, and secondary schools (98)","Fisher Price Index","Level",0,T20404:102|T20504:98|U20404:294,NONE
DNEHRX,"Nursery, elementary, and secondary schools (98)","Chained Dollars","Level",-6,T20406:102|T20506:98|U20406:294,NONE
DNETRA,"Net transactions in used autos","Fisher Quantity Index","Level",0,U20403:14,NONE
DNETRC,"Net transactions in used autos","Current Dollars","Level",-6,U20405:14,DNPURC
DNETRG,"Net transactions in used autos","Fisher Price Index","Level",0,U20404:14,NONE
DNETRX,"Net transactions in used autos","Chained Dollars","Level",-6,U20406:14,NONE
DNEWRA,"Magazines, newspapers, and stationery (part of 90)","Fisher Quantity Index","Level",0,T20403:45|U20403:142,NONE
DNEWRC,"Magazines, newspapers, and stationery (part of 90)","Current Dollars","Level",-6,T20405:45|U20405:142,DONGRC
DNEWRG,"Magazines, newspapers, and stationery (part of 90)","Fisher Price Index","Level",0,T20404:45|U20404:142,NONE
DNEWRX,"Magazines, newspapers, and stationery (part of 90)","Chained Dollars","Level",-6,T20406:45|U20406:142,NONE
DNFCRA,"New foreign autos","Fisher Quantity Index","Level",0,U20403:8,NONE
DNFCRC,"New foreign autos","Current Dollars","Level",-6,U20405:8,DNEARC
DNFCRG,"New foreign autos","Fisher Price Index","Level",0,U20404:8,NONE
DNFCRX,"New foreign autos","Chained Dollars","Level",-6,U20406:8,NONE
DNFRRC,"Net expenditures abroad by U.S. residents (131)","Current Dollars","Level",-6,T20405:46|T20505:131|U20405:145,DNFTRC|DONGRC
DNFRRX,"Net expenditures abroad by U.S. residents (131)","Chained Dollars","Level",-6,T20406:46|T20506:131|U20406:145,NONE
DNFTRC,"Net foreign travel and expenditures abroad by U.S. residents","Current Dollars","Level",-6,T20505:128|U20305:43,DPHCRC
DNFTRX,"Net foreign travel and expenditures abroad by U.S. residents","Chained Dollars","Level",-6,T20506:128|U20306:43,NONE
DNMVRA,"New motor vehicles","Fisher Quantity Index","Level",0,T20403:5|T20503:55|U20403:5,NONE
DNMVRC,"New motor vehicles","Current Dollars","Level",-6,T20405:5|T20505:55|U20405:5,DMOTRC|DMTRRC
DNMVRG,"New motor vehicles","Fisher Price Index","Level",0,T20404:5|T20504:55|U20404:5,NONE
DNMVRX,"New motor vehicles","Chained Dollars","Level",-6,T20406:5|T20506:55|U20406:5,NONE
DNPERA,"Gross output of nonprofit institutions","Fisher Quantity Index","Level",0,T10503:24|T20303:23|T20403:112|T20503:133|T20803:23|U20403:343,NONE
DNPERC,"Gross output of nonprofit institutions","Current Dollars","Level",-6,T10505:24|T20305:23|T20405:112|T20505:133|T20805:23|T20900:58|U20305:23|U20305:45|U20405:343,DNPIRC
DNPERG,"Gross output of nonprofit institutions","Fisher Price Index","Level",0,T10504:24|T20304:23|T20404:112|T20504:133|T20804:23|U20304:23|U20304:45|U20404:343,NONE
DNPERL,"Gross output of nonprofit institutions","Fisher Quantity Index","Percent change, annual rate",0,T10501:24|T20301:23|T20401:112,NONE
DNPERV,"Gross output of nonprofit institutions","Fisher Price Index","Percent change, annual rate",0,T20307:23|T20407:112,NONE
DNPERX,"Gross output of nonprofit institutions","Chained Dollars","Level",-6,T10506:24|T20306:23|T20406:112|T20506:133|T20806:23|U20306:23|U20306:45|U20406:343,NONE
DNPERY,"Gross output of nonprofit institutions","Quantity Contributions","Level",0,T10502:24,NONE
DNPERZ,"Gross output of nonprofit institutions","Quantity Contributions","Level",0,T20302:23|T20402:112|T20802:23,NONE
DNPHRA,"Nonprofit hospitals' services to households","Fisher Quantity Index","Level",0,U20403:184|U20403:359,NONE
DNPHRC,"Nonprofit hospitals' services to households","Current Dollars","Level",-6,U20405:184|U20405:359,DHLRRC|DHSPRC
DNPHRG,"Nonprofit hospitals' services to households","Fisher Price Index","Level",0,U20404:184|U20404:359,NONE
DNPHRX,"Nonprofit hospitals' services to households","Chained Dollars","Level",-6,U20406:184|U20406:359,NONE
DNPIRA,"Final consumption expenditures of nonprofit institutions serving households (NPISHs)","Fisher Quantity Index","Level",0,T10503:23|T20303:22|T20403:111|T20503:132|T20803:22|U20403:342,NONE
DNPIRC,"Final consumption expenditures of nonprofit institutions serving households (NPISHs)","Current Dollars","Level",-6,OECD10205:5|T10505:23|T20305:22|T20405:111|T20505:132|T20805:22|T20900:57|U20305:22|U20305:44|U20405:342,DPCERC|DSERRC|W412RC
DNPIRG,"Final consumption expenditures of nonprofit institutions serving households (NPISHs)","Fisher Price Index","Level",0,T10504:23|T10604:23|T20304:22|T20404:111|T20504:132|T20804:22|U20304:22|U20304:44|U20404:342,NONE
DNPIRL,"Final consumption expenditures of nonprofit institutions serving households (NPISHs)","Fisher Quantity Index","Percent change, annual rate",0,T10501:23|T20301:22|T20401:111,NONE
DNPIRS,"Final consumption expenditures of nonprofit institutions serving households (NPISHs)","Price Contributions","Level",0,T10608:23,NONE
DNPIRV,"Final consumption expenditures of nonprofit institutions serving households (NPISHs)","Fisher Price Index","Percent change, annual rate",0,T10607:23|T20307:22|T20407:111,NONE
DNPIRX,"Final consumption expenditures of nonprofit institutions serving households (NPISHs)","Chained Dollars","Level",-6,OECD10206:5|T10506:23|T20306:22|T20406:111|T20506:132|T20806:22|U20306:22|U20306:44|U20406:342,NONE
DNPIRY,"Final consumption expenditures of nonprofit institutions serving households (NPISHs)","Quantity Contributions","Level",0,T10502:23,NONE
DNPIRZ,"Final consumption expenditures of nonprofit institutions serving households (NPISHs)","Quantity Contributions","Level",0,T20302:22|T20402:111|T20802:22,NONE
DNPNRA,"Nonprofit nursing homes' services to households","Fisher Quantity Index","Level",0,U20403:188|U20403:360,NONE
DNPNRC,"Nonprofit nursing homes' services to households","Current Dollars","Level",-6,U20405:188|U20405:360,DHLRRC|DNRSRC
DNPNRG,"Nonprofit nursing homes' services to households","Fisher Price Index","Level",0,U20404:188|U20404:360,NONE
DNPNRX,"Nonprofit nursing homes' services to households","Chained Dollars","Level",-6,U20406:188|U20406:360,NONE
DNPSRA,"Less: Receipts from sales of goods and services by nonprofit institutions","Fisher Quantity Index","Level",0,T10503:25|T20303:24|T20403:113|T20503:134|T20803:24|U20403:356,NONE
DNPSRC,"Less: Receipts from sales of goods and services by nonprofit institutions","Current Dollars","Level",-6,T10505:25|T20305:24|T20405:113|T20505:134|T20805:24|T20900:39|T20900:68|U20305:24|U20305:46|U20405:356,DNPIRC|DPHCRC
DNPSRG,"Less: Receipts from sales of goods and services by nonprofit institutions","Fisher Price Index","Level",0,T10504:25|T20304:24|T20404:113|T20504:134|T20804:24|U20304:24|U20304:46|U20404:356,NONE
DNPSRL,"Less: Receipts from sales of goods and services by nonprofit institutions","Fisher Quantity Index","Percent change, annual rate",0,T10501:25|T20301:24|T20401:113,NONE
DNPSRV,"Less: Receipts from sales of goods and services by nonprofit institutions","Fisher Price Index","Percent change, annual rate",0,T20307:24|T20407:113,NONE
DNPSRX,"Less: Receipts from sales of goods and services by nonprofit institutions","Chained Dollars","Level",-6,T10506:25|T20306:24|T20406:113|T20506:134|T20806:24|U20306:24|U20306:46|U20406:356,NONE
DNPSRY,"Less: Receipts from sales of goods and services by nonprofit institutions","Quantity Contributions","Level",0,T10502:25,NONE
DNPSRZ,"Less: Receipts from sales of goods and services by nonprofit institutions","Quantity Contributions","Level",0,T20302:24|T20402:113|T20802:24,NONE
DNPURA,"Used autos","Fisher Quantity Index","Level",0,U20403:13,NONE
DNPURC,"Used autos","Current Dollars","Level",-6,U20405:13,DNPVRC
DNPURG,"Used autos","Fisher Price Index","Level",0,U20404:13,NONE
DNPURX,"Used autos","Chained Dollars","Level",-6,U20406:13,NONE
DNPVRA,"Net purchases of used motor vehicles","Fisher Quantity Index","Level",0,T20403:6|T20503:56|U20403:12,NONE
DNPVRC,"Net purchases of used motor vehicles","Current Dollars","Level",-6,T20405:6|T20505:56|U20405:12,DMOTRC|DMTRRC
DNPVRG,"Net purchases of used motor vehicles","Fisher Price Index","Level",0,T20404:6|T20504:56|U20404:12,NONE
DNPVRX,"Net purchases of used motor vehicles","Chained Dollars","Level",-6,T20406:6|T20506:56|U20406:12,NONE
DNRDRA,"Nonprescription drugs","Fisher Quantity Index","Level",0,U20403:124,NONE
DNRDRC,"Nonprescription drugs","Current Dollars","Level",-6,U20405:124,DPNPRC
DNRDRG,"Nonprescription drugs","Fisher Price Index","Level",0,U20404:124,NONE
DNRDRX,"Nonprescription drugs","Chained Dollars","Level",-6,U20406:124,NONE
DNRGRA,"Energy goods and services","Fisher Quantity Index","Level",0,T20303:27|T20803:27|U20403:371,NONE
DNRGRAM,"Energy goods and services","Fisher Quantity Index","Percent change",0,T20801:27,NONE
DNRGRC,"Energy goods and services","Current Dollars","Level",-6,T20305:27|T20805:27|U20305:26|U20405:371,NONE
DNRGRG,"Energy goods and services","Fisher Price Index","Level",0,T20304:27|T20804:27|U20304:26|U20404:371,NONE
DNRGRGM,"Energy goods and services","Fisher Price Index","Percent change",0,T20807:27,NONE
DNRGRL,"Energy goods and services","Fisher Quantity Index","Percent change, annual rate",0,T20301:27,NONE
DNRGRV,"Energy goods and services","Fisher Price Index","Percent change, annual rate",0,T20307:27,NONE
DNRGRX,"Energy goods and services","Chained Dollars","Level",-6,T20306:28|T20806:27|U20306:26|U20406:371,NONE
DNRGRZ,"Energy goods and services","Quantity Contributions","Level",0,T20302:27|T20802:27,NONE
DNRSRA,"Nursing homes (52)","Fisher Quantity Index","Level",0,T20403:67|T20503:52|U20403:187,NONE
DNRSRC,"Nursing homes (52)","Current Dollars","Level",-6,T20405:67|T20505:52|U20405:187,DHPNRC
DNRSRG,"Nursing homes (52)","Fisher Price Index","Level",0,T20404:67|T20504:52|U20404:187,NONE
DNRSRX,"Nursing homes (52)","Chained Dollars","Level",-6,T20406:67|T20506:52|U20406:187,NONE
DNSCRA,"Day care and nursery schools","Fisher Quantity Index","Level",0,U20403:296,NONE
DNSCRC,"Day care and nursery schools","Current Dollars","Level",-6,U20405:296,DNEHRC
DNSCRG,"Day care and nursery schools","Fisher Price Index","Level",0,U20404:296,NONE
DNSCRX,"Day care and nursery schools","Chained Dollars","Level",-6,U20406:296,NONE
DNWTRA,"New light trucks","Fisher Quantity Index","Level",0,U20403:9,NONE
DNWTRC,"New light trucks","Current Dollars","Level",-6,U20405:9,DNMVRC
DNWTRG,"New light trucks","Fisher Price Index","Level",0,U20404:9,NONE
DNWTRX,"New light trucks","Chained Dollars","Level",-6,U20406:9,NONE
DNXORA,"Nonprofit nursing homes, gross output","Fisher Quantity Index","Level",0,U20403:347,NONE
DNXORC,"Nonprofit nursing homes, gross output","Current Dollars","Level",-6,U20405:347,DHLGRC
DNXORG,"Nonprofit nursing homes, gross output","Fisher Price Index","Level",0,U20404:347,NONE
DNXORX,"Nonprofit nursing homes, gross output","Chained Dollars","Level",-6,U20406:347,NONE
DOCCRA,"Other clothing materials and footwear (13 and 17)","Fisher Quantity Index","Level",0,T20403:35|U20403:109,NONE
DOCCRC,"Other clothing materials and footwear (13 and 17)","Current Dollars","Level",-6,T20405:35|U20405:109,DCLORC
DOCCRG,"Other clothing materials and footwear (13 and 17)","Fisher Price Index","Level",0,T20404:35|U20404:109,NONE
DOCCRX,"Other clothing materials and footwear (13 and 17)","Chained Dollars","Level",-6,T20406:35|U20406:109,NONE
DOCMRA,"Other clothing materials","Fisher Quantity Index","Level",0,T20503:13,NONE
DOCMRC,"Other clothing materials","Current Dollars","Level",-6,T20505:13,DCLTRC
DOCMRG,"Other clothing materials","Fisher Price Index","Level",0,T20504:13,NONE
DOCMRX,"Other clothing materials","Chained Dollars","Level",-6,T20506:13,NONE
DODGRA,"Other durable goods","Fisher Quantity Index","Level",0,T10503:8|T20303:7|T20403:19|T20803:7|U20403:62,NONE
DODGRC,"Other durable goods","Current Dollars","Level",-6,T10505:8|T20305:7|T20405:19|T20805:7|U20305:7|U20405:62,DDURRC
DODGRG,"Other durable goods","Fisher Price Index","Level",0,T10504:8|T10604:8|T20304:7|T20404:19|T20804:7|U20304:7|U20404:62,NONE
DODGRL,"Other durable goods","Fisher Quantity Index","Percent change, annual rate",0,T10501:8|T20301:7|T20401:19,NONE
DODGRS,"Other durable goods","Price Contributions","Level",0,T10608:8,NONE
DODGRV,"Other durable goods","Fisher Price Index","Percent change, annual rate",0,T10607:8|T20307:7|T20407:19,NONE
DODGRX,"Other durable goods","Chained Dollars","Level",-6,T10506:8|T20306:7|T20406:19|T20806:7|U20306:7|U20406:62,NONE
DODGRY,"Other durable goods","Quantity Contributions","Level",0,T10502:8,NONE
DODGRZ,"Other durable goods","Quantity Contributions","Level",0,T20302:7|T20402:19|T20802:7,NONE
DODRRA,"Sports and recreational goods and related services","Fisher Quantity Index","Level",0,T20503:78,NONE
DODRRC,"Sports and recreational goods and related services","Current Dollars","Level",-6,T20505:78,DRRLRC
DODRRG,"Sports and recreational goods and related services","Fisher Price Index","Level",0,T20504:78,NONE
DODRRX,"Sports and recreational goods and related services","Chained Dollars","Level",-6,T20506:78,NONE
DODSRA,"Other delivery services (by non-U.S. postal facilities)","Fisher Quantity Index","Level",0,T20503:70|U20403:288,NONE
DODSRC,"Other delivery services (by non-U.S. postal facilities)","Current Dollars","Level",-6,T20505:70|U20405:288,DPSSRC
DODSRG,"Other delivery services (by non-U.S. postal facilities)","Fisher Price Index","Level",0,T20504:70|U20404:288,NONE
DODSRX,"Other delivery services (by non-U.S. postal facilities)","Chained Dollars","Level",-6,T20506:70|U20406:288,NONE
DOFDRA,"Food products, not elsewhere classified","Fisher Quantity Index","Level",0,U20403:95,NONE
DOFDRC,"Food products, not elsewhere classified","Current Dollars","Level",-6,U20405:95,DFOFRC
DOFDRG,"Food products, not elsewhere classified","Fisher Price Index","Level",0,U20404:95,NONE
DOFDRX,"Food products, not elsewhere classified","Chained Dollars","Level",-6,U20406:95,NONE
DOFIRA,"Financial service charges, fees, and commissions (108)","Fisher Quantity Index","Level",0,T20403:89|T20503:108|U20403:258,NONE
DOFIRC,"Financial service charges, fees, and commissions (108)","Current Dollars","Level",-6,T20405:89|T20505:108|U20405:258,DFNLRC
DOFIRG,"Financial service charges, fees, and commissions (108)","Fisher Price Index","Level",0,T20404:89|T20504:108|U20404:258,NONE
DOFIRX,"Financial service charges, fees, and commissions (108)","Chained Dollars","Level",-6,T20406:89|T20506:108|U20406:258,NONE
DOGSRA,"Other household goods and services","Fisher Quantity Index","Level",0,T20503:36,NONE
DOGSRC,"Other household goods and services","Current Dollars","Level",-6,T20505:36,DFHHRC
DOGSRG,"Other household goods and services","Fisher Price Index","Level",0,T20504:36,NONE
DOGSRX,"Other household goods and services","Chained Dollars","Level",-6,T20506:36,NONE
DOILRA,"Fuel oil","Fisher Quantity Index","Level",0,U20403:118,NONE
DOILRC,"Fuel oil","Current Dollars","Level",-6,U20405:118,DFULRC
DOILRG,"Fuel oil","Fisher Price Index","Level",0,U20404:118,NONE
DOILRX,"Fuel oil","Chained Dollars","Level",-6,U20406:118,NONE
DOIPRA,"Calculators, typewriters, and other information processing equipment","Fisher Quantity Index","Level",0,U20403:51,NONE
DOIPRC,"Calculators, typewriters, and other information processing equipment","Current Dollars","Level",-6,U20405:51,DIPERC
DOIPRG,"Calculators, typewriters, and other information processing equipment","Fisher Price Index","Level",0,U20404:51,NONE
DOIPRX,"Calculators, typewriters, and other information processing equipment","Chained Dollars","Level",-6,U20406:51,NONE
DOISRA,"Other goods and services","Fisher Quantity Index","Level",0,T20503:117,NONE
DOISRC,"Other goods and services","Current Dollars","Level",-6,T20505:117|U20305:42,DPHCRC
DOISRG,"Other goods and services","Fisher Price Index","Level",0,T20504:117|U20304:42,NONE
DOISRX,"Other goods and services","Chained Dollars","Level",-6,T20506:117|U20306:42,NONE
DOMDRA,"Other professional medical services","Fisher Quantity Index","Level",0,T20503:49|U20403:179,NONE
DOMDRC,"Other professional medical services","Current Dollars","Level",-6,T20505:49|U20405:179,DPMSRC
DOMDRG,"Other professional medical services","Fisher Price Index","Level",0,T20504:49|U20404:179,NONE
DOMDRX,"Other professional medical services","Chained Dollars","Level",-6,T20506:49|U20406:179,NONE
DOMHRA,"Owner-occupied mobile homes","Fisher Quantity Index","Level",0,U20403:161,NONE
DOMHRC,"Owner-occupied mobile homes","Current Dollars","Level",-6,U20405:161,DOWNRC
DOMHRG,"Owner-occupied mobile homes","Fisher Price Index","Level",0,U20404:161,NONE
DOMHRX,"Owner-occupied mobile homes","Chained Dollars","Level",-6,U20406:161,NONE
DOMORA,"All other professional medical services","Fisher Quantity Index","Level",0,U20403:181,NONE
DOMORC,"All other professional medical services","Current Dollars","Level",-6,U20405:181,DOMDRC
DOMORG,"All other professional medical services","Fisher Price Index","Level",0,U20404:181,NONE
DOMORX,"All other professional medical services","Chained Dollars","Level",-6,U20406:181,NONE
DOMPRA,"Other medical products","Fisher Quantity Index","Level",0,T20503:41|U20403:125,NONE
DOMPRC,"Other medical products","Current Dollars","Level",-6,T20505:41|U20405:125,DPHMRC
DOMPRG,"Other medical products","Fisher Price Index","Level",0,T20504:41|U20404:125,NONE
DOMPRX,"Other medical products","Chained Dollars","Level",-6,T20506:41|U20406:125,NONE
DOMSRA,"Specialty outpatient care facilities and health and allied services","Fisher Quantity Index","Level",0,U20403:180,NONE
DOMSRC,"Specialty outpatient care facilities and health and allied services","Current Dollars","Level",-6,U20405:180,DOMDRC
DOMSRG,"Specialty outpatient care facilities and health and allied services","Fisher Price Index","Level",0,U20404:180,NONE
DOMSRX,"Specialty outpatient care facilities and health and allied services","Chained Dollars","Level",-6,U20406:180,NONE
DONGRA,"Other nondurable goods","Fisher Quantity Index","Level",0,T10503:13|T20303:12|T20403:39|T20803:12|U20403:120,NONE
DONGRC,"Other nondurable goods","Current Dollars","Level",-6,T10505:13|T20305:12|T20405:39|T20805:12|U20305:12|U20405:120,DNDGRC
DONGRG,"Other nondurable goods","Fisher Price Index","Level",0,T10504:13|T10604:13|T20304:12|T20404:39|T20804:12|U20304:12|U20404:120,NONE
DONGRL,"Other nondurable goods","Fisher Quantity Index","Percent change, annual rate",0,T10501:13|T20301:12|T20401:39,NONE
DONGRS,"Other nondurable goods","Price Contributions","Level",0,T10608:13,NONE
DONGRV,"Other nondurable goods","Fisher Price Index","Percent change, annual rate",0,T10607:13|T20307:12|T20407:39,NONE
DONGRX,"Other nondurable goods","Chained Dollars","Level",-6,T10506:13|T20306:12|T20406:39|T20806:12|U20306:12|U20406:120,NONE
DONGRY,"Other nondurable goods","Quantity Contributions","Level",0,T10502:13,NONE
DONGRZ,"Other nondurable goods","Quantity Contributions","Level",0,T20302:12|T20402:39|T20802:12,NONE
DOPCRA,"Personal care products (part of 118)","Fisher Quantity Index","Level",0,T20403:43|U20403:137,NONE
DOPCRC,"Personal care products (part of 118)","Current Dollars","Level",-6,T20405:43|U20405:137,DONGRC
DOPCRG,"Personal care products (part of 118)","Fisher Price Index","Level",0,T20404:43|U20404:137,NONE
DOPCRX,"Personal care products (part of 118)","Chained Dollars","Level",-6,T20406:43|U20406:137,NONE
DOPHRA,"Hair, dental, shaving, and miscellaneous personal care products except electrical products","Fisher Quantity Index","Level",0,U20403:138,NONE
DOPHRC,"Hair, dental, shaving, and miscellaneous personal care products except electrical products","Current Dollars","Level",-6,U20405:138,DOPCRC
