%SeriesCode,SeriesLabel,MetricName,CalculationType,DefaultScale,TableId:LineNo,SeriesCodeParents
A001RC,"Gross national product","Current Dollars","Level",-6,T10705:4|T11705:6,A027RC
A001RD,"Gross national product","Chained Dollar IPDs","Level",0,T10109:27,NONE
A001RG,"Equals: Gross national product","Fisher Price Index","Level",0,T10704:4,NONE
A001RI,"Gross national product","Chained Dollar IPDs","Percent change, annual rate",0,T10107:29,NONE
A001RL,"Gross national product","Fisher Quantity Index","Percent change, annual rate",0,T10701:4|T10803:17|T11701:6,NONE
A001RO,"Gross national product","Fisher Quantity Index","Percent change, year ago",0,T10111:33,NONE
A001RP,"Gross national product, current dollars","Current Dollars","Percent change, annual rate",0,T10701:17,NONE
A001RV,"Gross national product","Fisher Price Index","Percent change, annual rate",0,T10107:27,NONE
A001RX,"Gross national product","Chained Dollars","Level",-6,T10706:4|T11706:6,NONE
A006RA,"Gross private domestic investment","Fisher Quantity Index","Level",0,T10103:7|T10503:26|T50203:4|U50203:4,NONE
A006RC,"Gross private domestic investment","Current Dollars","Level",-6,T10105:7|T10505:26|T50100:22|T50205:4|U50205:4,A191RC|A557RC|W170RC
A006RD,"Gross private domestic investment","Chained Dollar IPDs","Level",0,T10109:7,NONE
A006RE,"Gross private domestic investment","Current Dollar Shares","Level",0,T10110:7,NONE
A006RJ,"Gross private domestic investment","Price Contributions","Level",0,T10108:7,NONE
A006RL,"Gross private domestic investment","Fisher Quantity Index","Percent change, annual rate",0,T10101:7|T10501:26,NONE
A006RS,"Gross private domestic investment","Price Contributions","Level",0,T10608:24,NONE
A006RV,"Gross private domestic investment","Fisher Price Index","Percent change, annual rate",0,T10107:7|T10607:24,NONE
A006RX,"Gross private domestic investment","Chained Dollars","Level",-6,T10106:7|T10506:26|T50206:4|U50206:4,NONE
A006RY,"Gross private domestic investment","Quantity Contributions","Level",0,T10102:7|T10502:26,NONE
A007RA,"Private fixed investment","Fisher Quantity Index","Level",0,T10103:8|T10503:27|T50203:7|T50303:1|U50203:7,NONE
A007RC,"Private fixed investment","Current Dollars","Level",-6,T10105:8|T10505:27|T50205:7|T50305:1|T51000:9|U50205:7,A006RC|A560RC|W172RC
A007RD,"Fixed investment","Chained Dollar IPDs","Level",0,T10109:8,NONE
A007RE,"Fixed investment","Current Dollar Shares","Level",0,T10110:8,NONE
A007RJ,"Fixed investment","Price Contributions","Level",0,T10108:8,NONE
A007RL,"Private fixed investment","Fisher Quantity Index","Percent change, annual rate",0,T10101:8|T10501:27|T50301:1|T50302:1,NONE
A007RO,"Fixed investment","Fisher Quantity Index","Percent change, year ago",0,T10111:8,NONE
A007RS,"Fixed investment","Price Contributions","Level",0,T10608:25,NONE
A007RV,"Fixed investment","Fisher Price Index","Percent change, annual rate",0,T10107:8|T10607:25,NONE
A007RX,"Private fixed investment","Chained Dollars","Level",-6,T10106:8|T10506:27|T50206:7|T50306:1|U50206:7,NONE
A007RY,"Fixed investment","Quantity Contributions","Level",0,T10102:8|T10502:27,NONE
A008RA,"Nonresidential","Fisher Quantity Index","Level",0,T10103:9|T10503:28|T50203:10|T50303:2|U50203:10,NONE
A008RC,"Nonresidential","Current Dollars","Level",-6,T10105:9|T10505:28|T50205:10|T50305:2|T51000:10|U50205:10,A007RC|A593RC
A008RD,"Nonresidential","Chained Dollar IPDs","Level",0,T10109:9,NONE
A008RE,"Nonresidential","Current Dollar Shares","Level",0,T10110:9,NONE
A008RJ,"Nonresidential","Price Contributions","Level",0,T10108:9,NONE
A008RL,"Nonresidential","Fisher Quantity Index","Percent change, annual rate",0,T10101:9|T10501:28|T50301:2,NONE
A008RO,"Nonresidential","Fisher Quantity Index","Percent change, year ago",0,T10111:9,NONE
A008RS,"Nonresidential","Price Contributions","Level",0,T10608:26,NONE
A008RV,"Nonresidential","Fisher Price Index","Percent change, annual rate",0,T10107:9|T10607:26,NONE
A008RX,"Nonresidential","Chained Dollars","Level",-6,T10106:9|T10506:28|T50206:10|T50306:2|U50206:10,NONE
A008RY,"Nonresidential","Quantity Contributions","Level",0,T10102:9|T10502:28,NONE
A008RZ,"Nonresidential","Quantity Contributions","Level",0,T50302:2,NONE
A009RD,"Structures","Chained Dollar IPDs","Level",0,T10109:10,NONE
A009RL,"Structures","Fisher Quantity Index","Percent change, annual rate",0,T10101:10|T10501:29|T50301:3|T50401:2,NONE
A009RO,"Structures","Fisher Quantity Index","Percent change, year ago",0,T10111:10,NONE
A009RS,"Structures","Price Contributions","Level",0,T10608:27,NONE
A009RV,"Structures","Fisher Price Index","Percent change, annual rate",0,T10107:10|T10607:27,NONE
A009RY,"Structures","Quantity Contributions","Level",0,T10102:10|T10502:29,NONE
A011RA,"Residential","Fisher Quantity Index","Level",0,T10103:13|T10503:41|T50203:22|T50303:20|U50203:22,NONE
A011RC,"Residential","Current Dollars","Level",-6,T10105:13|T10505:41|T50205:22|T50305:20|T51000:14|U50205:22,A007RC
A011RD,"Residential","Chained Dollar IPDs","Level",0,T10109:13,NONE
A011RE,"Residential","Current Dollar Shares","Level",0,T10110:13,NONE
A011RJ,"Residential","Price Contributions","Level",0,T10108:13,NONE
A011RL,"Residential","Fisher Quantity Index","Percent change, annual rate",0,T10101:13|T10501:41|T50301:20,NONE
A011RO,"Residential","Fisher Quantity Index","Percent change, year ago",0,T10111:13,NONE
A011RS,"Residential","Price Contributions","Level",0,T10608:39,NONE
A011RV,"Residential","Fisher Price Index","Percent change, annual rate",0,T10107:13|T10607:39,NONE
A011RX,"Residential","Chained Dollars","Level",-6,T10106:13|T10506:41|T50206:22|T50306:20|U50206:22,NONE
A011RY,"Residential","Quantity Contributions","Level",0,T10102:13|T10502:41,NONE
A011RZ,"Residential","Quantity Contributions","Level",0,T50302:20,NONE
A012RC,"Structures","Current Dollars","Level",-6,T50305:21|T50405:39|U50405:39,A011RC|A349RC
A012RL,"Structures","Fisher Quantity Index","Percent change, annual rate",0,T50301:21|T50401:39,NONE
A012RW,"Residential","Quantity Contributions","Level",0,T50402:39,NONE
A012RX,"Structures","Chained Dollars","Level",-6,T50306:21|T50406:39|U50406:39,NONE
A012RZ,"Structures","Quantity Contributions","Level",0,T50302:21,NONE
A014RC,"Change in private inventories","Current Dollars","Level",-6,OECD10205:29|OECD10205:30|T10105:14|T10205:3|T10205:6|T10405:5|T10505:42|T50205:25|T50705A:1|T50705B:1|T50705B:16|T51000:43|U50205:25,A006RC|A191RC|A353RC|A713RC|LA000408
A014RE,"Change in private inventories","Current Dollar Shares","Level",0,T10110:14,NONE
A014RJ,"Change in private inventories","Price Contributions","Level",0,T10108:14,NONE
A014RS,"Change in private inventories","Price Contributions","Level",0,T10608:40,NONE
A014RX,"Change in private inventories","Chained Dollars","Level",-6,OECD10206:29|OECD10206:30|T10106:14|T10206:3|T10206:7|T10406:5|T10506:42|T50206:25|T50706A:1|T50706B:1|T50706B:17|U50206:25,NONE
A014RY,"Change in private inventories","Quantity Contributions","Level",0,T10102:14|T10202:3|T10202:6|T10502:42,NONE
A015RC,"Nonfarm industries","Current Dollars","Level",-6,T10505:44|T50705A:3|T50705B:19|U50705AM1:1|U50705AU1:1|U50705BM1:1|U50705BU1:1,A014RC
A015RS,"Nonfarm","Price Contributions","Level",0,T10608:42,NONE
A015RX,"Nonfarm industries","Chained Dollars","Level",-6,T10506:44|T50706A:3|T50706B:20|U50706AM:1|U50706AU:1|U50706BM:1|U50706BU:1,NONE
A015RY,"Nonfarm","Quantity Contributions","Level",0,T10502:44,NONE
A019RC,"External balance of goods and services","Current Dollars","Level",-6,OECD10205:38|T10105:15|T10505:45,A191RC
A019RE,"Net exports of goods and services","Current Dollar Shares","Level",0,T10110:15,NONE
A019RJ,"Net exports of goods and services","Price Contributions","Level",0,T10108:15,NONE
A019RX,"External balance of goods and services","Chained Dollars","Level",-6,OECD10206:38|T10106:15|T10506:45,NONE
A019RY,"Net exports of goods and services","Quantity Contributions","Level",0,T10102:15|T10502:45,NONE
A020RD,"Exports","Chained Dollar IPDs","Level",0,T10109:16,NONE
A020RJ,"Exports","Price Contributions","Level",0,T10108:16,NONE
A020RL,"Exports of goods and services","Fisher Quantity Index","Percent change, annual rate",0,T10101:16|T10401:2|T10501:46|T40201:1|T40202:1,NONE
A020RO,"Exports","Fisher Quantity Index","Percent change, year ago",0,T10111:16,NONE
A020RV,"Exports","Fisher Price Index","Percent change, annual rate",0,T10107:16,NONE
A020RX,"Exports of goods and services","Chained Dollars","Level",-6,OECD10206:32|T10106:16|T10406:2|T10506:46|T10806:2|T40206B:1,NONE
A020RY,"Exports","Quantity Contributions","Level",0,T10102:16|T10502:46,NONE
A021RD,"Imports","Chained Dollar IPDs","Level",0,T10109:19,NONE
A021RJ,"Imports","Price Contributions","Level",0,T10108:19,NONE
A021RL,"Imports of goods and services","Fisher Quantity Index","Percent change, annual rate",0,T10101:19|T10401:3|T10501:49|T40201:25|T40202:25,NONE
A021RO,"Imports","Fisher Quantity Index","Percent change, year ago",0,T10111:19,NONE
A021RV,"Imports","Fisher Price Index","Percent change, annual rate",0,T10107:19,NONE
A021RX,"Imports of goods and services","Chained Dollars","Level",-6,OECD10206:35|T10106:19|T10406:3|T10506:49|T10806:3|T40206B:94,NONE
A021RY,"Imports","Quantity Contributions","Level",0,T10102:19|T10502:49,NONE
A023RC,"Gross national income","Current Dollars","Level",-6,T10705:28|T11705:7,NONE
A023RL,"Gross national income","Chained Dollars","Percent change, annual rate",0,T10701:13|T11701:7,NONE
A023RX,"Gross national income","Chained Dollars","Level",-6,T10706:13|T11706:7,NONE
A024RA,"Less: Consumption of fixed capital","Fisher Quantity Index","Level",0,T10703:6|T50203:5|T50203:8|U50203:5|U50203:8,NONE
A024RC,"Less: Consumption of fixed capital","Current Dollars","Level",-6,T10705:6|T11000:22|T50100:14|T50205:5|T50205:8|T51000:33|T70500:2|U50205:5|U50205:8,A262RC|A557RC|A560RC
A024RE,"Private","Current Dollar Shares","Level",0,T11100:22,NONE
A024RG,"Private","Fisher Price Index","Level",0,T10704:6,NONE
A024RL,"Private","Fisher Quantity Index","Percent change, annual rate",0,T10701:6,NONE
A024RX,"Less: Consumption of fixed capital","Chained Dollars","Level",-6,T10706:6|T50206:5|T50206:8|U50206:5|U50206:8,NONE
A027RA,"Net national product","Fisher Quantity Index","Level",0,T10703:10|T10803:14,NONE
A027RC,"Net national product","Current Dollars","Level",-6,T10705:14|T11705:8,A032RC
A027RG,"Equals: Net national product","Fisher Price Index","Level",0,T10704:10,NONE
A027RL,"Net national product","Fisher Quantity Index","Percent change, annual rate",0,T10701:10|T11701:8,NONE
A027RX,"Net national product","Chained Dollars","Level",-6,T10706:10|T10806:14|T11706:8,NONE
A030RC,"Statistical discrepancy","Current Dollars","Level",-6,T10705:15|T11000:24|T50100:42,A032RC
A032RC,"National income","Current Dollars","Level",-6,T10705:16|T11200:1|T11300:1|T11705:9,A065RC
A033RC,"Compensation of employees","Current Dollars","Level",-6,T11200:2|T20100:2|T20600:2|T20900:2|T20900:23|T60200D:1,A032RC|A065RC|W380RC
A034RC,"Wages and salaries","Current Dollars","Level",-6,T11200:3|T20100:3|T20200B:1|T20600:3|T20700B:1|T60300D:1|T71800:7,A033RC
A038RC,"Supplements to wages and salaries","Current Dollars","Level",-6,T11000:6|T11200:6|T20100:6|T20600:6|T70800:1,A033RC|A4002C
A038RE,"Supplements to wages and salaries","Current Dollar Shares","Level",0,T11100:6,NONE
A041RC,"Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollars","Level",-6,T11000:13|T11200:30|T11200:9|T11300:14|T11600:16|T20100:9|T20600:9|T20900:24|T20900:3,A032RC|A065RC|W260RC|W380RC|W461RC
A041RE,"Proprietors' income with inventory valuation and capital consumption adjustments","Current Dollar Shares","Level",0,T11100:13,NONE
A043RC,"Proprietors' income with IVA","Current Dollars","Level",-6,T11200:32|T11300:70,B042RC
A045RC,"Nonfarm","Current Dollars","Level",-6,T11200:11|T11200:34|T20100:11|T20600:11,A041RC
A048RC,"Rental income of persons with capital consumption adjustment","Current Dollars","Level",-6,T11000:14|T11200:12|T11200:38|T11600:17|T20100:12|T20600:12|T20900:4|T70900:1,A032RC|A065RC|W260RC
A048RE,"Rental income of persons with capital consumption adjustment","Current Dollar Shares","Level",0,T11100:14,NONE
A051RC,"Corporate profits with inventory valuation and capital consumption adjustments","Current Dollars","Level",-6,RfTaxAct:14|T10705:17|T11200:13|T11200:41|T11600:18|T61600D:1,A032RC|A065RC
A052RC,"Corporate profits with inventory valuation adjustment","Current Dollars","Level",-6,T11200:42|T61600D:8,A051RC
A053RC,"Corporate profits before tax","Current Dollars","Level",-6,RfTaxAct:1|T11200:43|T61700D:1|T71600:21,A052RC
A054RC,"Taxes on corporate income","Current Dollars","Level",-6,RfTaxAct:6|T11000:16|T11200:14|T11200:44|T11400:12|T11600:19|T61800D:1|T71600:29,A051RC|A053RC|A445RC
A054RE,"Taxes on corporate income","Current Dollar Shares","Level",0,T11100:16,NONE
A055RC,"Profits after tax (without IVA and CCAdj)","Current Dollars","Level",-6,RfTaxAct:11|T11200:45|T61900D:1|T71600:30,A053RC
A059RC,"Capital consumption adjustment","Current Dollars","Level",-6,T11200:49|T11300:67|T11400:36|T50100:7|T71300:12,A051RC|A127RC|A438RC|A445RC
A061RC,"Contributions for government social insurance, domestic","Current Dollars","Level",-6,T10705:19|T20100:25|T20600:25|T20900:11|T20900:33|T30100:8,A065RC|W380RC|W782RC
A063RC,"Government social benefits to persons","Current Dollars","Level",-6,T20100:17|T20600:17|T20900:9|T30100:24|T31200:2|U31200:2,A577RC|W063RC
A064RC,"Personal interest income","Current Dollars","Level",-6,T20100:14|T20600:14|T20900:6|T71100:109,W210RC
A065RC,"Equals: Personal income","Current Dollars","Level",-6,T10705:25|T20100:1|T20600:1|T20900:1,A067RC
A067RC,"Disposable personal income","Current Dollars","Level",-6,T11705:13|T20100:27|T20600:27|T20900:13,A071RC
A067RCM,"Disposable personal income, current dollars","Current Dollars","Percent change",0,T20600:41,NONE
A067RL,"Disposable personal income","Chained Dollars","Percent change, annual rate",0,T11701:16|T20100:43,NONE
A067RM,"Disposable personal income, chained (2017) dollars","Chained Dollars","Percent change",0,T20600:43,NONE
A067RO,"Real disposable personal income","Chained Dollars","Percent change, year ago",0,T10111:34,NONE
A067RP,"Disposable personal income, current dollars","Current Dollars","Percent change, annual rate",0,T20100:41,NONE
A067RX,"Disposable personal income","Chained Dollars","Level",-6,T11706:16|T20100:37|T20600:37,NONE
A068RC,"Less: Personal outlays","Current Dollars","Level",-6,T20100:28|T20600:28|T20900:14,A071RC
A071RC,"Personal saving","Current Dollars","Level",-6,T20100:34|T20600:34|T20900:20|T50100:9,W986RC
A072RC,"Personal saving as a percentage of disposable personal income","Ratio","Level",0,T20100:35|T20600:35|T20900:21,NONE
A074RC,"Personal current taxes","Current Dollars","Level",-6,T30200:3|T30400:2|U30400:2,W006RC|W055RC
A084RC,"Current transfer payments","Current Dollars","Level",-6,T30100:22,W022RC
A085RC,"Net interest paid by government (19+50+91-33-72)","Current Dollars","Level",-6,T71100:107,NONE
A091RC,"Interest (G24)","Current Dollars","Level",-6,GFSFed:64|T30200:33,W013RC
A1024C,"Proprietors' income and corporate profits with inventory valuation and capital consumption adjustments","Current Dollars","Level",-6,T70305:26|T71500:12,W251RC
A1028C,"Less: Consumption of fixed capital","Current Dollars","Level",-6,T70405:12,NONE
A1072C,"Equals: Net exports of goods and services and net receipts of income, NIPAs (10-20)","Current Dollars","Level",-6,T4030A:27|T4030B:45|T4030C:42|U4030B:45,NONE
A1073C,"Current receipts from the rest of the world","Current Dollars","Level",-6,T40100:1|T4030A:10,NONE
A1074C,"Equals: Imports of goods and services and income payments, NIPAs","Current Dollars","Level",-6,T4030A:20,NONE
A107RC,"Government","Current Dollars","Level",-6,T11000:8|T11200:20|T30100:30|T31300:1|T31700:78|U31300:1,A032RC|A261RC|W022RC
A107RE,"Less: Subsidies","Current Dollar Shares","Level",0,T11100:8,NONE
A108RC,"Current surplus of government enterprises","Current Dollars","Level",-6,T10705:22|T11000:20|T11200:25|T11300:18|T11300:40|T30100:19|T30800:1|U30800:1,A032RC|A065RC|W021RC|W271RC|W461RC|W474RC
A108RE,"Current surplus of government enterprises","Current Dollar Shares","Level",0,T11100:20,NONE
A1100C,"Financial","Current Dollars","Level",-6,T71100:4,A2063C
A1147C,"Persons","Current Dollars","Level",-6,T71100:66,W315RC
A123RC,"Current taxes and transfer payments to the rest of the world","Current Dollars","Level",-6,T40100:29|T4030B:39|T4030C:36|U4030B:39,NONE
A124RC,"Balance on current account, NIPAs","Current Dollars","Level",-6,T40100:33|T40100:35|T4030A:39|T4030B:55|T4030C:52|U4030B:55,NONE
A126RC,"Gross private saving","Current Dollars","Level",-6,T50100:43,NONE
A127RC,"Domestic business","Current Dollars","Level",-6,T11200:17|T11200:27|T11600:24|T50100:4,A551RC|W202RC
A132RC,"Private industries","Current Dollars","Level",-6,T11200:5|T20100:4|T20200B:2|T20600:4|T20700B:2,A034RC
A133RA,"Auto output","Fisher Quantity Index","Level",0,T70203A:1|T70203B:2,NONE
A133RC,"Auto output","Current Dollars","Level",-6,T70205A:1|T70205B:2|U70205:2,A953RC
A133RG,"Auto output","Fisher Price Index","Level",0,T70204A:1|T70204B:2|U70204:2,NONE
A133RL,"Auto output","Fisher Quantity Index","Percent change, annual rate",0,T70201A:1|T70201B:2,NONE
A133RX,"Auto output","Chained Dollars","Level",-6,T70206B:2|U70206:2,NONE
A134RA,"Final sales","Fisher Quantity Index","Level",0,T70203A:2,NONE
A134RC,"Final sales","Current Dollars","Level",-6,T70205A:2,A133RC
A134RG,"Final sales","Fisher Price Index","Level",0,T70204A:2,NONE
A134RL,"Final sales","Fisher Quantity Index","Percent change, annual rate",0,T70201A:2,NONE
A135RA,"Personal consumption expenditures","Fisher Quantity Index","Level",0,T70203A:3,NONE
A135RC,"Personal consumption expenditures","Current Dollars","Level",-6,T70205A:3,A134RC
A135RG,"Personal consumption expenditures","Fisher Price Index","Level",0,T70204A:3,NONE
A135RL,"Personal consumption expenditures","Fisher Quantity Index","Percent change, annual rate",0,T70201A:3,NONE
A136RA,"Autos","Fisher Quantity Index","Level",0,T70203A:4|T70203B:7,NONE
A136RC,"Autos","Current Dollars","Level",-6,T70205A:4|T70205B:7|U70205:7,A135RC|AB67RC
A136RG,"Autos","Fisher Price Index","Level",0,T70204A:4|T70204B:7|U70204:7,NONE
A136RL,"Autos","Fisher Quantity Index","Percent change, annual rate",0,T70201A:4|T70201B:7,NONE
A136RX,"Autos","Chained Dollars","Level",-6,T70206B:7|U70206:7,NONE
A137RC,"Used autos","Current Dollars","Level",-6,T70205A:5|T70205B:10|U70205:14,A135RC|W240RC
A137RG,"Used autos","Fisher Price Index","Level",0,T70204A:5|T70204B:10|U70204:14,NONE
A137RX,"Used autos","Chained Dollars","Level",-6,T70206B:10|U70206:14,NONE
A1400C,"For consistent accounting at historical cost","Current Dollars","Level",-6,T70600:2,Y0004C
A1401C,"For current-cost valuation","Current Dollars","Level",-6,T70600:3,Y0004C
A1402C,"For consistent accounting at historical cost","Current Dollars","Level",-6,T70600:5,A2201C
A1403C,"For current-cost valuation","Current Dollars","Level",-6,T70600:6,A2201C
A141RC,"Net exports","Current Dollars","Level",-6,T70205A:9,A134RC
A145RC,"Autos","Current Dollars","Level",-6,T70205A:13|T70205B:32|U70205:56,A133RC|AB65RC
A145RX,"Autos","Chained Dollars","Level",-6,T70206B:32|U70206:56,NONE
A150RC,"Manufacturing","Current Dollars","Level",-6,T50705A:6|U50705AM1:2|U50705AU1:2,A015RC
A150RX,"Manufacturing","Chained Dollars","Level",-6,T50706A:4|U50706AM:2|U50706AU:2,NONE
A151RC,"Merchant wholesalers","Current Dollars","Level",-6,T50705A:12|U50705AM1:8|U50705AU1:39,NONE
A151RX,"Merchant wholesalers","Chained Dollars","Level",-6,T50706A:10|U50706AM:8|U50706AU:39,NONE
A152RC,"Nonmerchant wholesalers","Current Dollars","Level",-6,T50705A:15|U50705AM1:11|U50705AU1:60,NONE
A152RX,"Nonmerchant wholesalers","Chained Dollars","Level",-6,T50706A:13|U50706AM:11|U50706AU:60,NONE
A153RC,"Retail trade","Current Dollars","Level",-6,T50705A:18|U50705AM1:14|U50705AU1:63,A015RC
A153RX,"Retail trade","Chained Dollars","Level",-6,T50706A:16|U50706AM:14|U50706AU:63,NONE
A154RC,"Other","Current Dollars","Level",-6,T50705A:23|U50705AM1:19|U50705AU1:75,A015RC
A154RX,"Other","Chained Dollars","Level",-6,T50706A:21|U50706AM:19|U50706AU:75,NONE
A1580C,"Federal social insurance funds","Current Dollars","Level",-6,T30600:3|U30600:3,B039RC|W780RC
A1581C,"Unemployment insurance","Current Dollars","Level",-6,T30600:7|U30600:7,A1580C
A1585C,"Federal social insurance funds","Current Dollars","Level",-6,T30600:21|U30600:21,B228RC|W780RC
A1586C,"Old-age, survivors, disability, and hospital insurance","Current Dollars","Level",-6,T30600:22|U30600:22,A1585C
A1587C,"Employees","Current Dollars","Level",-6,T30600:23|U30600:23,A1586C
A1588C,"Benefits from social insurance funds","Current Dollars","Level",-6,T31200:4|U31200:4,B087RC|W026RC
A1589C,"Unemployment insurance","Current Dollars","Level",-6,T31200:7|U31200:7,A1588C
A1594C,"Veterans' benefits","Current Dollars","Level",-6,T31200:17|U31200:17,B087RC
A1595C,"Benefits from social insurance funds","Current Dollars","Level",-6,T31200:28|U31200:28,B109RC
A1596C,"Public assistance","Current Dollars","Level",-6,T31200:31|U31200:31,B109RC
A1608C,"Plus: Adjustment for U.S. territories and Puerto Rico (4+9+13-23-27-31)","Current Dollars","Level",-6,T4030A:25|T4030B:44|T4030C:41|U4030B:44,NONE
A1610C,"Plus: Adjustment for U.S. territories and Puerto Rico (25+30)","Current Dollars","Level",-6,T4030A:38|T4030B:54|T4030C:51|U4030B:54,A124RC
A1615C,"Sole proprietorships and partnerships","Current Dollars","Level",-6,T70500:8,W277RC
A1618C,"Other private business","Current Dollars","Level",-6,T70500:11,W277RC
A1626C,"Domestic business (2+42+77-26-55-96)","Current Dollars","Level",-6,T71100:100,NONE
A1627C,"Rest of the world (22+53+94-36-75-98)","Current Dollars","Level",-6,T11300:63|T61500D:24|T71100:106,A192RC|B060RC
A1629C,"Income of organizations not filing corporation income tax returns","Current Dollars","Level",-6,T71600:4,NONE
A1641C,"Sole proprietorships and partnerships","Current Dollars","Level",-6,T11300:19,NONE
A1642C,"Compensation of employees","Current Dollars","Level",-6,T11300:20,A1641C
A1645C,"Proprietors' income with IVA and CCAdj","Current Dollars","Level",-6,T11300:23|T11300:68,A1641C
A1646C,"Nonfarm","Current Dollars","Level",-6,T11300:25|T11300:72,A1645C
A1647C,"Proprietors' income (without IVA and CCAdj)","Current Dollars","Level",-6,T11300:73,A1646C
A1650C,"Other private business","Current Dollars","Level",-6,T11300:28,NONE
A1651C,"Compensation of employees","Current Dollars","Level",-6,T11300:29,A1650C
A1654C,"Proprietors' income with IVA and CCAdj","Current Dollars","Level",-6,T11300:32|T11300:76,A1650C
A1658C,"Compensation of employees","Current Dollars","Level",-6,T11300:37,W474RC
A1666C,"State general sales taxes","Current Dollars","Level",-6,T30500:21|U30500:21,B248RC
A1667C,"Local general sales taxes","Current Dollars","Level",-6,T30500:22|U30500:22,B248RC
A1700C,"Noncorporate capital consumption allowances","Current Dollars","Level",-6,T61300D:1,NONE
A180RC,"Interest payments","Current Dollars","Level",-6,T30100:27,W022RC
A182RC,"Exports of nonagricultural goods","Current Dollars","Level",-6,T40205A:52|T40205B:186,NONE
A182RL,"Exports of nonagricultural goods","Fisher Quantity Index","Percent change, annual rate",0,T40201:52,NONE
A182RX,"Exports of nonagricultural goods","Chained Dollars","Level",-6,T40206B:188,NONE
A1830C,"Inventory valuation adjustment to nonfarm incomes","Current Dollars","Level",-6,T61400D:1,NONE
A1850C,"Domestic industries","Current Dollars","Level",-6,T61500D:2,B060RC
A1870C,"Insurance payments to persons by business","Current Dollars","Level",-6,T70700:3,B931RC
A187RC,"Imports of nonpetroleum goods","Current Dollars","Level",-6,T40205A:55|T40205B:190,NONE
A187RL,"Imports of nonpetroleum goods","Fisher Quantity Index","Percent change, annual rate",0,T40201:55,NONE
A187RX,"Imports of nonpetroleum goods","Chained Dollars","Level",-6,T40206B:192,NONE
A190RA,"Final sales of domestic product","Fisher Quantity Index","Level",0,T10203:2|T10403:7,NONE
A190RC,"Final sales of domestic product","Current Dollars","Level",-6,T10205:2|T10405:7,A191RC
A190RD,"Implicit price deflator for final sales of domestic product","Chained Dollar IPDs","Level",0,T10204:19,NONE
A190RL,"Final sales of domestic product","Fisher Quantity Index","Percent change, annual rate",0,T10201:2|T10401:7,NONE
A190RO,"Final sales of domestic product","Fisher Quantity Index","Percent change, year ago",0,T10111:27,NONE
A190RP,"Final sales of domestic product, current dollars","Current Dollars","Percent change, annual rate",0,T10201:22,NONE
A190RV,"Final sales of domestic product","Fisher Price Index","Percent change, annual rate",0,T10607:64,NONE
A190RX,"Final sales of domestic product","Chained Dollars","Level",-6,T10206:2|T10406:7,NONE
A190RY,"Final sales of domestic product","Quantity Contributions","Level",0,T10202:2,NONE
A191RA,"Gross domestic product","Fisher Quantity Index","Level",0,T10103:1|T10203:1|T10303:1|T10403:1|T10503:1|T10703:1|T10803:1,NONE
A191RC,"Gross domestic product","Current Dollars","Level",-6,OECD10205:1|T10105:1|T10205:1|T10305:1|T10405:1|T10505:1|T10705:1|T11705:1,A001RC|A712RC|A962RC|BB00RC|Y695RC
A191RD,"Gross domestic product","Chained Dollar IPDs","Level",0,T10109:1,NONE
A191RE,"Gross domestic product","Current Dollar Shares","Level",0,T10110:1,NONE
A191RG,"Gross domestic product","Fisher Price Index","Level",0,T10104:1|T10204:1|T10304:1|T10404:1|T10504:1|T10604:59|T10704:1,NONE
A191RI,"Gross domestic product","Chained Dollar IPDs","Percent change, annual rate",0,T10107:28,NONE
A191RL,"Gross domestic product","Fisher Quantity Index","Percent change, annual rate",0,T10101:1|T10102:1|T10201:1|T10202:1|T10301:1|T10401:1|T10501:1|T10502:1|T10701:1|T10803:15|T11701:1,NONE
A191RO,"Gross domestic product (GDP)","Fisher Quantity Index","Percent change, year ago",0,T10111:1,NONE
A191RP,"Gross domestic product, current dollars","Current Dollars","Percent change, annual rate",0,T10101:27,NONE
A191RV,"Gross domestic product","Fisher Price Index","Percent change, annual rate",0,T10107:1|T10108:1|T10607:59,NONE
A191RX,"Gross domestic product","Chained Dollars","Level",-6,OECD10206:1|T10106:1|T10206:1|T10306:1|T10406:1|T10506:1|T10706:1|T10806:1|T11706:1,NONE
A192RC,"Rest of the world","Current Dollars","Level",-6,T11300:60|T60100D:21,A032RC|A422RC
A193RC,"Households and institutions","Current Dollars","Level",-6,T10305:5,A191RC
A193RL,"Households and institutions","Fisher Quantity Index","Percent change, annual rate",0,T10301:5,NONE
A193RX,"Households and institutions","Chained Dollars","Level",-6,T10306:5,NONE
A194RA,"Compensation of general government employees","Fisher Quantity Index","Level",0,T10903:8|T31003:4,NONE
A194RC,"Compensation of general government employees","Current Dollars","Level",-6,T10905:8|T11300:56|T11300:57|T31005:4|U32500:1,A032RC|A362RC|W102RC
A194RG,"Compensation of general government employees","Fisher Price Index","Level",0,T10904:8|T31004:4,NONE
A194RL,"Compensation of general government employees","Fisher Quantity Index","Percent change, annual rate",0,T31001:4,NONE
A194RX,"Compensation of general government employees","Chained Dollars","Level",-6,T10906:8|T31006:4,NONE
A195RC,"Business","Current Dollars","Level",-6,T10305:2,A191RC
A195RL,"Business","Fisher Quantity Index","Percent change, annual rate",0,T10301:2,NONE
A195RX,"Business","Chained Dollars","Level",-6,T10306:2,NONE
A2000A,"Farm output","Fisher Quantity Index","Level",0,T70303:1,NONE
